"","rowname","variable","value","geoid"
"2837","I.2","hh1",15.185,"51059482301"
"2838","I.3","hh1",28.351,"51059482301"
"2839","I.4","hh1",27.898,"51059482301"
"2840","I.5","hh1",88.796,"51059482301"
"2841","I.6","hh1",80.695,"51059482301"
"2842","I.7","hh1",282.006,"51059482301"
"2843","I.8","hh1",131.484,"51059482301"
"2844","I.9","hh1",85.762,"51059482301"
"2845","I.1","hh2",28.325,"51059482301"
"2846","I.2","hh2",8.221,"51059482301"
"2847","I.3","hh2",11.22,"51059482301"
"2848","I.4","hh2",19.012,"51059482301"
"2849","I.5","hh2",69.303,"51059482301"
"2850","I.6","hh2",65.376,"51059482301"
"2851","I.7","hh2",281.104,"51059482301"
"2852","I.8","hh2",221.864,"51059482301"
"2853","I.9","hh2",285.575,"51059482301"
"2854","I.1","hh3",8.942,"51059482301"
"2855","I.2","hh3",0.967,"51059482301"
"2856","I.3","hh3",2.023,"51059482301"
"2857","I.4","hh3",10.929,"51059482301"
"2858","I.5","hh3",17.722,"51059482301"
"2859","I.6","hh3",25.677,"51059482301"
"2860","I.7","hh3",109.131,"51059482301"
"2861","I.8","hh3",60.351,"51059482301"
"2862","I.9","hh3",157.258,"51059482301"
"2863","I.1","hh4",3.911,"51059482301"
"2864","I.2","hh4",2.051,"51059482301"
"2865","I.3","hh4",4.944,"51059482301"
"2866","I.4","hh4",4.123,"51059482301"
"2867","I.5","hh4",8.992,"51059482301"
"2868","I.6","hh4",10.687,"51059482301"
"2869","I.7","hh4",46.179,"51059482301"
"2870","I.8","hh4",32.811,"51059482301"
"2871","I.9","hh4",96.301,"51059482301"
"2872","I.1","hh5",0,"51059482301"
"2873","I.2","hh5",0.576,"51059482301"
"2874","I.3","hh5",0.462,"51059482301"
"2875","I.4","hh5",1.038,"51059482301"
"2876","I.5","hh5",3.186,"51059482301"
"2877","I.6","hh5",3.564,"51059482301"
"2878","I.7","hh5",9.579,"51059482301"
"2879","I.8","hh5",6.49,"51059482301"
"2880","I.9","hh5",15.105,"51059482301"
"2881","I.1","hh1",92.83,"51059482206"
"2882","I.2","hh1",34.635,"51059482206"
"2883","I.3","hh1",19.433,"51059482206"
"2884","I.4","hh1",0,"51059482206"
"2885","I.5","hh1",25.977,"51059482206"
"2886","I.6","hh1",11.349,"51059482206"
"2887","I.7","hh1",40.246,"51059482206"
"2888","I.8","hh1",12.366,"51059482206"
"2889","I.9","hh1",13.164,"51059482206"
"2890","I.1","hh2",38.365,"51059482206"
"2891","I.2","hh2",24.94,"51059482206"
"2892","I.3","hh2",7.864,"51059482206"
"2893","I.4","hh2",0,"51059482206"
"2894","I.5","hh2",20.191,"51059482206"
"2895","I.6","hh2",9.107,"51059482206"
"2896","I.7","hh2",39.756,"51059482206"
"2897","I.8","hh2",20.374,"51059482206"
"2898","I.9","hh2",43.403,"51059482206"
"2899","I.1","hh3",4.365,"51059482206"
"2900","I.2","hh3",0.634,"51059482206"
"2901","I.3","hh3",0.83,"51059482206"
"2902","I.4","hh3",0,"51059482206"
"2903","I.5","hh3",5.212,"51059482206"
"2904","I.6","hh3",3.95,"51059482206"
"2905","I.7","hh3",18.936,"51059482206"
"2906","I.8","hh3",7.023,"51059482206"
"2907","I.9","hh3",27.051,"51059482206"
"2908","I.1","hh4",0.44,"51059482206"
"2909","I.2","hh4",0.426,"51059482206"
"2910","I.3","hh4",0.59,"51059482206"
"2911","I.4","hh4",0,"51059482206"
"2912","I.5","hh4",0.786,"51059482206"
"2913","I.6","hh4",0.831,"51059482206"
"2914","I.7","hh4",2.941,"51059482206"
"2915","I.8","hh4",1.958,"51059482206"
"2916","I.9","hh4",7.029,"51059482206"
"2917","I.1","hh5",0,"51059482206"
"2918","I.2","hh5",0.365,"51059482206"
"2919","I.3","hh5",0.283,"51059482206"
"2920","I.4","hh5",0,"51059482206"
"2921","I.5","hh5",0.835,"51059482206"
"2922","I.6","hh5",0.763,"51059482206"
"2923","I.7","hh5",2.121,"51059482206"
"2924","I.8","hh5",1.279,"51059482206"
"2925","I.9","hh5",3.353,"51059482206"
"2926","I.1","hh1",1.269,"51059482205"
"2927","I.2","hh1",43.36,"51059482205"
"2928","I.3","hh1",33.149,"51059482205"
"2929","I.4","hh1",7.773,"51059482205"
"2930","I.5","hh1",63.468,"51059482205"
"2931","I.6","hh1",96.546,"51059482205"
"2932","I.7","hh1",45.019,"51059482205"
"2933","I.8","hh1",127.762,"51059482205"
"2934","I.9","hh1",41.654,"51059482205"
"2935","I.1","hh2",0.391,"51059482205"
"2936","I.2","hh2",13.686,"51059482205"
"2937","I.3","hh2",9.04,"51059482205"
"2938","I.4","hh2",4.887,"51059482205"
"2939","I.5","hh2",36.508,"51059482205"
"2940","I.6","hh2",54.362,"51059482205"
"2941","I.7","hh2",38.338,"51059482205"
"2942","I.8","hh2",128.027,"51059482205"
"2943","I.9","hh2",109.762,"51059482205"
"2944","I.1","hh3",0.178,"51059482205"
"2945","I.2","hh3",0.411,"51059482205"
"2946","I.3","hh3",0.566,"51059482205"
"2947","I.4","hh3",2.095,"51059482205"
"2948","I.5","hh3",3.892,"51059482205"
"2949","I.6","hh3",7.442,"51059482205"
"2950","I.7","hh3",11.585,"51059482205"
"2951","I.8","hh3",11.55,"51059482205"
"2952","I.9","hh3",30.281,"51059482205"
"2953","I.1","hh4",0.162,"51059482205"
"2954","I.2","hh4",1.554,"51059482205"
"2955","I.3","hh4",2.674,"51059482205"
"2956","I.4","hh4",1.223,"51059482205"
"2957","I.5","hh4",4.023,"51059482205"
"2958","I.6","hh4",5.909,"51059482205"
"2959","I.7","hh4",11.151,"51059482205"
"2960","I.8","hh4",14.724,"51059482205"
"2961","I.9","hh4",37.58,"51059482205"
"2962","I.1","hh5",0,"51059482205"
"2963","I.2","hh5",5.99,"51059482205"
"2964","I.3","hh5",2.571,"51059482205"
"2965","I.4","hh5",1.022,"51059482205"
"2966","I.5","hh5",13.109,"51059482205"
"2967","I.6","hh5",19.742,"51059482205"
"2968","I.7","hh5",13.906,"51059482205"
"2969","I.8","hh5",49.938,"51059482205"
"2970","I.9","hh5",43.723,"51059482205"
"2971","I.1","hh1",82.901,"51059482204"
"2972","I.2","hh1",0,"51059482204"
"2973","I.3","hh1",3.69,"51059482204"
"2974","I.4","hh1",29.246,"51059482204"
"2975","I.5","hh1",106.377,"51059482204"
"2976","I.6","hh1",56.533,"51059482204"
"2977","I.7","hh1",284.061,"51059482204"
"2978","I.8","hh1",103.647,"51059482204"
"2979","I.9","hh1",78.545,"51059482204"
"2980","I.1","hh2",10.299,"51059482204"
"2981","I.2","hh2",0,"51059482204"
"2982","I.3","hh2",2.935,"51059482204"
"2983","I.4","hh2",13.775,"51059482204"
"2984","I.5","hh2",39.706,"51059482204"
"2985","I.6","hh2",20.145,"51059482204"
"2986","I.7","hh2",99.036,"51059482204"
"2987","I.8","hh2",88.745,"51059482204"
"2988","I.9","hh2",171.36,"51059482204"
"2989","I.1","hh3",3.798,"51059482204"
"2990","I.2","hh3",0,"51059482204"
"2991","I.3","hh3",1.196,"51059482204"
"2992","I.4","hh3",7.011,"51059482204"
"2993","I.5","hh3",8.225,"51059482204"
"2994","I.6","hh3",8.634,"51059482204"
"2995","I.7","hh3",16.667,"51059482204"
"2996","I.8","hh3",13.851,"51059482204"
"2997","I.9","hh3",19.619,"51059482204"
"2998","I.1","hh4",3.002,"51059482204"
"2999","I.2","hh4",0,"51059482204"
"3000","I.3","hh4",2.18,"51059482204"
"3001","I.4","hh4",3.968,"51059482204"
"3002","I.5","hh4",5.691,"51059482204"
"3003","I.6","hh4",5.688,"51059482204"
"3004","I.7","hh4",9.237,"51059482204"
"3005","I.8","hh4",8.758,"51059482204"
"3006","I.9","hh4",10.477,"51059482204"
"3007","I.1","hh5",0,"51059482204"
"3008","I.2","hh5",0,"51059482204"
"3009","I.3","hh5",0,"51059482204"
"3010","I.4","hh5",0,"51059482204"
"3011","I.5","hh5",0,"51059482204"
"3012","I.6","hh5",0,"51059482204"
"3013","I.7","hh5",0,"51059482204"
"3014","I.8","hh5",0,"51059482204"
"3015","I.9","hh5",0,"51059482204"
"3016","I.1","hh1",116.644,"51059482203"
"3017","I.2","hh1",30.799,"51059482203"
"3018","I.3","hh1",67.134,"51059482203"
"3019","I.4","hh1",104.978,"51059482203"
"3020","I.5","hh1",78.321,"51059482203"
"3021","I.6","hh1",196.689,"51059482203"
"3022","I.7","hh1",301.537,"51059482203"
"3023","I.8","hh1",252.762,"51059482203"
"3024","I.9","hh1",246.135,"51059482203"
"3025","I.1","hh2",17.534,"51059482203"
"3026","I.2","hh2",13.692,"51059482203"
"3027","I.3","hh2",15.872,"51059482203"
"3028","I.4","hh2",39.892,"51059482203"
"3029","I.5","hh2",28.012,"51059482203"
"3030","I.6","hh2",60.779,"51059482203"
"3031","I.7","hh2",80.753,"51059482203"
"3032","I.8","hh2",178.114,"51059482203"
"3033","I.9","hh2",505.352,"51059482203"
"3034","I.1","hh3",7.41,"51059482203"
"3035","I.2","hh3",2.057,"51059482203"
"3036","I.3","hh3",3.187,"51059482203"
"3037","I.4","hh3",19.343,"51059482203"
"3038","I.5","hh3",13.755,"51059482203"
"3039","I.6","hh3",22.799,"51059482203"
"3040","I.7","hh3",24.485,"51059482203"
"3041","I.8","hh3",34.518,"51059482203"
"3042","I.9","hh3",67.446,"51059482203"
"3043","I.1","hh4",6.413,"51059482203"
"3044","I.2","hh4",5.451,"51059482203"
"3045","I.3","hh4",10.808,"51059482203"
"3046","I.4","hh4",10.787,"51059482203"
"3047","I.5","hh4",11.912,"51059482203"
"3048","I.6","hh4",16.733,"51059482203"
"3049","I.7","hh4",23.225,"51059482203"
"3050","I.8","hh4",30.606,"51059482203"
"3051","I.9","hh4",54.067,"51059482203"
"3052","I.1","hh5",0,"51059482203"
"3053","I.2","hh5",0,"51059482203"
"3054","I.3","hh5",0,"51059482203"
"3055","I.4","hh5",0,"51059482203"
"3056","I.5","hh5",0,"51059482203"
"3057","I.6","hh5",0,"51059482203"
"3058","I.7","hh5",0,"51059482203"
"3059","I.8","hh5",0,"51059482203"
"3060","I.9","hh5",0,"51059482203"
"3061","I.1","hh1",20.004,"51059482201"
"3062","I.2","hh1",14.089,"51059482201"
"3063","I.3","hh1",17.46,"51059482201"
"3064","I.4","hh1",17.945,"51059482201"
"3065","I.5","hh1",30.004,"51059482201"
"3066","I.6","hh1",36.665,"51059482201"
"3067","I.7","hh1",41.413,"51059482201"
"3068","I.8","hh1",18.016,"51059482201"
"3069","I.9","hh1",13.404,"51059482201"
"3070","I.1","hh2",15.593,"51059482201"
"3071","I.2","hh2",22.343,"51059482201"
"3072","I.3","hh2",19.853,"51059482201"
"3073","I.4","hh2",22.712,"51059482201"
"3074","I.5","hh2",41.757,"51059482201"
"3075","I.6","hh2",54.017,"51059482201"
"3076","I.7","hh2",60.236,"51059482201"
"3077","I.8","hh2",39.819,"51059482201"
"3078","I.9","hh2",55.671,"51059482201"
"3079","I.1","hh3",14.484,"51059482201"
"3080","I.2","hh3",7.024,"51059482201"
"3081","I.3","hh3",10.649,"51059482201"
"3082","I.4","hh3",20.801,"51059482201"
"3083","I.5","hh3",18.606,"51059482201"
"3084","I.6","hh3",35.066,"51059482201"
"3085","I.7","hh3",42.668,"51059482201"
"3086","I.8","hh3",17.41,"51059482201"
"3087","I.9","hh3",44.291,"51059482201"
"3088","I.1","hh4",6.919,"51059482201"
"3089","I.2","hh4",8.84,"51059482201"
"3090","I.3","hh4",16.431,"51059482201"
"3091","I.4","hh4",7.911,"51059482201"
"3092","I.5","hh4",11.481,"51059482201"
"3093","I.6","hh4",16.17,"51059482201"
"3094","I.7","hh4",29.672,"51059482201"
"3095","I.8","hh4",15.445,"51059482201"
"3096","I.9","hh4",41.131,"51059482201"
"3097","I.1","hh5",0,"51059482201"
"3098","I.2","hh5",3.704,"51059482201"
"3099","I.3","hh5",2.607,"51059482201"
"3100","I.4","hh5",3.63,"51059482201"
"3101","I.5","hh5",9.152,"51059482201"
"3102","I.6","hh5",11.082,"51059482201"
"3103","I.7","hh5",17.011,"51059482201"
"3104","I.8","hh5",8.311,"51059482201"
"3105","I.9","hh5",16.502,"51059482201"
"3106","I.1","hh1",102.598,"51059482100"
"3107","I.2","hh1",39.975,"51059482100"
"3108","I.3","hh1",93.058,"51059482100"
"3109","I.4","hh1",120.252,"51059482100"
"3110","I.5","hh1",68.557,"51059482100"
"3111","I.6","hh1",166.785,"51059482100"
"3112","I.7","hh1",82.264,"51059482100"
"3113","I.8","hh1",67.435,"51059482100"
"3114","I.9","hh1",24.076,"51059482100"
"3115","I.1","hh2",23.081,"51059482100"
"3116","I.2","hh2",17.295,"51059482100"
"3117","I.3","hh2",25.086,"51059482100"
"3118","I.4","hh2",57.757,"51059482100"
"3119","I.5","hh2",46.316,"51059482100"
"3120","I.6","hh2",105.135,"51059482100"
"3121","I.7","hh2",72.559,"51059482100"
"3122","I.8","hh2",98.19,"51059482100"
"3123","I.9","hh2",74.582,"51059482100"
"3124","I.1","hh3",4.855,"51059482100"
"3125","I.2","hh3",1.197,"51059482100"
"3126","I.3","hh3",2.206,"51059482100"
"3127","I.4","hh3",15.884,"51059482100"
"3128","I.5","hh3",9.758,"51059482100"
"3129","I.6","hh3",24.702,"51059482100"
"3130","I.7","hh3",30.982,"51059482100"
"3131","I.8","hh3",24.71,"51059482100"
"3132","I.9","hh3",43.705,"51059482100"
"3133","I.1","hh4",5.467,"51059482100"
"3134","I.2","hh4",4.28,"51059482100"
"3135","I.3","hh4",10.624,"51059482100"
"3136","I.4","hh4",10.623,"51059482100"
"3137","I.5","hh4",9.358,"51059482100"
"3138","I.6","hh4",19.114,"51059482100"
"3139","I.7","hh4",28.545,"51059482100"
"3140","I.8","hh4",28.177,"51059482100"
"3141","I.9","hh4",47.813,"51059482100"
"3142","I.1","hh5",0,"51059482100"
"3143","I.2","hh5",1.252,"51059482100"
"3144","I.3","hh5",1.026,"51059482100"
"3145","I.4","hh5",2.485,"51059482100"
"3146","I.5","hh5",5.011,"51059482100"
"3147","I.6","hh5",7.264,"51059482100"
"3148","I.7","hh5",11.65,"51059482100"
"3149","I.8","hh5",9.489,"51059482100"
"3150","I.9","hh5",14.824,"51059482100"
"3151","I.1","hh1",30.95,"51059482002"
"3152","I.2","hh1",3.292,"51059482002"
"3153","I.3","hh1",37.908,"51059482002"
"3154","I.4","hh1",18.786,"51059482002"
"3155","I.5","hh1",76.508,"51059482002"
"3156","I.6","hh1",172.464,"51059482002"
"3157","I.7","hh1",257.763,"51059482002"
"3158","I.8","hh1",65.764,"51059482002"
"3159","I.9","hh1",81.564,"51059482002"
"3160","I.1","hh2",8.317,"51059482002"
"3161","I.2","hh2",1.714,"51059482002"
"3162","I.3","hh2",11.79,"51059482002"
"3163","I.4","hh2",11.644,"51059482002"
"3164","I.5","hh2",48.52,"51059482002"
"3165","I.6","hh2",99.586,"51059482002"
"3166","I.7","hh2",179.704,"51059482002"
"3167","I.8","hh2",92.304,"51059482002"
"3168","I.9","hh2",214.421,"51059482002"
"3169","I.1","hh3",3.264,"51059482002"
"3170","I.2","hh3",0.223,"51059482002"
"3171","I.3","hh3",1.865,"51059482002"
"3172","I.4","hh3",6.695,"51059482002"
"3173","I.5","hh3",12.008,"51059482002"
"3174","I.6","hh3",30.598,"51059482002"
"3175","I.7","hh3",68.609,"51059482002"
"3176","I.8","hh3",27.825,"51059482002"
"3177","I.9","hh3",111.914,"51059482002"
"3178","I.1","hh4",1.469,"51059482002"
"3179","I.2","hh4",0.529,"51059482002"
"3180","I.3","hh4",3.087,"51059482002"
"3181","I.4","hh4",2.173,"51059482002"
"3182","I.5","hh4",4.719,"51059482002"
"3183","I.6","hh4",7.501,"51059482002"
"3184","I.7","hh4",22.261,"51059482002"
"3185","I.8","hh4",13.907,"51059482002"
"3186","I.9","hh4",51.352,"51059482002"
"3187","I.1","hh5",0,"51059482002"
"3188","I.2","hh5",0.241,"51059482002"
"3189","I.3","hh5",0.349,"51059482002"
"3190","I.4","hh5",0.702,"51059482002"
"3191","I.5","hh5",2.245,"51059482002"
"3192","I.6","hh5",2.851,"51059482002"
"3193","I.7","hh5",6.662,"51059482002"
"3194","I.8","hh5",4.201,"51059482002"
"3195","I.9","hh5",10.749,"51059482002"
"3196","I.1","hh1",18.313,"51059482001"
"3197","I.2","hh1",10.797,"51059482001"
"3198","I.3","hh1",10.712,"51059482001"
"3199","I.4","hh1",2.327,"51059482001"
"3200","I.5","hh1",14.307,"51059482001"
"3201","I.6","hh1",33.454,"51059482001"
"3202","I.7","hh1",52.97,"51059482001"
"3203","I.8","hh1",33.662,"51059482001"
"3204","I.9","hh1",39.458,"51059482001"
"3205","I.1","hh2",15.625,"51059482001"
"3206","I.2","hh2",13.93,"51059482001"
"3207","I.3","hh2",7.796,"51059482001"
"3208","I.4","hh2",1.685,"51059482001"
"3209","I.5","hh2",14.549,"51059482001"
"3210","I.6","hh2",51.797,"51059482001"
"3211","I.7","hh2",102.784,"51059482001"
"3212","I.8","hh2",126.078,"51059482001"
"3213","I.9","hh2",517.756,"51059482001"
"3214","I.1","hh3",6.11,"51059482001"
"3215","I.2","hh3",1.496,"51059482001"
"3216","I.3","hh3",1.52,"51059482001"
"3217","I.4","hh3",1.114,"51059482001"
"3218","I.5","hh3",4.591,"51059482001"
"3219","I.6","hh3",21.529,"51059482001"
"3220","I.7","hh3",52.297,"51059482001"
"3221","I.8","hh3",40.46,"51059482001"
"3222","I.9","hh3",248.884,"51059482001"
"3223","I.1","hh4",2.952,"51059482001"
"3224","I.2","hh4",2.624,"51059482001"
"3225","I.3","hh4",3.851,"51059482001"
"3226","I.4","hh4",0.555,"51059482001"
"3227","I.5","hh4",3.183,"51059482001"
"3228","I.6","hh4",8.964,"51059482001"
"3229","I.7","hh4",27.942,"51059482001"
"3230","I.8","hh4",24.113,"51059482001"
"3231","I.9","hh4",112.816,"51059482001"
"3232","I.1","hh5",0,"51059482001"
"3233","I.2","hh5",2.153,"51059482001"
"3234","I.3","hh5",1.121,"51059482001"
"3235","I.4","hh5",0.318,"51059482001"
"3236","I.5","hh5",3.37,"51059482001"
"3237","I.6","hh5",9.256,"51059482001"
"3238","I.7","hh5",23.008,"51059482001"
"3239","I.8","hh5",18.687,"51059482001"
"3240","I.9","hh5",73.087,"51059482001"
"3241","I.1","hh1",28.513,"51059481900"
"3242","I.2","hh1",6.497,"51059481900"
"3243","I.3","hh1",19.904,"51059481900"
"3244","I.4","hh1",46.155,"51059481900"
"3245","I.5","hh1",52.727,"51059481900"
"3246","I.6","hh1",50.851,"51059481900"
"3247","I.7","hh1",89.655,"51059481900"
"3248","I.8","hh1",56.937,"51059481900"
"3249","I.9","hh1",41.762,"51059481900"
"3250","I.1","hh2",18.321,"51059481900"
"3251","I.2","hh2",4.26,"51059481900"
"3252","I.3","hh2",14.092,"51059481900"
"3253","I.4","hh2",115.495,"51059481900"
"3254","I.5","hh2",77.513,"51059481900"
"3255","I.6","hh2",65.813,"51059481900"
"3256","I.7","hh2",155.25,"51059481900"
"3257","I.8","hh2",184.652,"51059481900"
"3258","I.9","hh2",231.604,"51059481900"
"3259","I.1","hh3",6.659,"51059481900"
"3260","I.2","hh3",0.529,"51059481900"
"3261","I.3","hh3",2.414,"51059481900"
"3262","I.4","hh3",38.524,"51059481900"
"3263","I.5","hh3",19.25,"51059481900"
"3264","I.6","hh3",25.802,"51059481900"
"3265","I.7","hh3",71.361,"51059481900"
"3266","I.8","hh3",52.926,"51059481900"
"3267","I.9","hh3",133.534,"51059481900"
"3268","I.1","hh4",8.507,"51059481900"
"3269","I.2","hh4",1.704,"51059481900"
"3270","I.3","hh4",12.11,"51059481900"
"3271","I.4","hh4",44.875,"51059481900"
"3272","I.5","hh4",22.158,"51059481900"
"3273","I.6","hh4",20.358,"51059481900"
"3274","I.7","hh4",78.713,"51059481900"
"3275","I.8","hh4",74.028,"51059481900"
"3276","I.9","hh4",175.547,"51059481900"
"3277","I.1","hh5",0,"51059481900"
"3278","I.2","hh5",1.009,"51059481900"
"3279","I.3","hh5",2.48,"51059481900"
"3280","I.4","hh5",16.95,"51059481900"
"3281","I.5","hh5",18.352,"51059481900"
"3282","I.6","hh5",15.176,"51059481900"
"3283","I.7","hh5",45.021,"51059481900"
"3284","I.8","hh5",37.457,"51059481900"
"3285","I.9","hh5",67.553,"51059481900"
"3286","I.1","hh1",62.067,"51059481702"
"3287","I.2","hh1",20.004,"51059481702"
"3288","I.3","hh1",72.47,"51059481702"
"3289","I.4","hh1",39.287,"51059481702"
"3290","I.5","hh1",124.5,"51059481702"
"3291","I.6","hh1",100.048,"51059481702"
"3292","I.7","hh1",180.949,"51059481702"
"3293","I.8","hh1",74.964,"51059481702"
"3294","I.9","hh1",48.712,"51059481702"
"3295","I.1","hh2",19.1,"51059481702"
"3296","I.2","hh2",5.704,"51059481702"
"3297","I.3","hh2",28.463,"51059481702"
"3298","I.4","hh2",11.12,"51059481702"
"3299","I.5","hh2",51.918,"51059481702"
"3300","I.6","hh2",46.303,"51059481702"
"3301","I.7","hh2",179.387,"51059481702"
"3302","I.8","hh2",128.82,"51059481702"
"3303","I.9","hh2",144.185,"51059481702"
"3304","I.1","hh3",1.692,"51059481702"
"3305","I.2","hh3",2.278,"51059481702"
"3306","I.3","hh3",7.886,"51059481702"
"3307","I.4","hh3",3.554,"51059481702"
"3308","I.5","hh3",18.626,"51059481702"
"3309","I.6","hh3",14.855,"51059481702"
"3310","I.7","hh3",40.935,"51059481702"
"3311","I.8","hh3",40.547,"51059481702"
"3312","I.9","hh3",85.627,"51059481702"
"3313","I.1","hh4",0,"51059481702"
"3314","I.2","hh4",0.336,"51059481702"
"3315","I.3","hh4",14.476,"51059481702"
"3316","I.4","hh4",6.027,"51059481702"
"3317","I.5","hh4",19.838,"51059481702"
"3318","I.6","hh4",17.557,"51059481702"
"3319","I.7","hh4",47.88,"51059481702"
"3320","I.8","hh4",66.126,"51059481702"
"3321","I.9","hh4",144.76,"51059481702"
"3322","I.1","hh5",1.14,"51059481702"
"3323","I.2","hh5",0.678,"51059481702"
"3324","I.3","hh5",3.705,"51059481702"
"3325","I.4","hh5",3.013,"51059481702"
"3326","I.5","hh5",19.118,"51059481702"
"3327","I.6","hh5",5.236,"51059481702"
"3328","I.7","hh5",27.85,"51059481702"
"3329","I.8","hh5",21.544,"51059481702"
"3330","I.9","hh5",58.717,"51059481702"
"3331","I.1","hh1",4.687,"51059481701"
"3332","I.2","hh1",0,"51059481701"
"3333","I.3","hh1",3.9,"51059481701"
"3334","I.4","hh1",7.468,"51059481701"
"3335","I.5","hh1",10.28,"51059481701"
"3336","I.6","hh1",14.82,"51059481701"
"3337","I.7","hh1",18.373,"51059481701"
"3338","I.8","hh1",9.485,"51059481701"
"3339","I.9","hh1",13.987,"51059481701"
"3340","I.1","hh2",3.124,"51059481701"
"3341","I.2","hh2",0,"51059481701"
"3342","I.3","hh2",15.874,"51059481701"
"3343","I.4","hh2",6.704,"51059481701"
"3344","I.5","hh2",18.777,"51059481701"
"3345","I.6","hh2",30.609,"51059481701"
"3346","I.7","hh2",148.346,"51059481701"
"3347","I.8","hh2",89.47,"51059481701"
"3348","I.9","hh2",318.097,"51059481701"
"3349","I.1","hh3",0.7,"51059481701"
"3350","I.2","hh3",0,"51059481701"
"3351","I.3","hh3",8.179,"51059481701"
"3352","I.4","hh3",3.062,"51059481701"
"3353","I.5","hh3",10.263,"51059481701"
"3354","I.6","hh3",14.181,"51059481701"
"3355","I.7","hh3",63.016,"51059481701"
"3356","I.8","hh3",44.28,"51059481701"
"3357","I.9","hh3",329.319,"51059481701"
"3358","I.1","hh4",0,"51059481701"
"3359","I.2","hh4",0,"51059481701"
"3360","I.3","hh4",5.449,"51059481701"
"3361","I.4","hh4",3.532,"51059481701"
"3362","I.5","hh4",5.884,"51059481701"
"3363","I.6","hh4",10.436,"51059481701"
"3364","I.7","hh4",34.762,"51059481701"
"3365","I.8","hh4",40.686,"51059481701"
"3366","I.9","hh4",338.251,"51059481701"
"3367","I.1","hh5",0.489,"51059481701"
"3368","I.2","hh5",0,"51059481701"
"3369","I.3","hh5",1.599,"51059481701"
"3370","I.4","hh5",2.233,"51059481701"
"3371","I.5","hh5",6.796,"51059481701"
"3372","I.6","hh5",3.953,"51059481701"
"3373","I.7","hh5",26.504,"51059481701"
"3374","I.8","hh5",16.08,"51059481701"
"3375","I.9","hh5",173.346,"51059481701"
"3376","I.1","hh1",6.667,"51059481600"
"3377","I.2","hh1",4.376,"51059481600"
"3378","I.3","hh1",2.011,"51059481600"
"3379","I.4","hh1",0,"51059481600"
"3380","I.5","hh1",5.626,"51059481600"
"3381","I.6","hh1",7.573,"51059481600"
"3382","I.7","hh1",12.436,"51059481600"
"3383","I.8","hh1",7.164,"51059481600"
"3384","I.9","hh1",10.146,"51059481600"
"3385","I.1","hh2",15.276,"51059481600"
"3386","I.2","hh2",6.452,"51059481600"
"3387","I.3","hh2",3.199,"51059481600"
"3388","I.4","hh2",0,"51059481600"
"3389","I.5","hh2",6.789,"51059481600"
"3390","I.6","hh2",8.887,"51059481600"
"3391","I.7","hh2",76.94,"51059481600"
"3392","I.8","hh2",77.831,"51059481600"
"3393","I.9","hh2",223.625,"51059481600"
"3394","I.1","hh3",1.431,"51059481600"
"3395","I.2","hh3",3.169,"51059481600"
"3396","I.3","hh3",1.748,"51059481600"
"3397","I.4","hh3",0,"51059481600"
"3398","I.5","hh3",3.741,"51059481600"
"3399","I.6","hh3",4.013,"51059481600"
"3400","I.7","hh3",28.714,"51059481600"
"3401","I.8","hh3",39.198,"51059481600"
"3402","I.9","hh3",214.987,"51059481600"
"3403","I.1","hh4",0,"51059481600"
"3404","I.2","hh4",0.316,"51059481600"
"3405","I.3","hh4",1.409,"51059481600"
"3406","I.4","hh4",0,"51059481600"
"3407","I.5","hh4",2.346,"51059481600"
"3408","I.6","hh4",3.183,"51059481600"
"3409","I.7","hh4",16.481,"51059481600"
"3410","I.8","hh4",34.289,"51059481600"
"3411","I.9","hh4",217.976,"51059481600"
"3412","I.1","hh5",0.626,"51059481600"
"3413","I.2","hh5",0.687,"51059481600"
"3414","I.3","hh5",0.633,"51059481600"
"3415","I.4","hh5",0,"51059481600"
"3416","I.5","hh5",2.497,"51059481600"
"3417","I.6","hh5",1.343,"51059481600"
"3418","I.7","hh5",10.429,"51059481600"
"3419","I.8","hh5",11.518,"51059481600"
"3420","I.9","hh5",84.266,"51059481600"
"3421","I.1","hh1",0,"51059481500"
"3422","I.2","hh1",4.961,"51059481500"
"3423","I.3","hh1",7.007,"51059481500"
"3424","I.4","hh1",2.642,"51059481500"
"3425","I.5","hh1",16.161,"51059481500"
"3426","I.6","hh1",12.054,"51059481500"
"3427","I.7","hh1",8.842,"51059481500"
"3428","I.8","hh1",8.41,"51059481500"
"3429","I.9","hh1",8.923,"51059481500"
"3430","I.1","hh2",0,"51059481500"
"3431","I.2","hh2",3.648,"51059481500"
"3432","I.3","hh2",7.695,"51059481500"
"3433","I.4","hh2",3.145,"51059481500"
"3434","I.5","hh2",32.185,"51059481500"
"3435","I.6","hh2",29.948,"51059481500"
"3436","I.7","hh2",65.272,"51059481500"
"3437","I.8","hh2",64.398,"51059481500"
"3438","I.9","hh2",151.709,"51059481500"
"3439","I.1","hh3",0,"51059481500"
"3440","I.2","hh3",1.729,"51059481500"
"3441","I.3","hh3",2.64,"51059481500"
"3442","I.4","hh3",1.757,"51059481500"
"3443","I.5","hh3",9.542,"51059481500"
"3444","I.6","hh3",8.537,"51059481500"
"3445","I.7","hh3",14.615,"51059481500"
"3446","I.8","hh3",17.499,"51059481500"
"3447","I.9","hh3",48.681,"51059481500"
"3448","I.1","hh4",0,"51059481500"
