"","rowname","variable","value","geoid"
"5330","I.2","hh3",0,"51059470700"
"5331","I.3","hh3",0,"51059470700"
"5332","I.4","hh3",9.343,"51059470700"
"5333","I.5","hh3",7.731,"51059470700"
"5334","I.6","hh3",11.452,"51059470700"
"5335","I.7","hh3",42.716,"51059470700"
"5336","I.8","hh3",72.319,"51059470700"
"5337","I.9","hh3",202.755,"51059470700"
"5338","I.1","hh4",1.57,"51059470700"
"5339","I.2","hh4",0,"51059470700"
"5340","I.3","hh4",0,"51059470700"
"5341","I.4","hh4",3.973,"51059470700"
"5342","I.5","hh4",9.046,"51059470700"
"5343","I.6","hh4",11.384,"51059470700"
"5344","I.7","hh4",27.893,"51059470700"
"5345","I.8","hh4",47.607,"51059470700"
"5346","I.9","hh4",323.526,"51059470700"
"5347","I.1","hh5",0.73,"51059470700"
"5348","I.2","hh5",0,"51059470700"
"5349","I.3","hh5",0,"51059470700"
"5350","I.4","hh5",1.189,"51059470700"
"5351","I.5","hh5",1.155,"51059470700"
"5352","I.6","hh5",6.897,"51059470700"
"5353","I.7","hh5",19.224,"51059470700"
"5354","I.8","hh5",23.568,"51059470700"
"5355","I.9","hh5",186.237,"51059470700"
"5356","I.1","hh1",49.265,"51059470600"
"5357","I.2","hh1",35.084,"51059470600"
"5358","I.3","hh1",30.785,"51059470600"
"5359","I.4","hh1",29.85,"51059470600"
"5360","I.5","hh1",19.644,"51059470600"
"5361","I.6","hh1",28.732,"51059470600"
"5362","I.7","hh1",37.617,"51059470600"
"5363","I.8","hh1",26.983,"51059470600"
"5364","I.9","hh1",41.041,"51059470600"
"5365","I.1","hh2",13.309,"51059470600"
"5366","I.2","hh2",9.514,"51059470600"
"5367","I.3","hh2",28.234,"51059470600"
"5368","I.4","hh2",14.242,"51059470600"
"5369","I.5","hh2",8.754,"51059470600"
"5370","I.6","hh2",12.844,"51059470600"
"5371","I.7","hh2",36.601,"51059470600"
"5372","I.8","hh2",46.518,"51059470600"
"5373","I.9","hh2",177.984,"51059470600"
"5374","I.1","hh3",2.664,"51059470600"
"5375","I.2","hh3",1.037,"51059470600"
"5376","I.3","hh3",1.981,"51059470600"
"5377","I.4","hh3",5.001,"51059470600"
"5378","I.5","hh3",2.055,"51059470600"
"5379","I.6","hh3",3.628,"51059470600"
"5380","I.7","hh3",14.235,"51059470600"
"5381","I.8","hh3",19.531,"51059470600"
"5382","I.9","hh3",75.867,"51059470600"
"5383","I.1","hh4",16.555,"51059470600"
"5384","I.2","hh4",3.72,"51059470600"
"5385","I.3","hh4",0,"51059470600"
"5386","I.4","hh4",5.891,"51059470600"
"5387","I.5","hh4",3.251,"51059470600"
"5388","I.6","hh4",4.666,"51059470600"
"5389","I.7","hh4",12.644,"51059470600"
"5390","I.8","hh4",27.137,"51059470600"
"5391","I.9","hh4",161.135,"51059470600"
"5392","I.1","hh5",1.207,"51059470600"
"5393","I.2","hh5",0.646,"51059470600"
"5394","I.3","hh5",0,"51059470600"
"5395","I.4","hh5",1.015,"51059470600"
"5396","I.5","hh5",0.296,"51059470600"
"5397","I.6","hh5",2.129,"51059470600"
"5398","I.7","hh5",6.904,"51059470600"
"5399","I.8","hh5",10.83,"51059470600"
"5400","I.9","hh5",66.972,"51059470600"
"5401","I.1","hh1",11.112,"51059470500"
"5402","I.2","hh1",104.584,"51059470500"
"5403","I.3","hh1",33.17,"51059470500"
"5404","I.4","hh1",0,"51059470500"
"5405","I.5","hh1",168.158,"51059470500"
"5406","I.6","hh1",94.284,"51059470500"
"5407","I.7","hh1",56.997,"51059470500"
"5408","I.8","hh1",82.444,"51059470500"
"5409","I.9","hh1",121.25,"51059470500"
"5410","I.1","hh2",3.031,"51059470500"
"5411","I.2","hh2",10.867,"51059470500"
"5412","I.3","hh2",16.596,"51059470500"
"5413","I.4","hh2",0,"51059470500"
"5414","I.5","hh2",32.602,"51059470500"
"5415","I.6","hh2",27.335,"51059470500"
"5416","I.7","hh2",40.474,"51059470500"
"5417","I.8","hh2",65.503,"51059470500"
"5418","I.9","hh2",246.592,"51059470500"
"5419","I.1","hh3",2.046,"51059470500"
"5420","I.2","hh3",2.245,"51059470500"
"5421","I.3","hh3",3.234,"51059470500"
"5422","I.4","hh3",0,"51059470500"
"5423","I.5","hh3",13.233,"51059470500"
"5424","I.6","hh3",12.793,"51059470500"
"5425","I.7","hh3",24.554,"51059470500"
"5426","I.8","hh3",64.493,"51059470500"
"5427","I.9","hh3",247.402,"51059470500"
"5428","I.1","hh4",1.164,"51059470500"
"5429","I.2","hh4",2.532,"51059470500"
"5430","I.3","hh4",0,"51059470500"
"5431","I.4","hh4",0,"51059470500"
"5432","I.5","hh4",15.667,"51059470500"
"5433","I.6","hh4",11.949,"51059470500"
"5434","I.7","hh4",14.732,"51059470500"
"5435","I.8","hh4",42.709,"51059470500"
"5436","I.9","hh4",250.247,"51059470500"
"5437","I.1","hh5",0.647,"51059470500"
"5438","I.2","hh5",0.772,"51059470500"
"5439","I.3","hh5",0,"51059470500"
"5440","I.4","hh5",0,"51059470500"
"5441","I.5","hh5",1.34,"51059470500"
"5442","I.6","hh5",6.639,"51059470500"
"5443","I.7","hh5",10.243,"51059470500"
"5444","I.8","hh5",23.852,"51059470500"
"5445","I.9","hh5",148.508,"51059470500"
"5446","I.1","hh1",12.855,"51059470400"
"5447","I.2","hh1",4.8,"51059470400"
"5448","I.3","hh1",12.513,"51059470400"
"5449","I.4","hh1",2.04,"51059470400"
"5450","I.5","hh1",29.826,"51059470400"
"5451","I.6","hh1",36.441,"51059470400"
"5452","I.7","hh1",31.419,"51059470400"
"5453","I.8","hh1",20.627,"51059470400"
"5454","I.9","hh1",35.479,"51059470400"
"5455","I.1","hh2",5.837,"51059470400"
"5456","I.2","hh2",1.47,"51059470400"
"5457","I.3","hh2",23.095,"51059470400"
"5458","I.4","hh2",1.022,"51059470400"
"5459","I.5","hh2",20.143,"51059470400"
"5460","I.6","hh2",23.384,"51059470400"
"5461","I.7","hh2",42.466,"51059470400"
"5462","I.8","hh2",60.773,"51059470400"
"5463","I.9","hh2",294.81,"51059470400"
"5464","I.1","hh3",4.04,"51059470400"
"5465","I.2","hh3",0.296,"51059470400"
"5466","I.3","hh3",6.392,"51059470400"
"5467","I.4","hh3",0.609,"51059470400"
"5468","I.5","hh3",7.404,"51059470400"
"5469","I.6","hh3",9.965,"51059470400"
"5470","I.7","hh3",25.921,"51059470400"
"5471","I.8","hh3",55.688,"51059470400"
"5472","I.9","hh3",322.685,"51059470400"
"5473","I.1","hh4",1.501,"51059470400"
"5474","I.2","hh4",0.323,"51059470400"
"5475","I.3","hh4",0,"51059470400"
"5476","I.4","hh4",0.253,"51059470400"
"5477","I.5","hh4",7.77,"51059470400"
"5478","I.6","hh4",8.512,"51059470400"
"5479","I.7","hh4",13.647,"51059470400"
"5480","I.8","hh4",32.022,"51059470400"
"5481","I.9","hh4",258.973,"51059470400"
"5482","I.1","hh5",0.767,"51059470400"
"5483","I.2","hh5",0.111,"51059470400"
"5484","I.3","hh5",0,"51059470400"
"5485","I.4","hh5",0.076,"51059470400"
"5486","I.5","hh5",0.857,"51059470400"
"5487","I.6","hh5",4.698,"51059470400"
"5488","I.7","hh5",9.547,"51059470400"
"5489","I.8","hh5",19.89,"51059470400"
"5490","I.9","hh5",175.052,"51059470400"
"5491","I.1","hh1",8.145,"51059470300"
"5492","I.2","hh1",14.157,"51059470300"
"5493","I.3","hh1",6.033,"51059470300"
"5494","I.4","hh1",0,"51059470300"
"5495","I.5","hh1",9.816,"51059470300"
"5496","I.6","hh1",27.591,"51059470300"
"5497","I.7","hh1",17.054,"51059470300"
"5498","I.8","hh1",11.08,"51059470300"
"5499","I.9","hh1",22.123,"51059470300"
"5500","I.1","hh2",5.218,"51059470300"
"5501","I.2","hh2",19.074,"51059470300"
"5502","I.3","hh2",12.281,"51059470300"
"5503","I.4","hh2",0,"51059470300"
"5504","I.5","hh2",5.802,"51059470300"
"5505","I.6","hh2",26.107,"51059470300"
"5506","I.7","hh2",25.519,"51059470300"
"5507","I.8","hh2",39.529,"51059470300"
"5508","I.9","hh2",307.471,"51059470300"
"5509","I.1","hh3",2.188,"51059470300"
"5510","I.2","hh3",1.475,"51059470300"
"5511","I.3","hh3",1.686,"51059470300"
"5512","I.4","hh3",0,"51059470300"
"5513","I.5","hh3",1.773,"51059470300"
"5514","I.6","hh3",8.077,"51059470300"
"5515","I.7","hh3",12.095,"51059470300"
"5516","I.8","hh3",21.892,"51059470300"
"5517","I.9","hh3",156.814,"51059470300"
"5518","I.1","hh4",0.999,"51059470300"
"5519","I.2","hh4",1.825,"51059470300"
"5520","I.3","hh4",0,"51059470300"
"5521","I.4","hh4",0,"51059470300"
"5522","I.5","hh4",2.132,"51059470300"
"5523","I.6","hh4",8.939,"51059470300"
"5524","I.7","hh4",7.499,"51059470300"
"5525","I.8","hh4",17.606,"51059470300"
"5526","I.9","hh4",227,"51059470300"
"5527","I.1","hh5",0.451,"51059470300"
"5528","I.2","hh5",0.469,"51059470300"
"5529","I.3","hh5",0,"51059470300"
"5530","I.4","hh5",0,"51059470300"
"5531","I.5","hh5",0.477,"51059470300"
"5532","I.6","hh5",4.286,"51059470300"
"5533","I.7","hh5",4.833,"51059470300"
"5534","I.8","hh5",8.892,"51059470300"
"5535","I.9","hh5",103.592,"51059470300"
"5536","I.1","hh1",18.034,"51059470100"
"5537","I.2","hh1",0,"51059470100"
"5538","I.3","hh1",4.435,"51059470100"
"5539","I.4","hh1",0,"51059470100"
"5540","I.5","hh1",9.348,"51059470100"
"5541","I.6","hh1",11.138,"51059470100"
"5542","I.7","hh1",23.312,"51059470100"
"5543","I.8","hh1",13.421,"51059470100"
"5544","I.9","hh1",36.313,"51059470100"
"5545","I.1","hh2",6.82,"51059470100"
"5546","I.2","hh2",0,"51059470100"
"5547","I.3","hh2",4.73,"51059470100"
"5548","I.4","hh2",0,"51059470100"
"5549","I.5","hh2",4.493,"51059470100"
"5550","I.6","hh2",5.362,"51059470100"
"5551","I.7","hh2",27.73,"51059470100"
"5552","I.8","hh2",30.029,"51059470100"
"5553","I.9","hh2",270.835,"51059470100"
"5554","I.1","hh3",1.953,"51059470100"
"5555","I.2","hh3",0,"51059470100"
"5556","I.3","hh3",0.835,"51059470100"
"5557","I.4","hh3",0,"51059470100"
"5558","I.5","hh3",1.277,"51059470100"
"5559","I.6","hh3",1.736,"51059470100"
"5560","I.7","hh3",11.36,"51059470100"
"5561","I.8","hh3",14.213,"51059470100"
"5562","I.9","hh3",98.626,"51059470100"
"5563","I.1","hh4",0.816,"51059470100"
"5564","I.2","hh4",0,"51059470100"
"5565","I.3","hh4",0,"51059470100"
"5566","I.4","hh4",0,"51059470100"
"5567","I.5","hh4",1.511,"51059470100"
"5568","I.6","hh4",1.69,"51059470100"
"5569","I.7","hh4",6.942,"51059470100"
"5570","I.8","hh4",10.588,"51059470100"
"5571","I.9","hh4",121.453,"51059470100"
"5572","I.1","hh5",0.377,"51059470100"
"5573","I.2","hh5",0,"51059470100"
"5574","I.3","hh5",0,"51059470100"
"5575","I.4","hh5",0,"51059470100"
"5576","I.5","hh5",0.371,"51059470100"
"5577","I.6","hh5",1.074,"51059470100"
"5578","I.7","hh5",5.657,"51059470100"
"5579","I.8","hh5",7.749,"51059470100"
"5580","I.9","hh5",126.772,"51059470100"
"5581","I.1","hh1",4.578,"51059461902"
"5582","I.2","hh1",3.404,"51059461902"
"5583","I.3","hh1",1.949,"51059461902"
"5584","I.4","hh1",5.278,"51059461902"
"5585","I.5","hh1",6.705,"51059461902"
"5586","I.6","hh1",9.33,"51059461902"
"5587","I.7","hh1",7.329,"51059461902"
"5588","I.8","hh1",0,"51059461902"
"5589","I.9","hh1",0.428,"51059461902"
"5590","I.1","hh2",10.163,"51059461902"
"5591","I.2","hh2",13.757,"51059461902"
"5592","I.3","hh2",8.235,"51059461902"
"5593","I.4","hh2",19.355,"51059461902"
"5594","I.5","hh2",30.729,"51059461902"
"5595","I.6","hh2",51.384,"51059461902"
"5596","I.7","hh2",29.845,"51059461902"
"5597","I.8","hh2",0,"51059461902"
"5598","I.9","hh2",1.532,"51059461902"
"5599","I.1","hh3",1.405,"51059461902"
"5600","I.2","hh3",11.758,"51059461902"
"5601","I.3","hh3",4.266,"51059461902"
"5602","I.4","hh3",12.533,"51059461902"
"5603","I.5","hh3",20.627,"51059461902"
"5604","I.6","hh3",31.35,"51059461902"
"5605","I.7","hh3",9.998,"51059461902"
"5606","I.8","hh3",0,"51059461902"
"5607","I.9","hh3",1.062,"51059461902"
"5608","I.1","hh4",0,"51059461902"
"5609","I.2","hh4",4.053,"51059461902"
"5610","I.3","hh4",4.164,"51059461902"
"5611","I.4","hh4",37.589,"51059461902"
"5612","I.5","hh4",17.999,"51059461902"
"5613","I.6","hh4",44.732,"51059461902"
"5614","I.7","hh4",7.08,"51059461902"
"5615","I.8","hh4",0,"51059461902"
"5616","I.9","hh4",1.383,"51059461902"
"5617","I.1","hh5",0.854,"51059461902"
"5618","I.2","hh5",14.028,"51059461902"
"5619","I.3","hh5",1.387,"51059461902"
"5620","I.4","hh5",24.245,"51059461902"
"5621","I.5","hh5",20.939,"51059461902"
"5622","I.6","hh5",16.203,"51059461902"
"5623","I.7","hh5",4.748,"51059461902"
"5624","I.8","hh5",0,"51059461902"
"5625","I.9","hh5",0.595,"51059461902"
"5626","I.1","hh1",43.696,"51059461901"
"5627","I.2","hh1",18.523,"51059461901"
"5628","I.3","hh1",24.959,"51059461901"
"5629","I.4","hh1",73.02,"51059461901"
"5630","I.5","hh1",58.785,"51059461901"
"5631","I.6","hh1",81.187,"51059461901"
"5632","I.7","hh1",42.467,"51059461901"
"5633","I.8","hh1",34.487,"51059461901"
"5634","I.9","hh1",25.876,"51059461901"
"5635","I.1","hh2",18.115,"51059461901"
"5636","I.2","hh2",6.198,"51059461901"
"5637","I.3","hh2",18.792,"51059461901"
"5638","I.4","hh2",25.982,"51059461901"
"5639","I.5","hh2",36.444,"51059461901"
"5640","I.6","hh2",49.025,"51059461901"
"5641","I.7","hh2",61.344,"51059461901"
"5642","I.8","hh2",80.175,"51059461901"
"5643","I.9","hh2",89.925,"51059461901"
"5644","I.1","hh3",2.021,"51059461901"
"5645","I.2","hh3",2.826,"51059461901"
"5646","I.3","hh3",7.876,"51059461901"
"5647","I.4","hh3",9.657,"51059461901"
"5648","I.5","hh3",17.535,"51059461901"
"5649","I.6","hh3",19.344,"51059461901"
"5650","I.7","hh3",18.872,"51059461901"
"5651","I.8","hh3",32.205,"51059461901"
"5652","I.9","hh3",61.665,"51059461901"
"5653","I.1","hh4",0,"51059461901"
"5654","I.2","hh4",0.376,"51059461901"
"5655","I.3","hh4",8.977,"51059461901"
"5656","I.4","hh4",19.845,"51059461901"
"5657","I.5","hh4",13.614,"51059461901"
"5658","I.6","hh4",20.131,"51059461901"
"5659","I.7","hh4",14.024,"51059461901"
"5660","I.8","hh4",39.55,"51059461901"
"5661","I.9","hh4",88.482,"51059461901"
"5662","I.1","hh5",2.168,"51059461901"
"5663","I.2","hh5",1.077,"51059461901"
"5664","I.3","hh5",8.397,"51059461901"
"5665","I.4","hh5",81.496,"51059461901"
"5666","I.5","hh5",25.622,"51059461901"
"5667","I.6","hh5",11.313,"51059461901"
"5668","I.7","hh5",11.293,"51059461901"
"5669","I.8","hh5",19.582,"51059461901"
"5670","I.9","hh5",44.052,"51059461901"
"5671","I.1","hh1",109.153,"51059461802"
"5672","I.2","hh1",39.604,"51059461802"
"5673","I.3","hh1",41.08,"51059461802"
"5674","I.4","hh1",159.946,"51059461802"
"5675","I.5","hh1",232.902,"51059461802"
"5676","I.6","hh1",144.145,"51059461802"
"5677","I.7","hh1",154.472,"51059461802"
"5678","I.8","hh1",83.476,"51059461802"
"5679","I.9","hh1",33.222,"51059461802"
"5680","I.1","hh2",43.877,"51059461802"
"5681","I.2","hh2",12.973,"51059461802"
"5682","I.3","hh2",29.542,"51059461802"
"5683","I.4","hh2",53.835,"51059461802"
"5684","I.5","hh2",140.173,"51059461802"
"5685","I.6","hh2",84.054,"51059461802"
"5686","I.7","hh2",219.967,"51059461802"
"5687","I.8","hh2",189.746,"51059461802"
"5688","I.9","hh2",113.833,"51059461802"
"5689","I.1","hh3",3.866,"51059461802"
"5690","I.2","hh3",5.17,"51059461802"
"5691","I.3","hh3",10.051,"51059461802"
"5692","I.4","hh3",14.608,"51059461802"
"5693","I.5","hh3",47.649,"51059461802"
"5694","I.6","hh3",28.015,"51059461802"
"5695","I.7","hh3",56.902,"51059461802"
"5696","I.8","hh3",64.577,"51059461802"
"5697","I.9","hh3",74.162,"51059461802"
"5698","I.1","hh4",0,"51059461802"
"5699","I.2","hh4",0.353,"51059461802"
"5700","I.3","hh4",3.782,"51059461802"
"5701","I.4","hh4",7.385,"51059461802"
"5702","I.5","hh4",10.992,"51059461802"
"5703","I.6","hh4",11.968,"51059461802"
"5704","I.7","hh4",20.112,"51059461802"
"5705","I.8","hh4",36.119,"51059461802"
"5706","I.9","hh4",75.288,"51059461802"
"5707","I.1","hh5",1.104,"51059461802"
"5708","I.2","hh5",0.9,"51059461802"
"5709","I.3","hh5",1.545,"51059461802"
"5710","I.4","hh5",5.226,"51059461802"
"5711","I.5","hh5",16.284,"51059461802"
"5712","I.6","hh5",4.818,"51059461802"
"5713","I.7","hh5",16.547,"51059461802"
"5714","I.8","hh5",16.082,"51059461802"
"5715","I.9","hh5",35.494,"51059461802"
"5716","I.1","hh1",13.712,"51059461801"
"5717","I.2","hh1",4.035,"51059461801"
"5718","I.3","hh1",0.433,"51059461801"
"5719","I.4","hh1",17.02,"51059461801"
"5720","I.5","hh1",24.346,"51059461801"
"5721","I.6","hh1",128.765,"51059461801"
"5722","I.7","hh1",84.736,"51059461801"
"5723","I.8","hh1",27.262,"51059461801"
"5724","I.9","hh1",10.691,"51059461801"
"5725","I.1","hh2",4.439,"51059461801"
"5726","I.2","hh2",1.194,"51059461801"
"5727","I.3","hh2",0.305,"51059461801"
"5728","I.4","hh2",4.448,"51059461801"
"5729","I.5","hh2",11.18,"51059461801"
"5730","I.6","hh2",34.342,"51059461801"
"5731","I.7","hh2",69.83,"51059461801"
"5732","I.8","hh2",43.656,"51059461801"
"5733","I.9","hh2",32.605,"51059461801"
"5734","I.1","hh3",0.499,"51059461801"
"5735","I.2","hh3",0.549,"51059461801"
"5736","I.3","hh3",0.129,"51059461801"
"5737","I.4","hh3",1.685,"51059461801"
"5738","I.5","hh3",5.449,"51059461801"
"5739","I.6","hh3",13.778,"51059461801"
"5740","I.7","hh3",21.711,"51059461801"
"5741","I.8","hh3",17.721,"51059461801"
"5742","I.9","hh3",22.479,"51059461801"
"5743","I.1","hh4",0,"51059461801"
"5744","I.2","hh4",0.063,"51059461801"
"5745","I.3","hh4",0.1,"51059461801"
"5746","I.4","hh4",2.074,"51059461801"
"5747","I.5","hh4",3.188,"51059461801"
"5748","I.6","hh4",10.352,"51059461801"
"5749","I.7","hh4",13.652,"51059461801"
"5750","I.8","hh4",17.642,"51059461801"
"5751","I.9","hh4",28.929,"51059461801"
"5752","I.1","hh5",0.349,"51059461801"
"5753","I.2","hh5",0.159,"51059461801"
"5754","I.3","hh5",0.033,"51059461801"
"5755","I.4","hh5",1.772,"51059461801"
"5756","I.5","hh5",5.837,"51059461801"
"5757","I.6","hh5",34.763,"51059461801"
"5758","I.7","hh5",31.071,"51059461801"
"5759","I.8","hh5",12.719,"51059461801"
"5760","I.9","hh5",15.296,"51059461801"
"5761","I.1","hh1",84.743,"51059461700"
"5762","I.2","hh1",16.165,"51059461700"
"5763","I.3","hh1",15.833,"51059461700"
"5764","I.4","hh1",76.286,"51059461700"
"5765","I.5","hh1",93.234,"51059461700"
"5766","I.6","hh1",68.671,"51059461700"
"5767","I.7","hh1",75.378,"51059461700"
"5768","I.8","hh1",53.987,"51059461700"
"5769","I.9","hh1",53.703,"51059461700"
"5770","I.1","hh2",166.211,"51059461700"
"5771","I.2","hh2",6.865,"51059461700"
"5772","I.3","hh2",17.517,"51059461700"
"5773","I.4","hh2",82.818,"51059461700"
"5774","I.5","hh2",152.767,"51059461700"
"5775","I.6","hh2",60.953,"51059461700"
"5776","I.7","hh2",165.095,"51059461700"
"5777","I.8","hh2",221.935,"51059461700"
"5778","I.9","hh2",277.839,"51059461700"
"5779","I.1","hh3",8.95,"51059461700"
"5780","I.2","hh3",2.908,"51059461700"
"5781","I.3","hh3",6.456,"51059461700"
"5782","I.4","hh3",19.255,"51059461700"
"5783","I.5","hh3",50.098,"51059461700"
"5784","I.6","hh3",21.227,"51059461700"
"5785","I.7","hh3",44.347,"51059461700"
"5786","I.8","hh3",73.188,"51059461700"
"5787","I.9","hh3",167.571,"51059461700"
"5788","I.1","hh4",0,"51059461700"
"5789","I.2","hh4",0.316,"51059461700"
"5790","I.3","hh4",4.461,"51059461700"
"5791","I.4","hh4",18.048,"51059461700"
"5792","I.5","hh4",23.176,"51059461700"
"5793","I.6","hh4",15.209,"51059461700"
"5794","I.7","hh4",26.157,"51059461700"
"5795","I.8","hh4",64.483,"51059461700"
"5796","I.9","hh4",196.151,"51059461700"
"5797","I.1","hh5",6.097,"51059461700"
"5798","I.2","hh5",0.746,"51059461700"
"5799","I.3","hh5",1.733,"51059461700"
"5800","I.4","hh5",16.594,"51059461700"
"5801","I.5","hh5",40.726,"51059461700"
"5802","I.6","hh5",5.939,"51059461700"
"5803","I.7","hh5",21.023,"51059461700"
"5804","I.8","hh5",30.406,"51059461700"
"5805","I.9","hh5",100.736,"51059461700"
"5806","I.1","hh1",25.931,"51059461606"
"5807","I.2","hh1",31.516,"51059461606"
"5808","I.3","hh1",9.638,"51059461606"
"5809","I.4","hh1",23.774,"51059461606"
"5810","I.5","hh1",22.913,"51059461606"
"5811","I.6","hh1",82.944,"51059461606"
"5812","I.7","hh1",58.742,"51059461606"
"5813","I.8","hh1",34.2,"51059461606"
"5814","I.9","hh1",15.342,"51059461606"
"5815","I.1","hh2",12.767,"51059461606"
"5816","I.2","hh2",15.786,"51059461606"
"5817","I.3","hh2",8.211,"51059461606"
"5818","I.4","hh2",9.574,"51059461606"
"5819","I.5","hh2",15.599,"51059461606"
"5820","I.6","hh2",71.48,"51059461606"
"5821","I.7","hh2",106.19,"51059461606"
"5822","I.8","hh2",99.59,"51059461606"
"5823","I.9","hh2",56.802,"51059461606"
"5824","I.1","hh3",2.204,"51059461606"
"5825","I.2","hh3",35.466,"51059461606"
"5826","I.3","hh3",4.982,"51059461606"
"5827","I.4","hh3",5.159,"51059461606"
"5828","I.5","hh3",9.486,"51059461606"
"5829","I.6","hh3",99.514,"51059461606"
"5830","I.7","hh3",54.983,"51059461606"
"5831","I.8","hh3",69.698,"51059461606"
"5832","I.9","hh3",44.507,"51059461606"
"5833","I.1","hh4",0,"51059461606"
"5834","I.2","hh4",1.112,"51059461606"
"5835","I.3","hh4",3.028,"51059461606"
"5836","I.4","hh4",5.103,"51059461606"
"5837","I.5","hh4",4.904,"51059461606"
"5838","I.6","hh4",30.512,"51059461606"
"5839","I.7","hh4",25.294,"51059461606"
"5840","I.8","hh4",48.723,"51059461606"
"5841","I.9","hh4",53.323,"51059461606"
"5842","I.1","hh5",0.098,"51059461606"
"5843","I.2","hh5",0.12,"51059461606"
"5844","I.3","hh5",0.14,"51059461606"
"5845","I.4","hh5",0.391,"51059461606"
"5846","I.5","hh5",1.097,"51059461606"
"5847","I.6","hh5",0.551,"51059461606"
"5848","I.7","hh5",1.79,"51059461606"
"5849","I.8","hh5",1.788,"51059461606"
"5850","I.9","hh5",7.026,"51059461606"
"5851","I.1","hh1",90.369,"51059461605"
"5852","I.2","hh1",11.474,"51059461605"
"5853","I.3","hh1",24.418,"51059461605"
"5854","I.4","hh1",229.871,"51059461605"
"5855","I.5","hh1",95.13,"51059461605"
"5856","I.6","hh1",194.983,"51059461605"
"5857","I.7","hh1",360.968,"51059461605"
"5858","I.8","hh1",188.19,"51059461605"
"5859","I.9","hh1",25.598,"51059461605"
"5860","I.1","hh2",27.01,"51059461605"
"5861","I.2","hh2",3.717,"51059461605"
"5862","I.3","hh2",14.401,"51059461605"
"5863","I.4","hh2",41.314,"51059461605"
"5864","I.5","hh2",45.393,"51059461605"
"5865","I.6","hh2",81.964,"51059461605"
"5866","I.7","hh2",308.515,"51059461605"
"5867","I.8","hh2",264.219,"51059461605"
"5868","I.9","hh2",82.466,"51059461605"
"5869","I.1","hh3",1.621,"51059461605"
"5870","I.2","hh3",1.459,"51059461605"
"5871","I.3","hh3",2.977,"51059461605"
"5872","I.4","hh3",3.97,"51059461605"
"5873","I.5","hh3",8.246,"51059461605"
"5874","I.6","hh3",9.865,"51059461605"
"5875","I.7","hh3",22.107,"51059461605"
"5876","I.8","hh3",25.664,"51059461605"
"5877","I.9","hh3",38.091,"51059461605"
"5878","I.1","hh4",0,"51059461605"
"5879","I.2","hh4",0.35,"51059461605"
"5880","I.3","hh4",1.204,"51059461605"
"5881","I.4","hh4",1.845,"51059461605"
"5882","I.5","hh4",2.231,"51059461605"
"5883","I.6","hh4",3.188,"51059461605"
"5884","I.7","hh4",5.409,"51059461605"
"5885","I.8","hh4",9.927,"51059461605"
"5886","I.9","hh4",28.845,"51059461605"
"5887","I.1","hh5",0,"51059461605"
"5888","I.2","hh5",0,"51059461605"
"5889","I.3","hh5",0,"51059461605"
"5890","I.4","hh5",0,"51059461605"
"5891","I.5","hh5",0,"51059461605"
"5892","I.6","hh5",0,"51059461605"
"5893","I.7","hh5",0,"51059461605"
"5894","I.8","hh5",0,"51059461605"
"5895","I.9","hh5",0,"51059461605"
"5896","I.1","hh1",14.779,"51059461604"
"5897","I.2","hh1",6.491,"51059461604"
"5898","I.3","hh1",0,"51059461604"
"5899","I.4","hh1",7.391,"51059461604"
"5900","I.5","hh1",11.032,"51059461604"
"5901","I.6","hh1",15.111,"51059461604"
"5902","I.7","hh1",15.628,"51059461604"
"5903","I.8","hh1",7.724,"51059461604"
"5904","I.9","hh1",9.844,"51059461604"
"5905","I.1","hh2",55.447,"51059461604"
"5906","I.2","hh2",7.442,"51059461604"
"5907","I.3","hh2",0,"51059461604"
"5908","I.4","hh2",4.334,"51059461604"
"5909","I.5","hh2",12.591,"51059461604"
"5910","I.6","hh2",17.054,"51059461604"
"5911","I.7","hh2",42.003,"51059461604"
"5912","I.8","hh2",29.739,"51059461604"
"5913","I.9","hh2",56.389,"51059461604"
"5914","I.1","hh3",2.288,"51059461604"
"5915","I.2","hh3",16.284,"51059461604"
"5916","I.3","hh3",0,"51059461604"
"5917","I.4","hh3",3.504,"51059461604"
"5918","I.5","hh3",17.596,"51059461604"
"5919","I.6","hh3",19.504,"51059461604"
"5920","I.7","hh3",32.356,"51059461604"
"5921","I.8","hh3",23.308,"51059461604"
"5922","I.9","hh3",71.16,"51059461604"
"5923","I.1","hh4",0,"51059461604"
"5924","I.2","hh4",0.251,"51059461604"
"5925","I.3","hh4",0,"51059461604"
"5926","I.4","hh4",5.507,"51059461604"
"5927","I.5","hh4",14.82,"51059461604"
"5928","I.6","hh4",23.516,"51059461604"
"5929","I.7","hh4",29.604,"51059461604"
"5930","I.8","hh4",28.895,"51059461604"
"5931","I.9","hh4",109.407,"51059461604"
"5932","I.1","hh5",0.486,"51059461604"
"5933","I.2","hh5",0.532,"51059461604"
"5934","I.3","hh5",0,"51059461604"
"5935","I.4","hh5",1.264,"51059461604"
"5936","I.5","hh5",3.961,"51059461604"
"5937","I.6","hh5",1.815,"51059461604"
"5938","I.7","hh5",5.408,"51059461604"
"5939","I.8","hh5",4.333,"51059461604"
"5940","I.9","hh5",21.2,"51059461604"
"5941","I.1","hh1",20.864,"51059461603"
"5942","I.2","hh1",44.206,"51059461603"
