"rowname","variable","value","geoid"
"I.2","hh5",0,"51059492202"
"I.3","hh5",1.5,"51059492202"
"I.4","hh5",0.92,"51059492202"
"I.5","hh5",11.153,"51059492202"
"I.6","hh5",19.261,"51059492202"
"I.7","hh5",39.162,"51059492202"
"I.8","hh5",38.076,"51059492202"
"I.9","hh5",90.576,"51059492202"
"I.1","hh1",8.781,"51059492201"
"I.2","hh1",2.367,"51059492201"
"I.3","hh1",2.431,"51059492201"
"I.4","hh1",11.299,"51059492201"
"I.5","hh1",15.453,"51059492201"
"I.6","hh1",6.239,"51059492201"
"I.7","hh1",25.309,"51059492201"
"I.8","hh1",11.396,"51059492201"
"I.9","hh1",26.725,"51059492201"
"I.1","hh2",27.01,"51059492201"
"I.2","hh2",1.637,"51059492201"
"I.3","hh2",0.809,"51059492201"
"I.4","hh2",8.761,"51059492201"
"I.5","hh2",12.694,"51059492201"
"I.6","hh2",8.554,"51059492201"
"I.7","hh2",42.752,"51059492201"
"I.8","hh2",38.777,"51059492201"
"I.9","hh2",226.006,"51059492201"
"I.1","hh3",15.229,"51059492201"
"I.2","hh3",0.306,"51059492201"
"I.3","hh3",1.22,"51059492201"
"I.4","hh3",5.508,"51059492201"
"I.5","hh3",8.87,"51059492201"
"I.6","hh3",6.561,"51059492201"
"I.7","hh3",24.93,"51059492201"
"I.8","hh3",20.675,"51059492201"
"I.9","hh3",198.701,"51059492201"
"I.1","hh4",0.466,"51059492201"
"I.2","hh4",0.315,"51059492201"
"I.3","hh4",0.378,"51059492201"
"I.4","hh4",2.912,"51059492201"
"I.5","hh4",4.239,"51059492201"
"I.6","hh4",5.826,"51059492201"
"I.7","hh4",22.852,"51059492201"
"I.8","hh4",12.871,"51059492201"
"I.9","hh4",78.14,"51059492201"
"I.1","hh5",0.513,"51059492201"
"I.2","hh5",0.375,"51059492201"
"I.3","hh5",1.162,"51059492201"
"I.4","hh5",6.521,"51059492201"
"I.5","hh5",3.744,"51059492201"
"I.6","hh5",4.82,"51059492201"
"I.7","hh5",17.156,"51059492201"
"I.8","hh5",16.281,"51059492201"
"I.9","hh5",66.428,"51059492201"
"I.1","hh1",4.743,"51059492100"
"I.2","hh1",9.487,"51059492100"
"I.3","hh1",6.598,"51059492100"
"I.4","hh1",11.829,"51059492100"
"I.5","hh1",14.759,"51059492100"
"I.6","hh1",12.328,"51059492100"
"I.7","hh1",35.499,"51059492100"
"I.8","hh1",23.506,"51059492100"
"I.9","hh1",29.251,"51059492100"
"I.1","hh2",10.385,"51059492100"
"I.2","hh2",13.569,"51059492100"
"I.3","hh2",2.972,"51059492100"
"I.4","hh2",10.7,"51059492100"
"I.5","hh2",13.316,"51059492100"
"I.6","hh2",22.504,"51059492100"
"I.7","hh2",91.29,"51059492100"
"I.8","hh2",208.965,"51059492100"
"I.9","hh2",460.3,"51059492100"
"I.1","hh3",2.989,"51059492100"
"I.2","hh3",1.938,"51059492100"
"I.3","hh3",3.991,"51059492100"
"I.4","hh3",5.642,"51059492100"
"I.5","hh3",8.068,"51059492100"
"I.6","hh3",15.025,"51059492100"
"I.7","hh3",39.962,"51059492100"
"I.8","hh3",67.695,"51059492100"
"I.9","hh3",212.69,"51059492100"
"I.1","hh4",0.553,"51059492100"
"I.2","hh4",2.598,"51059492100"
"I.3","hh4",1.486,"51059492100"
"I.4","hh4",4.781,"51059492100"
"I.5","hh4",5.823,"51059492100"
"I.6","hh4",17.254,"51059492100"
"I.7","hh4",64.832,"51059492100"
"I.8","hh4",77.111,"51059492100"
"I.9","hh4",270.563,"51059492100"
"I.1","hh5",0.33,"51059492100"
"I.2","hh5",2.409,"51059492100"
"I.3","hh5",3.953,"51059492100"
"I.4","hh5",8.048,"51059492100"
"I.5","hh5",4.034,"51059492100"
"I.6","hh5",11.889,"51059492100"
"I.7","hh5",33.418,"51059492100"
"I.8","hh5",60.723,"51059492100"
"I.9","hh5",116.197,"51059492100"
"I.1","hh1",0,"51059492000"
"I.2","hh1",0,"51059492000"
"I.3","hh1",0,"51059492000"
"I.4","hh1",14.382,"51059492000"
"I.5","hh1",13.316,"51059492000"
"I.6","hh1",26.364,"51059492000"
"I.7","hh1",47.333,"51059492000"
"I.8","hh1",48.426,"51059492000"
"I.9","hh1",79.18,"51059492000"
"I.1","hh2",0,"51059492000"
"I.2","hh2",0,"51059492000"
"I.3","hh2",0,"51059492000"
"I.4","hh2",9.338,"51059492000"
"I.5","hh2",9.234,"51059492000"
"I.6","hh2",37.91,"51059492000"
"I.7","hh2",69.65,"51059492000"
"I.8","hh2",186.087,"51059492000"
"I.9","hh2",653.78,"51059492000"
"I.1","hh3",0,"51059492000"
"I.2","hh3",0,"51059492000"
"I.3","hh3",0,"51059492000"
"I.4","hh3",5.105,"51059492000"
"I.5","hh3",5.606,"51059492000"
"I.6","hh3",23.923,"51059492000"
"I.7","hh3",32.213,"51059492000"
"I.8","hh3",63.636,"51059492000"
"I.9","hh3",265.518,"51059492000"
"I.1","hh4",0,"51059492000"
"I.2","hh4",0,"51059492000"
"I.3","hh4",0,"51059492000"
"I.4","hh4",4.095,"51059492000"
"I.5","hh4",3.905,"51059492000"
"I.6","hh4",24.696,"51059492000"
"I.7","hh4",44.917,"51059492000"
"I.8","hh4",55.232,"51059492000"
"I.9","hh4",246.155,"51059492000"
"I.1","hh5",0,"51059492000"
"I.2","hh5",0,"51059492000"
"I.3","hh5",0,"51059492000"
"I.4","hh5",7.081,"51059492000"
"I.5","hh5",2.939,"51059492000"
"I.6","hh5",18.107,"51059492000"
"I.7","hh5",26.888,"51059492000"
"I.8","hh5",55.619,"51059492000"
"I.9","hh5",133.365,"51059492000"
"I.1","hh1",20.006,"51059491803"
"I.2","hh1",54.388,"51059491803"
"I.3","hh1",22.967,"51059491803"
"I.4","hh1",22.803,"51059491803"
"I.5","hh1",110.122,"51059491803"
"I.6","hh1",178.094,"51059491803"
"I.7","hh1",162.071,"51059491803"
"I.8","hh1",46.983,"51059491803"
"I.9","hh1",53.565,"51059491803"
"I.1","hh2",12.808,"51059491803"
"I.2","hh2",19.879,"51059491803"
"I.3","hh2",43.495,"51059491803"
"I.4","hh2",9.963,"51059491803"
"I.5","hh2",62.175,"51059491803"
"I.6","hh2",149.005,"51059491803"
"I.7","hh2",184.656,"51059491803"
"I.8","hh2",124.767,"51059491803"
"I.9","hh2",169.253,"51059491803"
"I.1","hh3",14.839,"51059491803"
"I.2","hh3",10.744,"51059491803"
"I.3","hh3",13.316,"51059491803"
"I.4","hh3",8.563,"51059491803"
"I.5","hh3",28.216,"51059491803"
"I.6","hh3",63.851,"51059491803"
"I.7","hh3",86.506,"51059491803"
"I.8","hh3",74.911,"51059491803"
"I.9","hh3",158.054,"51059491803"
"I.1","hh4",1.725,"51059491803"
"I.2","hh4",27.022,"51059491803"
"I.3","hh4",8.707,"51059491803"
"I.4","hh4",8.272,"51059491803"
"I.5","hh4",33.326,"51059491803"
"I.6","hh4",73.199,"51059491803"
"I.7","hh4",79.111,"51059491803"
"I.8","hh4",66.402,"51059491803"
"I.9","hh4",158.236,"51059491803"
"I.1","hh5",2.621,"51059491803"
"I.2","hh5",7.968,"51059491803"
"I.3","hh5",3.515,"51059491803"
"I.4","hh5",2.4,"51059491803"
"I.5","hh5",7.161,"51059491803"
"I.6","hh5",21.851,"51059491803"
"I.7","hh5",43.656,"51059491803"
"I.8","hh5",28.936,"51059491803"
"I.9","hh5",55.892,"51059491803"
"I.1","hh1",0,"51059491802"
"I.2","hh1",0,"51059491802"
"I.3","hh1",8.602,"51059491802"
"I.4","hh1",14.731,"51059491802"
"I.5","hh1",57.709,"51059491802"
"I.6","hh1",50.398,"51059491802"
"I.7","hh1",89.573,"51059491802"
"I.8","hh1",27.38,"51059491802"
"I.9","hh1",22.607,"51059491802"
"I.1","hh2",0,"51059491802"
"I.2","hh2",0,"51059491802"
"I.3","hh2",14.243,"51059491802"
"I.4","hh2",5.788,"51059491802"
"I.5","hh2",27.513,"51059491802"
"I.6","hh2",35.265,"51059491802"
"I.7","hh2",82.401,"51059491802"
"I.8","hh2",60.309,"51059491802"
"I.9","hh2",61.481,"51059491802"
"I.1","hh3",0,"51059491802"
"I.2","hh3",0,"51059491802"
"I.3","hh3",5.669,"51059491802"
"I.4","hh3",5.957,"51059491802"
"I.5","hh3",17.442,"51059491802"
"I.6","hh3",21.678,"51059491802"
"I.7","hh3",62.135,"51059491802"
"I.8","hh3",51.879,"51059491802"
"I.9","hh3",77.24,"51059491802"
"I.1","hh4",0,"51059491802"
"I.2","hh4",0,"51059491802"
"I.3","hh4",3.42,"51059491802"
"I.4","hh4",5.451,"51059491802"
"I.5","hh4",18.229,"51059491802"
"I.6","hh4",20.765,"51059491802"
"I.7","hh4",47.585,"51059491802"
"I.8","hh4",40.413,"51059491802"
"I.9","hh4",68.137,"51059491802"
"I.1","hh5",0,"51059491802"
"I.2","hh5",0,"51059491802"
"I.3","hh5",2.066,"51059491802"
"I.4","hh5",2.073,"51059491802"
"I.5","hh5",5.107,"51059491802"
"I.6","hh5",10.894,"51059491802"
"I.7","hh5",35.307,"51059491802"
"I.8","hh5",22.02,"51059491802"
"I.9","hh5",33.534,"51059491802"
"I.1","hh1",80.693,"51059491801"
"I.2","hh1",31.843,"51059491801"
"I.3","hh1",0,"51059491801"
"I.4","hh1",72.995,"51059491801"
"I.5","hh1",71.642,"51059491801"
"I.6","hh1",80.018,"51059491801"
"I.7","hh1",78.749,"51059491801"
"I.8","hh1",25.748,"51059491801"
"I.9","hh1",7.312,"51059491801"
"I.1","hh2",82.077,"51059491801"
"I.2","hh2",10.542,"51059491801"
"I.3","hh2",0,"51059491801"
"I.4","hh2",37.808,"51059491801"
"I.5","hh2",44.739,"51059491801"
"I.6","hh2",77.535,"51059491801"
"I.7","hh2",98.263,"51059491801"
"I.8","hh2",74.165,"51059491801"
"I.9","hh2",23.87,"51059491801"
"I.1","hh3",9.35,"51059491801"
"I.2","hh3",2.2,"51059491801"
"I.3","hh3",0,"51059491801"
"I.4","hh3",8.008,"51059491801"
"I.5","hh3",8.303,"51059491801"
"I.6","hh3",10.261,"51059491801"
"I.7","hh3",18.596,"51059491801"
"I.8","hh3",20.868,"51059491801"
"I.9","hh3",16.416,"51059491801"
"I.1","hh4",1.335,"51059491801"
"I.2","hh4",4.738,"51059491801"
"I.3","hh4",0,"51059491801"
"I.4","hh4",8.348,"51059491801"
"I.5","hh4",10.134,"51059491801"
"I.6","hh4",11.823,"51059491801"
"I.7","hh4",17.43,"51059491801"
"I.8","hh4",19.063,"51059491801"
"I.9","hh4",16.129,"51059491801"
"I.1","hh5",5.545,"51059491801"
"I.2","hh5",6.678,"51059491801"
"I.3","hh5",0,"51059491801"
"I.4","hh5",5.842,"51059491801"
"I.5","hh5",6.181,"51059491801"
"I.6","hh5",16.363,"51059491801"
"I.7","hh5",30.962,"51059491801"
"I.8","hh5",21.156,"51059491801"
"I.9","hh5",11.274,"51059491801"
"I.1","hh1",8.094,"51059491707"
"I.2","hh1",0,"51059491707"
"I.3","hh1",12.487,"51059491707"
"I.4","hh1",23.235,"51059491707"
"I.5","hh1",67.42,"51059491707"
"I.6","hh1",66.121,"51059491707"
"I.7","hh1",67.021,"51059491707"
"I.8","hh1",29.65,"51059491707"
"I.9","hh1",19.973,"51059491707"
"I.1","hh2",7.254,"51059491707"
"I.2","hh2",0,"51059491707"
"I.3","hh2",51.416,"51059491707"
"I.4","hh2",16.451,"51059491707"
"I.5","hh2",84.09,"51059491707"
"I.6","hh2",174.074,"51059491707"
"I.7","hh2",153.711,"51059491707"
"I.8","hh2",167.705,"51059491707"
"I.9","hh2",105.299,"51059491707"
"I.1","hh3",6.983,"51059491707"
"I.2","hh3",0,"51059491707"
"I.3","hh3",9.86,"51059491707"
"I.4","hh3",10.835,"51059491707"
"I.5","hh3",23.685,"51059491707"
"I.6","hh3",35.334,"51059491707"
"I.7","hh3",47.315,"51059491707"
"I.8","hh3",64.18,"51059491707"
"I.9","hh3",72.809,"51059491707"
"I.1","hh4",1.334,"51059491707"
"I.2","hh4",0,"51059491707"
"I.3","hh4",8.319,"51059491707"
"I.4","hh4",13.419,"51059491707"
"I.5","hh4",42.417,"51059491707"
"I.6","hh4",75.763,"51059491707"
"I.7","hh4",60.285,"51059491707"
"I.8","hh4",83.702,"51059491707"
"I.9","hh4",91.76,"51059491707"
"I.1","hh5",1.335,"51059491707"
"I.2","hh5",0,"51059491707"
"I.3","hh5",1.917,"51059491707"
"I.4","hh5",2.06,"51059491707"
"I.5","hh5",3.389,"51059491707"
"I.6","hh5",6.71,"51059491707"
"I.7","hh5",14.668,"51059491707"
"I.8","hh5",12.763,"51059491707"
"I.9","hh5",18.159,"51059491707"
"I.1","hh1",72.017,"51059491706"
"I.2","hh1",9.23,"51059491706"
"I.3","hh1",25.105,"51059491706"
"I.4","hh1",78.844,"51059491706"
"I.5","hh1",197.225,"51059491706"
"I.6","hh1",107.675,"51059491706"
"I.7","hh1",87.687,"51059491706"
"I.8","hh1",21.11,"51059491706"
"I.9","hh1",16.106,"51059491706"
"I.1","hh2",33.783,"51059491706"
"I.2","hh2",3.653,"51059491706"
"I.3","hh2",46.116,"51059491706"
"I.4","hh2",28.066,"51059491706"
"I.5","hh2",97.704,"51059491706"
"I.6","hh2",77.88,"51059491706"
"I.7","hh2",91.588,"51059491706"
"I.8","hh2",53.546,"51059491706"
"I.9","hh2",50.663,"51059491706"
"I.1","hh3",7.918,"51059491706"
"I.2","hh3",1.416,"51059491706"
"I.3","hh3",4.417,"51059491706"
"I.4","hh3",7.124,"51059491706"
"I.5","hh3",9.83,"51059491706"
"I.6","hh3",9.556,"51059491706"
"I.7","hh3",17.004,"51059491706"
"I.8","hh3",17.863,"51059491706"
"I.9","hh3",26.871,"51059491706"
"I.1","hh4",1.282,"51059491706"
"I.2","hh4",2.7,"51059491706"
"I.3","hh4",3.362,"51059491706"
"I.4","hh4",7.966,"51059491706"
"I.5","hh4",13.241,"51059491706"
"I.6","hh4",11.888,"51059491706"
"I.7","hh4",16.721,"51059491706"
"I.8","hh4",16.481,"51059491706"
"I.9","hh4",28.36,"51059491706"
"I.1","hh5",0,"51059491706"
"I.2","hh5",0,"51059491706"
"I.3","hh5",0,"51059491706"
"I.4","hh5",0,"51059491706"
"I.5","hh5",0,"51059491706"
"I.6","hh5",0,"51059491706"
"I.7","hh5",0,"51059491706"
"I.8","hh5",0,"51059491706"
"I.9","hh5",0,"51059491706"
"I.1","hh1",2.225,"51059491705"
"I.2","hh1",1.683,"51059491705"
"I.3","hh1",0.713,"51059491705"
"I.4","hh1",4.51,"51059491705"
"I.5","hh1",7.305,"51059491705"
"I.6","hh1",8.032,"51059491705"
"I.7","hh1",10.062,"51059491705"
"I.8","hh1",4.242,"51059491705"
"I.9","hh1",4.229,"51059491705"
"I.1","hh2",8.154,"51059491705"
"I.2","hh2",2.325,"51059491705"
"I.3","hh2",2.045,"51059491705"
"I.4","hh2",10.182,"51059491705"
"I.5","hh2",11.149,"51059491705"
"I.6","hh2",60.063,"51059491705"
"I.7","hh2",55.733,"51059491705"
"I.8","hh2",58.086,"51059491705"
"I.9","hh2",125.265,"51059491705"
"I.1","hh3",9.11,"51059491705"
"I.2","hh3",1.195,"51059491705"
"I.3","hh3",0.612,"51059491705"
"I.4","hh3",8.519,"51059491705"
"I.5","hh3",4.929,"51059491705"
"I.6","hh3",23.914,"51059491705"
"I.7","hh3",25.001,"51059491705"
"I.8","hh3",33.65,"51059491705"
"I.9","hh3",110.07,"51059491705"
"I.1","hh4",1.068,"51059491705"
"I.2","hh4",2.811,"51059491705"
"I.3","hh4",0.386,"51059491705"
"I.4","hh4",8.621,"51059491705"
"I.5","hh4",5.745,"51059491705"
"I.6","hh4",28.427,"51059491705"
"I.7","hh4",22.987,"51059491705"
"I.8","hh4",30.565,"51059491705"
"I.9","hh4",119.391,"51059491705"
"I.1","hh5",2.443,"51059491705"
"I.2","hh5",1.987,"51059491705"
"I.3","hh5",0.244,"51059491705"
"I.4","hh5",3.168,"51059491705"
"I.5","hh5",1.872,"51059491705"
"I.6","hh5",19.565,"51059491705"
"I.7","hh5",22.217,"51059491705"
"I.8","hh5",20.458,"51059491705"
"I.9","hh5",75.046,"51059491705"
"I.1","hh1",41.957,"51059491704"
"I.2","hh1",29.493,"51059491704"
"I.3","hh1",9.461,"51059491704"
"I.4","hh1",83.293,"51059491704"
"I.5","hh1",135.634,"51059491704"
"I.6","hh1",104.123,"51059491704"
"I.7","hh1",234.521,"51059491704"
"I.8","hh1",83.782,"51059491704"
"I.9","hh1",27.736,"51059491704"
"I.1","hh2",19.749,"51059491704"
"I.2","hh2",8.401,"51059491704"
"I.3","hh2",16.308,"51059491704"
"I.4","hh2",26.951,"51059491704"
"I.5","hh2",60.575,"51059491704"
"I.6","hh2",69.253,"51059491704"
"I.7","hh2",187.494,"51059491704"
"I.8","hh2",162.836,"51059491704"
"I.9","hh2",77.433,"51059491704"
"I.1","hh3",36.803,"51059491704"
"I.2","hh3",6.561,"51059491704"
"I.3","hh3",5.675,"51059491704"
"I.4","hh3",36.8,"51059491704"
"I.5","hh3",39.146,"51059491704"
"I.6","hh3",41.328,"51059491704"
"I.7","hh3",152.197,"51059491704"
"I.8","hh3",158.656,"51059491704"
"I.9","hh3",85.833,"51059491704"
"I.1","hh4",1.872,"51059491704"
"I.2","hh4",7.568,"51059491704"
"I.3","hh4",2.724,"51059491704"
"I.4","hh4",16.299,"51059491704"
"I.5","hh4",23.902,"51059491704"
"I.6","hh4",23.58,"51059491704"
"I.7","hh4",53.217,"51059491704"
"I.8","hh4",60.442,"51059491704"
"I.9","hh4",58.397,"51059491704"
"I.1","hh5",4.619,"51059491704"
"I.2","hh5",5.976,"51059491704"
"I.3","hh5",1.832,"51059491704"
"I.4","hh5",6.656,"51059491704"
"I.5","hh5",8.743,"51059491704"
"I.6","hh5",16.716,"51059491704"
"I.7","hh5",58.571,"51059491704"
"I.8","hh5",45.285,"51059491704"
"I.9","hh5",35.601,"51059491704"
"I.1","hh1",69.217,"51059491703"
"I.2","hh1",0,"51059491703"
"I.3","hh1",57.609,"51059491703"
"I.4","hh1",210.59,"51059491703"
"I.5","hh1",272.263,"51059491703"
"I.6","hh1",179.072,"51059491703"
"I.7","hh1",256.302,"51059491703"
"I.8","hh1",81.944,"51059491703"
"I.9","hh1",27.002,"51059491703"
"I.1","hh2",48.636,"51059491703"
"I.2","hh2",0,"51059491703"
"I.3","hh2",125.783,"51059491703"
"I.4","hh2",107.636,"51059491703"
"I.5","hh2",168.868,"51059491703"
"I.6","hh2",164.14,"51059491703"
"I.7","hh2",320.877,"51059491703"
"I.8","hh2",233.63,"51059491703"
"I.9","hh2",88.43,"51059491703"
"I.1","hh3",24.233,"51059491703"
"I.2","hh3",0,"51059491703"
"I.3","hh3",15.579,"51059491703"
"I.4","hh3",29.893,"51059491703"
"I.5","hh3",33.93,"51059491703"
"I.6","hh3",33.442,"51059491703"
"I.7","hh3",71.906,"51059491703"
"I.8","hh3",77.006,"51059491703"
"I.9","hh3",63.011,"51059491703"
"I.1","hh4",2.415,"51059491703"
"I.2","hh4",0,"51059491703"
"I.3","hh4",6.507,"51059491703"
"I.4","hh4",15.984,"51059491703"
"I.5","hh4",23.489,"51059491703"
"I.6","hh4",22.177,"51059491703"
"I.7","hh4",39.156,"51059491703"
"I.8","hh4",43.635,"51059491703"
"I.9","hh4",47.637,"51059491703"
"I.1","hh5",1.499,"51059491703"
"I.2","hh5",0,"51059491703"
"I.3","hh5",1.522,"51059491703"
"I.4","hh5",1.897,"51059491703"
"I.5","hh5",2.45,"51059491703"
"I.6","hh5",4.168,"51059491703"
"I.7","hh5",10.76,"51059491703"
"I.8","hh5",8.785,"51059491703"
"I.9","hh5",11.919,"51059491703"
"I.1","hh1",23.411,"51059491701"
"I.2","hh1",46.511,"51059491701"
"I.3","hh1",15.454,"51059491701"
"I.4","hh1",31.991,"51059491701"
"I.5","hh1",158.632,"51059491701"
"I.6","hh1",130.846,"51059491701"
"I.7","hh1",159.294,"51059491701"
"I.8","hh1",123.963,"51059491701"
"I.9","hh1",35.898,"51059491701"
"I.1","hh2",12.976,"51059491701"
"I.2","hh2",12.559,"51059491701"
"I.3","hh2",25.964,"51059491701"
"I.4","hh2",12.643,"51059491701"
"I.5","hh2",72.094,"51059491701"
"I.6","hh2",87.385,"51059491701"
"I.7","hh2",148.397,"51059491701"
"I.8","hh2",230.812,"51059491701"
"I.9","hh2",100.17,"51059491701"
"I.1","hh3",11.264,"51059491701"
"I.2","hh3",4.026,"51059491701"
"I.3","hh3",6.127,"51059491701"
"I.4","hh3",8.856,"51059491701"
"I.5","hh3",21.989,"51059491701"
"I.6","hh3",24.339,"51059491701"
"I.7","hh3",47.357,"51059491701"
"I.8","hh3",80.523,"51059491701"
"I.9","hh3",71.519,"51059491701"
"I.1","hh4",0.986,"51059491701"
"I.2","hh4",6.342,"51059491701"
"I.3","hh4",3.089,"51059491701"
"I.4","hh4",6.996,"51059491701"
"I.5","hh4",18.425,"51059491701"
"I.6","hh4",18.762,"51059491701"
"I.7","hh4",30.691,"51059491701"
"I.8","hh4",46.98,"51059491701"
"I.9","hh4",54.73,"51059491701"
"I.1","hh5",0.363,"51059491701"
"I.2","hh5",0.562,"51059491701"
"I.3","hh5",0.366,"51059491701"
"I.4","hh5",0.514,"51059491701"
"I.5","hh5",0.861,"51059491701"
"I.6","hh5",1.669,"51059491701"
"I.7","hh5",4.26,"51059491701"
"I.8","hh5",3.722,"51059491701"
"I.9","hh5",5.682,"51059491701"
"I.1","hh1",6.222,"51059491602"
"I.2","hh1",7.502,"51059491602"
"I.3","hh1",2.133,"51059491602"
"I.4","hh1",21.314,"51059491602"
"I.5","hh1",40.553,"51059491602"
"I.6","hh1",31.388,"51059491602"
"I.7","hh1",43.105,"51059491602"
"I.8","hh1",16.976,"51059491602"
"I.9","hh1",13.806,"51059491602"
"I.1","hh2",5.932,"51059491602"
"I.2","hh2",5.152,"51059491602"
"I.3","hh2",4.739,"51059491602"
"I.4","hh2",20.164,"51059491602"
"I.5","hh2",45.357,"51059491602"
"I.6","hh2",51.96,"51059491602"
"I.7","hh2",94.932,"51059491602"
"I.8","hh2",83.18,"51059491602"
"I.9","hh2",74.584,"51059491602"
"I.1","hh3",8.696,"51059491602"
"I.2","hh3",4.384,"51059491602"
"I.3","hh3",1.537,"51059491602"
"I.4","hh3",36.783,"51059491602"
"I.5","hh3",36.149,"51059491602"
"I.6","hh3",38.114,"51059491602"
"I.7","hh3",74.75,"51059491602"
"I.8","hh3",79.379,"51059491602"
"I.9","hh3",100.208,"51059491602"
"I.1","hh4",1.037,"51059491602"
"I.2","hh4",11.683,"51059491602"
"I.3","hh4",0.981,"51059491602"
"I.4","hh4",47.88,"51059491602"
"I.5","hh4",50.592,"51059491602"
"I.6","hh4",49.326,"51059491602"
"I.7","hh4",78.372,"51059491602"
"I.8","hh4",79.355,"51059491602"
"I.9","hh4",107.774,"51059491602"
"I.1","hh5",2.113,"51059491602"
"I.2","hh5",7.278,"51059491602"
"I.3","hh5",0.611,"51059491602"
"I.4","hh5",13.86,"51059491602"
"I.5","hh5",14.348,"51059491602"
"I.6","hh5",27.211,"51059491602"
"I.7","hh5",64.841,"51059491602"
"I.8","hh5",46.11,"51059491602"
"I.9","hh5",56.629,"51059491602"
"I.1","hh1",15.171,"51059491601"
"I.2","hh1",23.267,"51059491601"
"I.3","hh1",14.533,"51059491601"
"I.4","hh1",50.583,"51059491601"
"I.5","hh1",102.953,"51059491601"
"I.6","hh1",67.911,"51059491601"
"I.7","hh1",45.317,"51059491601"
"I.8","hh1",14.726,"51059491601"
"I.9","hh1",20.54,"51059491601"
"I.1","hh2",10.338,"51059491601"
"I.2","hh2",9.594,"51059491601"
"I.3","hh2",29.705,"51059491601"
"I.4","hh2",24.304,"51059491601"
"I.5","hh2",64.227,"51059491601"
"I.6","hh2",62.127,"51059491601"
"I.7","hh2",53.959,"51059491601"
"I.8","hh2",40.466,"51059491601"
"I.9","hh2",68.28,"51059491601"
"I.1","hh3",20.557,"51059491601"
"I.2","hh3",25.361,"51059491601"
"I.3","hh3",18.707,"51059491601"
"I.4","hh3",71.543,"51059491601"
"I.5","hh3",92.984,"51059491601"
"I.6","hh3",60.88,"51059491601"
"I.7","hh3",33.47,"51059491601"
"I.8","hh3",30.088,"51059491601"
"I.9","hh3",92.411,"51059491601"
"I.1","hh4",1.72,"51059491601"
"I.2","hh4",21.203,"51059491601"
"I.3","hh4",8.028,"51059491601"
"I.4","hh4",33.647,"51059491601"
"I.5","hh4",54.541,"51059491601"
"I.6","hh4",40.838,"51059491601"
"I.7","hh4",25.279,"51059491601"
"I.8","hh4",23.2,"51059491601"
"I.9","hh4",73.545,"51059491601"
"I.1","hh5",4.215,"51059491601"
"I.2","hh5",21.576,"51059491601"
"I.3","hh5",6.028,"51059491601"
"I.4","hh5",15.923,"51059491601"
"I.5","hh5",23.295,"51059491601"
"I.6","hh5",31.245,"51059491601"
"I.7","hh5",24.976,"51059491601"
"I.8","hh5",15.521,"51059491601"
"I.9","hh5",45.223,"51059491601"
"I.1","hh1",0,"51059491502"
"I.2","hh1",0,"51059491502"
"I.3","hh1",0.966,"51059491502"
"I.4","hh1",2.218,"51059491502"
"I.5","hh1",5.597,"51059491502"
"I.6","hh1",4.037,"51059491502"
"I.7","hh1",6.174,"51059491502"
"I.8","hh1",2.614,"51059491502"
"I.9","hh1",2.394,"51059491502"
"I.1","hh2",0,"51059491502"
"I.2","hh2",0,"51059491502"
"I.3","hh2",13.097,"51059491502"
"I.4","hh2",3.889,"51059491502"
"I.5","hh2",42.273,"51059491502"
"I.6","hh2",24.56,"51059491502"
"I.7","hh2",96.976,"51059491502"
"I.8","hh2",142.007,"51059491502"
"I.9","hh2",300.199,"51059491502"
"I.1","hh3",0,"51059491502"
"I.2","hh3",0,"51059491502"
"I.3","hh3",3.942,"51059491502"
"I.4","hh3",3.282,"51059491502"
"I.5","hh3",17.795,"51059491502"
"I.6","hh3",9.68,"51059491502"
"I.7","hh3",41.844,"51059491502"
"I.8","hh3",76.266,"51059491502"
"I.9","hh3",240.191,"51059491502"
"I.1","hh4",0,"51059491502"
"I.2","hh4",0,"51059491502"
"I.3","hh4",3.052,"51059491502"
"I.4","hh4",3.307,"51059491502"
"I.5","hh4",25.926,"51059491502"
"I.6","hh4",11.488,"51059491502"
"I.7","hh4",47.337,"51059491502"
"I.8","hh4",99.663,"51059491502"
"I.9","hh4",625.227,"51059491502"
"I.1","hh5",0,"51059491502"
"I.2","hh5",0,"51059491502"
"I.3","hh5",1.944,"51059491502"
"I.4","hh5",1.304,"51059491502"
"I.5","hh5",6.41,"51059491502"
"I.6","hh5",6.236,"51059491502"
"I.7","hh5",31.669,"51059491502"
"I.8","hh5",38.45,"51059491502"
"I.9","hh5",109.988,"51059491502"
"I.1","hh1",10.158,"51059491501"
"I.2","hh1",5.394,"51059491501"
"I.3","hh1",11.822,"51059491501"
"I.4","hh1",17.211,"51059491501"
"I.5","hh1",74.915,"51059491501"
"I.6","hh1",65.974,"51059491501"
"I.7","hh1",81.172,"51059491501"
"I.8","hh1",24.715,"51059491501"
"I.9","hh1",31.641,"51059491501"
"I.1","hh2",8.467,"51059491501"
"I.2","hh2",2.329,"51059491501"
"I.3","hh2",33.914,"51059491501"
"I.4","hh2",9.229,"51059491501"
"I.5","hh2",69.949,"51059491501"
