"PUMA","SERIAL","income_cat","hh_recode","adult","preschooler","toddler","schooler","teenager","infant","hhincome","hh_num","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","per11","per12","per13","per14","per15","HINSEMP","marst1","marst2","marst3","marst4","marst5","marst6"
59301,6282042,"$200,000 or more",4,2,0,0,0,2,0,223874.47214336,8,46,47,17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59301,6282153,"$100,000 to $149,999",2,2,0,0,0,0,0,134090.76006014,7,81,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59301,6282193,"$35,000 to $49,999",5,4,0,0,0,2,0,41183.02707682,7,51,50,25,17,15,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,3
59301,6282275,"$50,000 to $74,999",1,1,0,0,0,0,0,61564.83125377,16,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0
59301,6282299,"$150,000 to $199,999",1,1,0,0,0,0,0,169071.14633254,8,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59301,6282343,"$100,000 to $149,999",1,1,0,0,0,0,0,122431.3519534,12,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
59301,6282407,"$200,000 or more",2,2,0,0,0,0,0,297332.20233931,7,51,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59301,6282457,"Less than $15,000",1,1,0,0,0,0,0,14458.05520375,17,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0
59301,6282513,"$200,000 or more",2,2,0,0,0,0,0,291269.0074505,68,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59301,6282524,"$15,000 to $24,999",3,1,0,0,2,0,0,18656.56633731,32,42,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,3
59301,6282609,"$100,000 to $149,999",2,2,0,0,0,0,0,148082.9145691,22,68,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,1,0
59301,6282708,"$35,000 to $49,999",3,2,0,0,0,1,0,46756.53979686,18,26,15,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1
59301,6282751,"$75,000 to $99,999",1,1,0,0,0,0,0,81621.26162763,23,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59301,6282762,"$200,000 or more",3,2,0,1,0,0,0,242529.95750458,15,40,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59301,6282886,"$50,000 to $74,999",4,2,0,1,1,0,0,58300.28346197,32,30,29,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,2
59301,6282920,"$200,000 or more",2,2,0,0,0,0,0,266993.52739737,7,62,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59301,6282924,"$75,000 to $99,999",5,3,0,0,1,1,0,89899.37652485,20,44,11,10,68,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,1,0,2
59301,6282977,"$75,000 to $99,999",2,2,0,0,0,0,0,87916.86637579,8,87,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59301,6283128,"$15,000 to $24,999",2,2,0,0,0,0,0,22270.26940618,20,69,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,0
59301,6283161,"$100,000 to $149,999",1,1,0,0,0,0,0,122431.3519534,70,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59301,6283174,"$75,000 to $99,999",2,2,0,0,0,0,0,85119.30025487,22,27,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,0
59301,6283182,"$150,000 to $199,999",3,2,0,0,1,0,0,173269.6574661,21,34,35,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59301,6283189,"$75,000 to $99,999",2,2,0,0,0,0,0,75907.22201589,14,84,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0
59301,6283241,"$200,000 or more",4,3,0,0,0,1,0,328814.54998447,7,55,51,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59301,6283302,"$150,000 to $199,999",2,2,0,0,0,0,0,174901.931362,6,59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59301,6283354,"$150,000 to $199,999",5,6,0,0,0,0,0,150532.40638904,26,89,80,49,24,20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,1,3
59301,6283533,"$100,000 to $149,999",1,1,0,0,0,0,0,123830.13501386,14,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59301,6283648,"$100,000 to $149,999",3,2,0,0,0,0,1,104941.1588172,78,30,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,3
59301,6283714,"$150,000 to $199,999",4,2,0,0,1,1,0,187214.2490271,13,46,29,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59301,6283735,"Less than $15,000",3,1,0,0,2,0,0,6996.07725448,48,35,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,2
59301,6283954,"$100,000 to $149,999",1,1,0,0,0,0,0,111586.99981852,11,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
59301,6283958,"$75,000 to $99,999",5,3,0,0,1,1,0,76840.10438156,85,49,49,12,9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,3
59301,6283982,"Less than $15,000",1,1,0,0,0,0,0,5597.29419402,45,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
59301,6284026,"$100,000 to $149,999",5,6,0,0,0,0,0,118933.31332616,7,31,31,21,21,20,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,0,3
59301,6284116,"$100,000 to $149,999",3,2,0,1,0,0,0,134791.23256646,13,33,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59301,6284120,"$50,000 to $74,999",1,1,0,0,0,0,0,67629.10711867,15,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59301,6284288,"$200,000 or more",5,2,0,0,0,3,0,256522.11201354,12,48,48,16,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,3
59301,6284295,"$200,000 or more",1,1,0,0,0,0,0,262351.81606691,13,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0
59301,6284442,"$200,000 or more",4,2,1,0,1,0,0,390613.95304977,24,44,40,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59301,6284505,"$200,000 or more",1,1,0,0,0,0,0,296632.81080908,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0
59301,6284533,"$100,000 to $149,999",2,2,0,0,0,0,0,137588.79868738,31,28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59301,6284609,"$50,000 to $74,999",2,1,0,1,0,0,0,66462.73391756,20,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,1
59301,6284737,"$75,000 to $99,999",1,1,0,0,0,0,0,87450.965681,14,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0
59301,6284767,"$25,000 to $34,999",1,1,0,0,0,0,0,34059.39464372,11,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
59301,6284852,"$75,000 to $99,999",3,3,0,0,0,0,0,78705.8691129,10,86,59,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,1,1
59301,6284895,"$15,000 to $24,999",3,1,0,0,2,0,0,24486.27039068,16,44,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,2
59301,6284918,"$50,000 to $74,999",4,4,0,0,0,0,0,65296.36071645,42,52,54,24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59301,6285043,"$15,000 to $24,999",3,1,0,0,0,2,0,19122.4670321,16,51,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,2
59301,6285057,"$75,000 to $99,999",1,1,0,0,0,0,0,92033.22332651,14,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0
59301,6285149,"$25,000 to $34,999",4,2,0,0,1,1,0,34280.99474217,12,37,18,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,3
59301,6285179,"$200,000 or more",2,2,0,0,0,0,0,305028.75210011,14,52,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1
59301,6285224,"$200,000 or more",2,2,0,0,0,0,0,336977.00044006,22,54,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59301,6285225,"$35,000 to $49,999",1,1,0,0,0,0,0,40810.09032577,18,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0
59301,6285269,"$75,000 to $99,999",4,4,0,0,0,0,0,94727.01574279,11,84,75,46,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,2
59301,6285331,"$200,000 or more",2,2,0,0,0,0,0,231453.19551035,8,58,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2
59301,6285347,"$15,000 to $24,999",2,2,0,0,0,0,0,22270.26940618,17,61,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59301,6285450,"$35,000 to $49,999",3,1,0,0,1,1,0,35913.26863807,31,46,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,2
59301,6285475,"$15,000 to $24,999",1,1,0,0,0,0,0,24252.77955524,21,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0
59301,6285544,"$150,000 to $199,999",2,2,0,0,0,0,0,164291.07006256,20,70,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1
59301,6285580,"$35,000 to $49,999",1,1,0,0,0,0,0,39096.74322312,20,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0
59301,6285745,"$100,000 to $149,999",2,2,0,0,0,0,0,141203.58273234,7,70,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1
59301,6285752,"$50,000 to $74,999",1,1,0,0,0,0,0,55152.48108789,17,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0
59301,6285761,"$100,000 to $149,999",4,2,0,0,1,1,0,109372.07981011,11,44,43,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59301,6285764,"$100,000 to $149,999",1,1,0,0,0,0,0,131759.09463401,18,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0
59301,6285981,"$200,000 or more",4,2,0,0,0,2,0,269347.89332139,12,49,49,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59301,6286067,"$100,000 to $149,999",5,4,1,0,0,0,0,107156.07882561,18,66,36,3,45,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,1,2
59301,6286101,"$35,000 to $49,999",1,1,0,0,0,0,0,46640.87535523,12,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59301,6286170,"$200,000 or more",3,2,0,0,0,1,0,259730.44904866,12,48,47,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59301,6286254,"$200,000 or more",3,3,0,0,0,0,0,408219.8106276,43,60,56,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59301,6286331,"$50,000 to $74,999",1,1,0,0,0,0,0,74625.18437315,21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0
59301,6286387,"$25,000 to $34,999",1,1,0,0,0,0,0,28800.44596587,12,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59301,6286402,"Less than $15,000",1,1,0,0,0,0,0,9911.46976921,20,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0
59301,6286419,"$75,000 to $99,999",5,2,0,1,2,0,0,97945.08156272,16,40,34,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,3
59301,6286457,"$100,000 to $149,999",2,2,0,0,0,0,0,123013.99806591,12,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59301,6286584,"$100,000 to $149,999",5,2,0,0,0,3,0,110770.86287057,21,47,45,16,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,3
59301,6286657,"$200,000 or more",4,2,1,0,1,0,0,674536.64699263,6,36,36,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59301,6286675,"$100,000 to $149,999",1,1,0,0,0,0,0,119050.05874388,14,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
59301,6286711,"$200,000 or more",2,2,0,0,0,0,0,235533.8802501,18,35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59301,6286784,"$200,000 or more",2,2,0,0,0,0,0,201719.86717881,15,47,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2
59301,6286836,"$25,000 to $34,999",5,2,0,2,2,0,0,25652.64359179,11,39,37,8,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,4
59301,6286873,"$100,000 to $149,999",1,1,0,0,0,0,0,103774.78561609,13,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59301,6286908,"$200,000 or more",4,2,1,1,0,0,0,292680.76222404,7,43,35,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59301,6286923,"$25,000 to $34,999",1,1,0,0,0,0,0,34863.64085468,20,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0
59301,6286927,"$35,000 to $49,999",5,3,1,1,0,2,0,41557.04480396,36,31,16,11,4,2,19,45,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,5
59301,6287056,"$100,000 to $149,999",5,3,1,1,1,0,0,138078.48085615,7,45,42,6,3,1,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,1,0,3
59301,6287127,"$100,000 to $149,999",4,4,0,0,0,0,0,143651.99357619,11,44,23,28,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,3
59301,6287186,"$25,000 to $34,999",1,1,0,0,0,0,0,32648.72084627,40,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0
59301,6287191,"$50,000 to $74,999",1,1,0,0,0,0,0,72292.43797093,18,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59301,6287347,"$50,000 to $74,999",1,1,0,0,0,0,0,65296.36071645,11,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
