"PUMA","SERIAL","income_cat","hh_recode","adult","preschooler","toddler","schooler","teenager","infant","hhincome","hh_num","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","per11","per12","per13","per14","per15","HINSEMP","marst1","marst2","marst3","marst4","marst5","marst6"
59302,6312341,"Less than $15,000",3,3,0,0,0,0,0,6296.68572425,21,60,50,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59302,6312446,"$50,000 to $74,999",1,1,0,0,0,0,0,57717.63734946,15,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6312533,"$150,000 to $199,999",2,2,0,0,0,0,0,196356.06382023,18,51,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0
59302,6312550,"$200,000 or more",2,2,0,0,0,0,0,470835.35064085,14,71,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,0
59302,6312819,"$100,000 to $149,999",2,2,0,0,0,0,0,137588.79868738,14,28,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6312842,"$35,000 to $49,999",1,1,0,0,0,0,0,44541.61978845,17,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
59302,6312878,"$200,000 or more",3,2,0,0,0,1,0,235557.66172408,21,54,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,2
59302,6312955,"$200,000 or more",2,2,0,0,0,0,0,233202.21482397,11,31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6313004,"$15,000 to $24,999",1,1,0,0,0,0,0,15624.42840486,11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6313005,"$100,000 to $149,999",2,2,0,0,0,0,0,100276.74698885,8,71,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6313067,"Less than $15,000",2,2,0,0,0,0,0,13992.15450896,76,59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6313129,"$100,000 to $149,999",1,1,0,0,0,0,0,102608.41241498,17,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6313248,"$75,000 to $99,999",1,1,0,0,0,0,0,92114.29653326,7,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
59302,6313351,"$150,000 to $199,999",2,2,0,0,0,0,0,150421.06585177,11,41,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6313414,"$200,000 or more",3,3,0,0,0,0,0,248360.74253404,13,70,69,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59302,6313443,"$25,000 to $34,999",3,1,0,0,2,0,0,32788.16676188,23,42,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,2
59302,6313475,"$25,000 to $34,999",2,2,0,0,0,0,0,28217.79985336,13,68,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0
59302,6313494,"$100,000 to $149,999",1,1,0,0,0,0,0,114268.90149781,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0
59302,6313496,"$100,000 to $149,999",2,2,0,0,0,0,0,129544.1746256,12,74,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6313504,"$200,000 or more",5,4,0,1,0,0,0,281137.01855893,9,54,59,28,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,3
59302,6313585,"$200,000 or more",1,1,0,0,0,0,0,272146.5404184,15,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
59302,6313653,"$50,000 to $74,999",1,1,0,0,0,0,0,58300.28346197,45,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6313664,"$200,000 or more",2,2,0,0,0,0,0,767234.67061449,11,68,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6313742,"$15,000 to $24,999",2,2,0,0,0,0,0,20288.84023321,24,68,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0
59302,6313821,"$150,000 to $199,999",1,1,0,0,0,0,0,176067.22358702,12,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0
59302,6314119,"$50,000 to $74,999",1,1,0,0,0,0,0,60143.34769542,13,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
59302,6314170,"$25,000 to $34,999",4,2,0,1,1,0,0,34980.3862724,71,31,28,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,2
59302,6314177,"$150,000 to $199,999",2,2,0,0,0,0,0,178399.96998924,9,47,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6314182,"$200,000 or more",3,2,0,0,0,1,0,304561.77042923,14,50,49,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59302,6314233,"$50,000 to $74,999",2,2,0,0,0,0,0,62031.81292465,39,56,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,0
59302,6314260,"$35,000 to $49,999",1,1,0,0,0,0,0,40810.09032577,13,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
59302,6314425,"$50,000 to $74,999",1,1,0,0,0,0,0,58300.28346197,40,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0
59302,6314429,"$25,000 to $34,999",1,1,0,0,0,0,0,28450.20971271,13,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0
59302,6314543,"$75,000 to $99,999",1,1,0,0,0,0,0,87450.965681,15,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6314646,"$200,000 or more",2,2,0,0,0,0,0,368727.43015554,24,76,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,1
59302,6314699,"$200,000 or more",2,2,0,0,0,0,0,278676.71697809,14,35,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1
59302,6314840,"$50,000 to $74,999",2,2,0,0,0,0,0,51537.69704293,14,76,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0
59302,6314986,"$200,000 or more",4,4,0,0,0,0,0,244278.9768182,12,55,55,24,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59302,6315059,"$50,000 to $74,999",2,1,0,0,1,0,0,57134.99123695,40,44,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,1
59302,6315120,"$200,000 or more",3,3,0,0,0,0,0,365801.22787991,14,37,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,3
59302,6315130,"$200,000 or more",2,2,0,0,0,0,0,348754.23494061,8,34,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,2
59302,6315140,"$200,000 or more",2,2,0,0,0,0,0,614604.08963476,19,78,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0
59302,6315220,"$75,000 to $99,999",1,1,0,0,0,0,0,99110.37378774,14,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6315262,"$35,000 to $49,999",2,1,0,0,0,1,0,44424.87437073,11,34,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,1
59302,6315429,"$200,000 or more",2,2,0,0,0,0,0,601661.56290919,10,61,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0
59302,6315465,"$200,000 or more",2,2,0,0,0,0,0,295000.53691318,14,55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6315525,"$200,000 or more",2,2,0,0,0,0,0,239031.91887734,8,32,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6315553,"$200,000 or more",3,2,0,1,0,0,0,288050.94163057,17,45,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59302,6315729,"$100,000 to $149,999",4,2,0,0,0,2,0,139921.5450896,12,50,50,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,2
59302,6315822,"$75,000 to $99,999",2,2,0,0,0,0,0,86634.82873305,14,59,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,1
59302,6316083,"$100,000 to $149,999",2,2,0,0,0,0,0,148389.91177866,7,34,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6316121,"$200,000 or more",2,2,0,0,0,0,0,205463.28737848,9,48,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6316163,"$50,000 to $74,999",5,2,0,0,2,1,0,68487.40213413,15,45,41,12,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,3
59302,6316290,"$50,000 to $74,999",1,1,0,0,0,0,0,59356.3971019,61,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
59302,6316298,"$150,000 to $199,999",4,2,0,0,0,2,0,180921.88720721,12,53,50,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59302,6316319,"$50,000 to $74,999",5,3,1,0,1,0,1,64378.61201604,28,30,27,5,3,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,0,3
59302,6316403,"$150,000 to $199,999",2,2,0,0,0,0,0,194733.51870914,16,70,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6316458,"$25,000 to $34,999",1,1,0,0,0,0,0,29678.19855095,25,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0
59302,6316517,"$150,000 to $199,999",1,1,0,0,0,0,0,156951.24241146,17,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6316545,"$35,000 to $49,999",2,2,0,0,0,0,0,36527.26305719,16,75,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6316685,"Less than $15,000",1,1,0,0,0,0,0,4566.04300416,9,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0
59302,6316742,"$75,000 to $99,999",3,2,0,0,1,0,0,98165.60068508,11,43,42,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59302,6316884,"$150,000 to $199,999",2,2,0,0,0,0,0,152955.95478282,12,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2
59302,6317007,"$75,000 to $99,999",2,2,0,0,0,0,0,76249.89143642,12,28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6317049,"Less than $15,000",1,1,0,0,0,0,0,13697.04803639,13,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
59302,6317164,"$100,000 to $149,999",2,2,0,0,0,0,0,117855.58016443,14,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6317248,"$50,000 to $74,999",5,6,0,0,0,0,0,72710.77571776,17,64,75,40,28,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,4
59302,6317282,"$200,000 or more",2,2,0,0,0,0,0,205200.61018861,14,36,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,1
59302,6317405,"$200,000 or more",2,2,0,0,0,0,0,285365.79702301,8,59,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6317498,"$100,000 to $149,999",5,3,0,0,0,2,0,102731.64368924,78,50,51,18,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,3
59302,6317547,"$100,000 to $149,999",2,2,0,0,0,0,0,105014.66519132,32,33,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1
59302,6317597,"$50,000 to $74,999",1,1,0,0,0,0,0,61639.41860398,14,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6317600,"$35,000 to $49,999",2,2,0,0,0,0,0,42233.7358363,21,63,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2
59302,6317605,"$50,000 to $74,999",1,1,0,0,0,0,0,57073.37559982,28,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1
59302,6317820,"$150,000 to $199,999",3,2,0,0,1,0,0,159805.01928906,14,31,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59302,6317861,"$150,000 to $199,999",3,2,0,1,0,0,0,165512.57304426,12,33,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59302,6317898,"$200,000 or more",4,4,0,0,0,0,0,266074.69772087,7,22,31,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,4
59302,6317941,"$75,000 to $99,999",1,1,0,0,0,0,0,89490.76756283,12,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0
59302,6318006,"$100,000 to $149,999",2,2,0,0,0,0,0,141541.92824851,9,64,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6318076,"$25,000 to $34,999",2,2,0,0,0,0,0,32531.97542855,14,81,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6318116,"$150,000 to $199,999",2,2,0,0,0,0,0,180351.13183169,13,43,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6318139,"$150,000 to $199,999",3,2,1,0,0,0,0,165283.40611318,20,69,25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,2
59302,6318142,"$150,000 to $199,999",2,2,0,0,0,0,0,167350.23239726,12,76,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6318368,"$50,000 to $74,999",3,3,0,0,0,0,0,54893.04682629,9,68,69,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,1
59302,6318400,"$200,000 or more",2,2,0,0,0,0,0,223498.29246404,11,71,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0
59302,6318422,"$75,000 to $99,999",1,1,0,0,0,0,0,91316.53617884,34,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0
59302,6318436,"$35,000 to $49,999",5,1,0,2,1,2,0,40636.05317528,46,34,14,11,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,5
59302,6318495,"$50,000 to $74,999",2,2,0,0,0,0,0,69743.49635071,10,65,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6318504,"$50,000 to $74,999",3,3,0,0,0,0,0,63922.44010606,14,64,29,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,2
59302,6318640,"Less than $15,000",1,1,0,0,0,0,0,6301.00962861,18,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0
59302,6318655,"$100,000 to $149,999",1,1,0,0,0,0,0,142682.35802346,7,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6318673,"$150,000 to $199,999",3,3,0,0,0,0,0,155809.73166042,10,62,29,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,2
59302,6318697,"$75,000 to $99,999",1,1,0,0,0,0,0,94741.06843196,20,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6318800,"$200,000 or more",4,2,0,0,2,0,0,792745.70633849,10,37,37,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59302,6318839,"$150,000 to $199,999",3,3,0,0,0,0,0,184003.7500398,14,65,62,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,1
59302,6318850,"$150,000 to $199,999",2,2,0,0,0,0,0,183775.66408481,12,68,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6318949,"$150,000 to $199,999",1,1,0,0,0,0,0,182634.15333377,12,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0
59302,6318998,"$200,000 or more",2,2,0,0,0,0,0,208887.8196316,13,49,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6319080,"$200,000 or more",4,3,0,0,0,1,0,234228.06113338,12,49,46,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59302,6319106,"$50,000 to $74,999",2,2,0,0,0,0,0,67916.64675861,27,58,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2
59302,6319110,"$200,000 or more",1,1,0,0,0,0,0,334448.59736555,12,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0
59302,6319257,"$35,000 to $49,999",2,2,0,0,0,0,0,37554.19034269,11,74,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1
59302,6319299,"$150,000 to $199,999",3,2,1,0,0,0,0,183775.66408481,19,38,39,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59302,6319340,"$50,000 to $74,999",1,1,0,0,0,0,0,61639.41860398,13,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6319426,"$50,000 to $74,999",4,3,0,0,0,1,0,51365.82184462,21,51,18,15,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,3
59302,6319547,"$100,000 to $149,999",1,1,0,0,0,0,0,125560.77773395,11,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6319613,"$150,000 to $199,999",2,2,0,0,0,0,0,151130.18616681,13,34,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6319614,"$150,000 to $199,999",2,2,0,0,0,0,0,180351.13183169,22,33,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6319743,"$50,000 to $74,999",1,1,0,0,0,0,0,73053.44513829,19,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6319784,"$35,000 to $49,999",4,2,0,0,1,1,0,37668.77380823,62,40,19,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,3
59302,6319797,"$200,000 or more",2,2,0,0,0,0,0,353853.19915714,12,72,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6319900,"$200,000 or more",5,3,0,0,1,2,0,243520.13160302,10,48,47,18,15,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,4
59302,6319928,"$75,000 to $99,999",2,2,0,0,0,0,0,94399.47998752,9,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,1
59302,6319972,"$200,000 or more",3,3,0,0,0,0,0,254089.91581104,12,64,64,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,1
59302,6320095,"$50,000 to $74,999",2,2,0,0,0,0,0,61639.41860398,16,68,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6320124,"$100,000 to $149,999",2,2,0,0,0,0,0,105014.66519132,24,79,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6320168,"$150,000 to $199,999",2,2,0,0,0,0,0,173753.93475442,14,83,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0
59302,6320171,"$100,000 to $149,999",1,1,0,0,0,0,0,139715.07865641,21,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1
59302,6320191,"$200,000 or more",2,2,0,0,0,0,0,465716.9288547,12,59,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0
59302,6320213,"$200,000 or more",4,4,0,0,0,0,0,253404.57696998,9,50,53,28,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59302,6320261,"$100,000 to $149,999",2,2,0,0,0,0,0,139372.40923588,7,72,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6320314,"$150,000 to $199,999",2,2,0,0,0,0,0,151814.44403178,19,29,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2
59302,6320361,"$100,000 to $149,999",2,2,0,0,0,0,0,106897.7255401,13,86,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6320398,"$150,000 to $199,999",4,2,0,0,2,0,0,182634.15333377,18,46,43,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59302,6320410,"$100,000 to $149,999",1,1,0,0,0,0,0,110607.63548098,14,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0
59302,6320453,"$15,000 to $24,999",1,1,0,0,0,0,0,22486.46462418,22,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,0
59302,6320548,"$100,000 to $149,999",3,2,0,0,0,1,0,141541.92824851,14,56,13,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,1,0,1
59302,6320578,"$50,000 to $74,999",2,2,0,0,0,0,0,64253.2187896,13,82,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0
59302,6320592,"$200,000 or more",5,2,0,0,2,1,0,208945.11136437,14,61,45,11,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,3
59302,6320620,"$200,000 or more",2,2,0,0,0,0,0,378965.35470393,15,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6320650,"$100,000 to $149,999",5,2,0,0,2,1,0,127330.33559328,12,48,51,12,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,3
59302,6320676,"$150,000 to $199,999",4,2,0,0,0,2,0,163229.55154218,9,51,51,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59302,6320755,"$75,000 to $99,999",2,2,0,0,0,0,0,90404.19235888,21,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6320804,"$150,000 to $199,999",2,2,0,0,0,0,0,168936.02432129,12,87,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6320833,"$150,000 to $199,999",4,3,0,0,0,1,0,153869.37957887,10,78,71,23,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59302,6320869,"$200,000 or more",5,7,0,0,0,1,0,462292.39660158,20,54,54,24,22,15,43,41,21,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,0,5
59302,6320972,"$50,000 to $74,999",4,3,0,0,1,0,0,69287.32444073,41,47,44,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
59302,6321033,"$75,000 to $99,999",3,3,0,0,0,0,0,78190.24351797,25,37,19,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,2
59302,6321034,"$100,000 to $149,999",2,2,0,0,0,0,0,138573.56790537,14,74,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0
59302,6321050,"$100,000 to $149,999",4,4,0,0,0,0,0,121680.07357085,26,32,30,26,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,3
59302,6321106,"$75,000 to $99,999",4,3,0,0,1,0,0,75792.63855035,19,50,48,9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,2
