"PUMA","SERIAL","income_cat","hh_recode","adult","preschooler","toddler","schooler","teenager","infant","hhincome","pop","hh_compos","healthcare_cost_month","taxes_month"
59301,6281247,"$200,000 or more",2,2,0,0,0,0,0,275631.281586,12,"200000",265.672779120879,5369.75333333333
59301,6281255,"$200,000 or more",2,2,0,0,0,0,0,217197.646137,8,"200000",265.672779120879,4041.78083333333
59301,6281363,"$200,000 or more",3,2,1,0,0,0,0,278662.892472,8,"200100",377.705512087912,5272.8525
59301,6281408,"$200,000 or more",2,2,0,0,0,0,0,304462.248633,12,"200000",228.917179120879,7976.18666666667
59301,6281423,"$100,000 to $149,999",2,2,0,0,0,0,0,110252.103786,9,"200000",218.571179120879,2274.89083333333
59301,6281463,"$150,000 to $199,999",2,2,0,0,0,0,0,160582.363947,16,"200000",436.710779120879,2818.21833333333
59301,6281485,"$100,000 to $149,999",1,1,0,0,0,0,0,119073.008016,9,"100000",152.314835164835,2518.7175
59301,6281624,"$35,000 to $49,999",4,2,0,0,0,2,0,42338.296062,8,"220000",80.4917582417582,0
59301,6281626,"$200,000 or more",2,2,0,0,0,0,0,302974.040457,15,"200000",436.710779120879,5998.9975
59301,6281696,"$35,000 to $49,999",2,2,0,0,0,0,0,37486.287675,13,"200000",316.143304395604,362.015833333333
59301,6281730,"$150,000 to $199,999",2,2,0,0,0,0,0,173758.525758,14,"200000",436.710779120879,3088.07333333333
59301,6281835,"$200,000 or more",1,1,0,0,0,0,0,563831.585109,8,"100000",219.456035164835,13834.4308333333
59301,6281924,"$200,000 or more",4,4,0,0,0,0,0,375520.100553,22,"400000",608.199056043956,10294.115
59301,6281949,"$150,000 to $199,999",4,3,0,1,0,0,0,156558.27357,45,"300010",452.857856043956,3299.9775
59301,6282003,"$15,000 to $24,999",1,1,0,0,0,0,0,24255.953451,7,"100000",23.0247252747253,269.6475
59301,6282042,"$200,000 or more",4,2,0,0,0,2,0,211685.347584,8,"220000",463.206656043956,3585.925
59301,6282153,"$100,000 to $149,999",2,2,0,0,0,0,0,126790.021566,7,"200000",436.710779120879,2053.18916666667
59301,6282193,"$35,000 to $49,999",5,4,0,0,0,2,0,38940.765858,7,"420000",5.84415064102564,0
59301,6282275,"$50,000 to $74,999",1,1,0,0,0,0,0,58212.857313,16,"100000",234.067627974277,904.776666666667
59301,6282299,"$150,000 to $199,999",1,1,0,0,0,0,0,159865.857126,8,"100000",152.314835164835,3540.16333333333
59301,6282343,"$100,000 to $149,999",1,1,0,0,0,0,0,115765.42446,12,"100000",664.956911501419,2393.28916666667
59301,6282407,"$200,000 or more",2,2,0,0,0,0,0,281143.580139,7,"200000",436.710779120879,5496.60833333333
59301,6282457,"Less than $15,000",1,1,0,0,0,0,0,13670.868375,17,"100000",1.91872710622711,44.6716666666667
59301,6282513,"$200,000 or more",2,2,0,0,0,0,0,275410.50345,68,"200000",436.710779120879,5364.67166666667
59301,6282524,"$15,000 to $24,999",3,1,0,0,2,0,0,17640.786339,32,"102000",3.41188186813187,0
59301,6282609,"$100,000 to $149,999",2,2,0,0,0,0,0,140020.35579,22,"200000",436.710779120879,3063.74583333333
59301,6282708,"$35,000 to $49,999",3,2,0,0,0,1,0,44210.821734,18,"210000",40.9425824175824,171.92
59301,6282751,"$75,000 to $99,999",1,1,0,0,0,0,0,77177.290347,23,"100000",152.314835164835,1395.86666666667
59301,6282762,"$200,000 or more",3,2,0,1,0,0,0,229325.111802,15,"200010",304.194312087912,4144.67416666667
59301,6282886,"$50,000 to $74,999",4,2,0,1,1,0,0,55126.051893,32,"201010",71.6913461538462,152.805833333333
59301,6282920,"$200,000 or more",2,2,0,0,0,0,0,252456.732153,7,"200000",436.710779120879,4836.43083333333
59301,6282924,"$75,000 to $99,999",5,3,0,0,1,1,0,85004.692965,20,"311000",735.153373940345,1157.26166666667
59301,6282977,"$75,000 to $99,999",2,2,0,0,0,0,0,83130.123051,8,"200000",436.710779120879,1119.9025
59301,6283128,"$15,000 to $24,999",2,2,0,0,0,0,0,21057.736842,20,"200000",2.89302884615385,202.520833333333
59301,6283161,"$100,000 to $149,999",1,1,0,0,0,0,0,115765.42446,70,"100000",219.456035164835,2427.28916666667
59301,6283174,"$75,000 to $99,999",2,2,0,0,0,0,0,80484.873903,22,"200000",334.536755926208,1088.00583333333
59301,6283182,"$150,000 to $199,999",3,2,0,0,1,0,0,163835.77509,21,"201000",304.194312087912,2742.935
59301,6283189,"$50,000 to $74,999",2,2,0,0,0,0,0,71774.358741,14,"200000",130.944535066767,925.018333333333
59301,6283241,"$200,000 or more",4,3,0,0,0,1,0,310911.832143,7,"310000",614.493456043956,6015.005
59301,6283302,"$150,000 to $199,999",2,2,0,0,0,0,0,165379.1778,6,"200000",436.710779120879,2941.21
59301,6283354,"$100,000 to $149,999",5,6,0,0,0,0,0,142336.481976,26,"600000",316.70109889254,2444.535
59301,6283533,"$100,000 to $149,999",1,1,0,0,0,0,0,117088.049034,14,"100000",115.559235164835,2463.84916666667
59301,6283648,"$75,000 to $99,999",3,2,0,0,0,0,1,99227.50668,78,"200001",555.221120376412,1803.48
59301,6283714,"$150,000 to $199,999",4,2,0,0,1,1,0,177021.13599,13,"211000",405.395056043956,2827.6675
59301,6283735,"Less than $15,000",3,1,0,0,2,0,0,6615.167112,48,"102000",3.41188186813187,0
59301,6283954,"$100,000 to $149,999",1,1,0,0,0,0,0,105511.506588,11,"100000",588.142750546019,2109.85
59301,6283958,"$50,000 to $74,999",5,3,0,0,1,1,0,72656.449164,85,"311000",102.515773940345,453.656666666667
59301,6283982,"Less than $15,000",1,1,0,0,0,0,0,5292.542538,45,"100000",1.91872710622711,35.3608333333333
59301,6284026,"$100,000 to $149,999",5,6,0,0,0,0,0,112457.840904,7,"600000",171.810883873669,1706.80333333333
59301,6284116,"$100,000 to $149,999",3,2,0,1,0,0,0,127452.355974,13,"200010",304.194312087912,1845.09
59301,6284120,"$50,000 to $74,999",1,1,0,0,0,0,0,63946.956123,15,"100000",219.704606593407,1053.2625
59301,6284288,"$200,000 or more",5,2,0,0,0,3,0,242555.446026,12,"230000",537.722686970173,4108.56916666667
59301,6284295,"$200,000 or more",1,1,0,0,0,0,0,248067.744579,13,"100000",219.456035164835,6086.9975
59301,6284442,"$200,000 or more",4,2,1,0,1,0,0,369346.489713,24,"201100",415.741056043956,7333.7125
59301,6284505,"$200,000 or more",1,1,0,0,0,0,0,280482.267852,7,"100000",219.456035164835,7193.95333333333
59301,6284533,"$100,000 to $149,999",2,2,0,0,0,0,0,130097.605122,31,"200000",201.930779120879,2163.59083333333
59301,6284609,"$50,000 to $74,999",2,1,0,1,0,0,0,62844.087564,20,"100010",191.924664835165,774.7025
59301,6284737,"$75,000 to $99,999",1,1,0,0,0,0,0,82689.5889,14,"100000",219.456035164835,1507.4425
59301,6284767,"$25,000 to $34,999",1,1,0,0,0,0,0,32204.988468,11,"100000",23.0247252747253,389.066666666667
59301,6284852,"$50,000 to $74,999",3,3,0,0,0,0,0,74420.63001,10,"300000",549.104712087912,1293.31583333333
59301,6284895,"$15,000 to $24,999",3,1,0,0,2,0,0,23153.084892,16,"102000",3.41188186813187,0
59301,6284918,"$50,000 to $74,999",4,4,0,0,0,0,0,61741.219005,42,"400000",612.589746153846,766.3325
59301,6285043,"$15,000 to $24,999",3,1,0,0,0,2,0,18081.32049,16,"120000",3.41188186813187,0
59301,6285057,"$75,000 to $99,999",1,1,0,0,0,0,0,87022.359819,14,"100000",219.456035164835,1200.19916666667
59301,6285149,"$25,000 to $34,999",4,2,0,0,1,1,0,32414.523273,12,"211000",5.97427884615385,0
59301,6285179,"$200,000 or more",2,2,0,0,0,0,0,288421.081659,14,"200000",1446.56837912088,7452.91916666667
59301,6285224,"$200,000 or more",2,2,0,0,0,0,0,318629.867814,22,"200000",436.710779120879,6359.29
59301,6285225,"$35,000 to $49,999",1,1,0,0,0,0,0,38588.134113,18,"100000",219.456035164835,498.6125
59301,6285269,"$75,000 to $99,999",4,4,0,0,0,0,0,89569.485351,11,"400000",83.361456043956,1230.4125
59301,6285331,"$200,000 or more",2,2,0,0,0,0,0,218851.437915,8,"200000",436.710779120879,5183.53666666667
59301,6285347,"$15,000 to $24,999",2,2,0,0,0,0,0,21057.736842,17,"200000",2.89302884615385,140.6925
59301,6285450,"$25,000 to $34,999",3,1,0,0,1,1,0,33957.925983,31,"111000",40.9425824175824,0
59301,6285475,"$15,000 to $24,999",1,1,0,0,0,0,0,22932.306756,21,"100000",1.91872710622711,246.931666666667
59301,6285544,"$150,000 to $199,999",2,2,0,0,0,0,0,155346.038064,20,"200000",756.996792064013,3405.70083333333
59301,6285580,"$35,000 to $49,999",1,1,0,0,0,0,0,36968.072328,20,"100000",219.456035164835,470.809166666667
59301,6285745,"$100,000 to $149,999",2,2,0,0,0,0,0,133515.577746,7,"200000",724.570423474955,2227.34916666667
59301,6285752,"$50,000 to $74,999",1,1,0,0,0,0,0,52149.635541,17,"100000",219.704606593407,731.350833333333
59301,6285761,"$100,000 to $149,999",4,2,0,0,1,1,0,103417.180659,11,"211000",452.496656043956,981.5625
59301,6285764,"$100,000 to $149,999",1,1,0,0,0,0,0,124585.306569,18,"100000",219.456035164835,2671.08833333333
59301,6285981,"$200,000 or more",4,2,0,0,0,2,0,254682.911691,12,"220000",463.206656043956,4554.32916666667
59301,6286067,"$100,000 to $149,999",5,4,1,0,0,0,0,101321.832609,18,"400100",668.387486970173,1827.37333333333
59301,6286101,"$35,000 to $49,999",1,1,0,0,0,0,0,44101.454787,12,"100000",115.559235164835,610.23
59301,6286170,"$200,000 or more",3,2,0,0,0,1,0,245589.101154,12,"210000",377.705512087912,4511.7175
59301,6286254,"$200,000 or more",3,3,0,0,0,0,0,385993.77444,43,"300000",532.464312087912,8166.46666666667
59301,6286331,"$50,000 to $74,999",1,1,0,0,0,0,0,70562.123235,21,"100000",219.704606593407,1193.3975
59301,6286387,"$25,000 to $34,999",1,1,0,0,0,0,0,27232.369803,12,"100000",98.8487252747253,320.728333333333
59301,6286402,"Less than $15,000",1,1,0,0,0,0,0,9371.827449,20,"100000",1.91872710622711,15.9491666666667
59301,6286419,"$75,000 to $99,999",5,2,0,1,2,0,0,92612.339568,16,"202010",222.059542274852,546.133333333333
59301,6286457,"$100,000 to $149,999",2,2,0,0,0,0,0,116316.347679,12,"200000",436.710779120879,1781.96916666667
59301,6286584,"$100,000 to $149,999",5,2,0,0,0,3,0,104739.805233,21,"230000",276.636146243785,756.94
59301,6286657,"$200,000 or more",4,2,1,0,1,0,0,637810.658847,6,"201100",378.985456043956,16247.6491666667
59301,6286675,"$100,000 to $149,999",1,1,0,0,0,0,0,112568.229972,14,"100000",641.006084600652,2304.91416666667
59301,6286711,"$200,000 or more",2,2,0,0,0,0,0,222709.94469,18,"200000",228.917179120879,4164.30333333333
59301,6286784,"$150,000 to $199,999",2,2,0,0,0,0,0,190736.977689,15,"200000",302.428379120879,4339.00916666667
59301,6286836,"$15,000 to $24,999",5,2,0,2,2,0,0,24255.953451,11,"202020",5.84415064102564,0
59301,6286873,"$75,000 to $99,999",1,1,0,0,0,0,0,98124.638121,13,"100000",219.456035164835,1907.13916666667
59301,6286908,"$200,000 or more",4,2,1,1,0,0,0,276745.393476,7,"200110",415.741056043956,5062.0575
59301,6286923,"$25,000 to $34,999",1,1,0,0,0,0,0,32965.446492,20,"100000",219.385925274725,402.1175
59301,6286927,"$35,000 to $49,999",5,3,1,1,0,2,0,39294.419724,36,"320110",5.84415064102564,0
59301,6287056,"$100,000 to $149,999",5,3,1,1,1,0,0,130560.625935,7,"301110",723.373886970173,1425.58
59301,6287127,"$100,000 to $149,999",4,4,0,0,0,0,0,135830.681811,11,"400000",446.347856043956,2981.93666666667
59301,6287186,"$25,000 to $34,999",1,1,0,0,0,0,0,30871.120563,40,"100000",152.244725274725,260.043333333333
59301,6287191,"$50,000 to $74,999",1,1,0,0,0,0,0,68356.386117,18,"100000",219.704606593407,1167.44583333333
59301,6287347,"$50,000 to $74,999",1,1,0,0,0,0,0,61741.219005,11,"100000",219.704606593407,996.144166666667
59301,6287408,"$75,000 to $99,999",3,2,0,0,1,0,0,97352.936766,39,"201000",444.846712087912,1127.49
59301,6287443,"$100,000 to $149,999",3,2,0,0,0,0,1,102535.090236,14,"200001",293.848312087912,1216.42416666667
59301,6287505,"$75,000 to $99,999",2,2,0,0,0,0,0,81586.720341,8,"200000",436.710779120879,1106.915
59301,6287661,"$35,000 to $49,999",2,2,0,0,0,0,0,42998.586228,16,"200000",436.680504395604,446.9875
59301,6287705,"$100,000 to $149,999",1,1,0,0,0,0,0,101432.221677,27,"100000",219.456035164835,2031.09166666667
59301,6287734,"$150,000 to $199,999",1,1,0,0,0,0,0,182026.462527,7,"100000",219.456035164835,4039.205
59301,6287757,"$35,000 to $49,999",3,2,0,0,1,0,0,39691.002672,43,"201000",40.9425824175824,39.1658333333333
59301,6287825,"$200,000 or more",3,3,0,0,0,0,0,243111.47985,14,"300000",532.464312087912,4621.3675
59301,6287840,"$100,000 to $149,999",2,2,0,0,0,0,0,116982.770571,21,"200000",436.710779120879,1799.2275
59301,6287866,"$50,000 to $74,999",2,2,0,0,0,0,0,73869.706791,16,"200000",423.321208706975,1310.21583333333
59301,6287875,"$50,000 to $74,999",4,4,0,0,0,0,0,55567.608165,11,"400000",71.6913461538462,660.383333333333
59301,6287908,"$200,000 or more",2,2,0,0,0,0,0,244760.161023,16,"200000",218.571179120879,4659.30833333333
59301,6287921,"$100,000 to $149,999",4,2,0,0,1,1,0,132303.34224,10,"211000",519.637856043956,1720.70916666667
59301,6287938,"$100,000 to $149,999",2,2,0,0,0,0,0,106944.52023,18,"200000",436.710779120879,1564.03416666667
59301,6288102,"$200,000 or more",3,3,0,0,0,0,0,280449.55998,7,"300000",532.464312087912,5480.63583333333
59301,6288175,"$200,000 or more",2,2,0,0,0,0,0,659309.951961,14,"200000",228.917179120879,16977.6833333333
59301,6288301,"$50,000 to $74,999",1,1,0,0,0,0,0,57331.789011,14,"100000",227.467368131419,881.960833333333
59301,6288304,"Less than $15,000",2,2,0,0,0,0,0,7937.791686,14,"200000",2.89302884615385,6.3675
59301,6288336,"$75,000 to $99,999",3,1,0,0,0,2,0,89304.756012,18,"120000",370.974312087912,1287.39083333333
59301,6288351,"$50,000 to $74,999",1,1,0,0,0,0,0,73648.928655,12,"100000",219.456035164835,1273.33166666667
59301,6288373,"$15,000 to $24,999",2,2,0,0,0,0,0,19845.501336,13,"200000",2.89302884615385,124.935
59301,6288435,"$35,000 to $49,999",1,1,0,0,0,0,0,39691.002672,29,"100000",149.594403876295,534.539166666667
59301,6288448,"$25,000 to $34,999",1,1,0,0,0,0,0,27563.537007,28,"100000",23.0247252747253,309.411666666667
59301,6288521,"$100,000 to $149,999",1,1,0,0,0,0,0,124144.772418,23,"100000",219.456035164835,2658.91083333333
59301,6288598,"$75,000 to $99,999",2,2,0,0,0,0,0,90406.60245,12,"200000",228.917179120879,1738.44416666667
59301,6288708,"$50,000 to $74,999",2,2,0,0,0,0,0,51597.690201,19,"200000",436.835064835165,721.8775
59301,6288824,"$35,000 to $49,999",2,2,0,0,0,0,0,37926.821826,7,"200000",43.9581043956044,357.556666666667
59301,6288881,"$15,000 to $24,999",2,2,0,0,0,0,0,22491.772605,24,"200000",2.89302884615385,239.371666666667
59301,6288969,"Less than $15,000",1,1,0,0,0,0,0,9701.972532,47,"100000",1.91872710622711,64.8216666666667
59301,6288999,"$150,000 to $199,999",2,2,0,0,0,0,0,154353.558573,22,"200000",436.710779120879,2690.65083333333
59301,6289081,"$100,000 to $149,999",3,2,0,0,1,0,0,101112.297804,24,"201000",377.705512087912,1192.0075
59301,6289085,"$35,000 to $49,999",4,2,0,0,1,1,0,46746.703935,41,"211000",80.4917582417582,0
59301,6289162,"$200,000 or more",2,2,0,0,0,0,0,240350.731029,8,"200000",436.710779120879,4530.8325
59301,6289199,"$50,000 to $74,999",5,2,0,1,2,0,0,68356.386117,14,"202010",421.101407692308,129.86
59301,6289217,"$150,000 to $199,999",2,2,0,0,0,0,0,176403.774906,13,"200000",265.672779120879,3166.99916666667
59301,6289235,"$200,000 or more",2,2,0,0,0,0,0,200659.728357,16,"200000",208.225179120879,3674.19
59301,6289243,"$25,000 to $34,999",2,2,0,0,0,0,0,26350.27938,14,"200000",34.7163461538462,179.105
59301,6289322,"$100,000 to $149,999",5,2,0,0,1,2,0,123482.43801,12,"221000",474.921486970173,1242.2875
59301,6289364,"$200,000 or more",4,2,1,0,1,0,0,262400.947362,7,"201100",378.985456043956,4731.945
59301,6289402,"$200,000 or more",2,2,0,0,0,0,0,212236.270803,13,"200000",369.569579120879,3931.50416666667
59301,6289412,"$35,000 to $49,999",4,3,0,0,0,1,0,46746.703935,24,"310000",80.4917582417582,250.639166666667
59301,6289623,"$150,000 to $199,999",1,1,0,0,0,0,0,152038.454508,14,"100000",219.456035164835,3366.1825
59301,6289666,"$25,000 to $34,999",3,2,0,0,1,0,0,30871.120563,22,"201000",3.41188186813187,0
59301,6289680,"$35,000 to $49,999",4,2,0,0,1,0,1,38588.134113,42,"201001",376.115758241758,0
59301,6289767,"$200,000 or more",2,2,0,0,0,0,0,277835.996583,22,"200000",228.917179120879,5420.48916666667
59301,6289770,"$150,000 to $199,999",4,4,0,0,0,0,0,161409.259836,25,"400000",599.240682662072,3574.46916666667
59301,6289772,"$200,000 or more",2,2,0,0,0,0,0,209479.610466,16,"200000",218.571179120879,3870.23083333333
59301,6289789,"$50,000 to $74,999",1,1,0,0,0,0,0,55126.051893,25,"100000",210.943747782361,824.841666666667
59301,6289809,"$100,000 to $149,999",2,2,0,0,0,0,0,121277.723013,19,"200000",501.784192502167,1935.19666666667
59301,6289812,"$75,000 to $99,999",2,1,0,0,0,1,0,82689.5889,22,"110000",202.510379120879,1337.20166666667
59301,6289956,"$50,000 to $74,999",2,2,0,0,0,0,0,57331.789011,8,"200000",436.835064835165,690.66
59301,6289964,"$75,000 to $99,999",3,3,0,0,0,0,0,99227.50668,23,"300000",131.171120376412,1936.14666666667
59301,6290021,"$200,000 or more",3,2,0,1,0,0,0,330757.333479,12,"200010",377.705512087912,6471.71333333333
59301,6290039,"$75,000 to $99,999",4,4,0,0,0,0,0,93714.186006,26,"400000",513.489056043956,1824.095
59301,6290077,"$50,000 to $74,999",5,3,1,0,1,0,0,60253.010829,80,"301100",70.1298076923077,240.7925
59301,6290130,"$200,000 or more",2,2,0,0,0,0,0,206392.805046,13,"200000",228.917179120879,3801.62
59301,6290229,"$75,000 to $99,999",1,1,0,0,0,0,0,78499.914921,7,"100000",219.456035164835,1398.94916666667
59301,6290341,"$150,000 to $199,999",5,5,0,0,1,1,0,178829.268039,8,"511000",806.797086970173,2872.595
59301,6290344,"$200,000 or more",2,2,0,0,0,0,0,275631.281586,13,"200000",436.710779120879,5342.75333333333
59301,6290464,"$35,000 to $49,999",4,2,1,1,0,0,0,35280.550557,64,"200110",80.4917582417582,0
59301,6290630,"$50,000 to $74,999",2,2,0,0,0,0,0,55457.219097,24,"200000",182.449416190041,658.488333333333
59301,6290647,"$35,000 to $49,999",2,1,0,0,1,0,0,41300.843247,12,"101000",43.9581043956044,309.430833333333
59301,6290715,"$100,000 to $149,999",2,2,0,0,0,0,0,104299.271082,10,"200000",436.710779120879,1483.2
59301,6290804,"$75,000 to $99,999",1,1,0,0,0,0,0,90406.60245,14,"100000",484.594835164835,1738.44416666667
59301,6290842,"$150,000 to $199,999",1,1,0,0,0,0,0,176403.774906,7,"100000",152.314835164835,3920.2775
59301,6290935,"$150,000 to $199,999",3,3,0,0,0,0,0,169403.268177,12,"300000",532.464312087912,2998.875
59301,6291052,"$100,000 to $149,999",1,1,0,0,0,0,0,111465.361413,22,"100000",219.456035164835,2274.42666666667
59301,6291349,"$100,000 to $149,999",2,2,0,0,0,0,0,101432.221677,7,"200000",436.710779120879,1433.9975
59301,6291480,"$75,000 to $99,999",1,1,0,0,0,0,0,77728.213566,13,"100000",219.456035164835,1378.96583333333
59301,6291542,"$25,000 to $34,999",3,3,0,0,0,0,0,26681.446584,25,"300000",3.41188186813187,311.273333333333
59301,6291627,"$75,000 to $99,999",2,2,0,0,0,0,0,77728.213566,15,"200000",175.546058946871,1410.1325
59301,6291661,"$200,000 or more",5,4,0,0,0,1,0,209479.610466,19,"410000",975.203777636581,3703.56416666667
59301,6291751,"Less than $15,000",4,1,0,0,2,1,0,13230.334224,24,"112000",5.97427884615385,0
59301,6291755,"$100,000 to $149,999",2,2,0,0,0,0,0,146635.522902,28,"200000",704.448379120879,3246.09
59301,6291776,"$200,000 or more",4,3,0,1,0,0,0,244430.01594,24,"300010",519.999056043956,4485.0425
59301,6291822,"$200,000 or more",3,3,0,0,0,0,0,226569.473586,8,"300000",1234.66540434665,4250.09166666667
59301,6291919,"$100,000 to $149,999",2,2,0,0,0,0,0,106404.840342,7,"200000",436.710779120879,1550.05833333333
59301,6291987,"$100,000 to $149,999",2,2,0,0,0,0,0,143327.939346,15,"200000",332.813979120879,2489.59083333333
59301,6292003,"$50,000 to $74,999",2,2,0,0,0,0,0,60639.372567,21,"200000",212.401064835165,967.611666666667
59301,6292069,"$50,000 to $74,999",2,2,0,0,0,0,0,61741.219005,14,"200000",436.835064835165,752.8325
59301,6292099,"$100,000 to $149,999",2,2,0,0,0,0,0,149656.912578,13,"200000",218.571179120879,3313.24666666667
59301,6292260,"$100,000 to $149,999",3,3,0,0,0,0,0,127220.334507,12,"300000",528.992312087912,2089.0825
59301,6292287,"$100,000 to $149,999",1,1,0,0,0,0,0,108047.388789,9,"100000",607.139554107656,2179.94583333333
59301,6292424,"$35,000 to $49,999",1,1,0,0,0,0,0,43703.849718,11,"100000",85.8418434219398,586.405833333333
59301,6292486,"$200,000 or more",5,5,1,0,0,0,0,312235.478838,13,"500100",1620.8086529524,6045.4675
59301,6292545,"$75,000 to $99,999",1,1,0,0,0,0,0,79382.005344,11,"100000",219.456035164835,1421.79166666667
59301,6292606,"$15,000 to $24,999",2,2,0,0,0,0,0,20837.980827,17,"200000",2.89302884615385,138.196666666667
59301,6292677,"$75,000 to $99,999",3,3,0,0,0,0,0,78279.136785,21,"300000",150.319055464174,1050.15083333333
59301,6292793,"$200,000 or more",4,2,0,0,0,2,0,218300.514696,8,"220000",463.206656043956,3732.9625
59301,6292807,"$100,000 to $149,999",1,1,0,0,0,0,0,115765.42446,16,"100000",152.314835164835,2427.28916666667
59301,6293087,"$50,000 to $74,999",2,2,0,0,0,0,0,66151.67112,25,"200000",436.835064835165,842.023333333333
59301,6293198,"$150,000 to $199,999",4,2,0,0,1,0,1,198455.01336,10,"201001",415.741056043956,3291.85
59301,6293227,"$200,000 or more",5,5,0,0,0,0,0,280041.733701,55,"500000",1597.28883361306,5471.25083333333
59301,6293304,"$50,000 to $74,999",1,1,0,0,0,0,0,70881.024987,24,"100000",219.704606593407,1232.8225
59301,6293326,"$200,000 or more",3,2,0,0,0,1,0,281364.358275,9,"210000",455.556712087912,5335.0225
59301,6293410,"$200,000 or more",4,2,0,0,0,2,0,213890.062581,7,"220000",597.489056043956,3634.92833333333
59301,6293514,"$100,000 to $149,999",2,2,0,0,0,0,0,148841.26002,14,"200000",228.917179120879,3295.1175
59301,6293526,"$75,000 to $99,999",2,2,0,0,0,0,0,98124.638121,7,"200000",328.33977723485,1377.23333333333
59301,6293542,"Less than $15,000",1,1,0,0,0,0,0,12789.800073,15,"100000",1.91872710622711,85.4516666666667
