"PUMA","SERIAL","income_cat","hh_recode","adult","preschooler","toddler","schooler","teenager","infant","hhincome","pop","hh_compos","healthcare_cost_month","taxes_month"
59301,6389849,"$100,000 to $149,999",2,2,0,0,0,0,0,136972.390968,21,"200000",332.813979120879,3013.49416666667
59301,6389916,"$150,000 to $199,999",1,1,0,0,0,0,0,185439.324546,7,"100000",219.456035164835,4138.91166666667
59301,6389923,"$25,000 to $34,999",5,2,1,0,1,1,0,29501.478423,39,"211100",5.84415064102564,0
59301,6389937,"Less than $15,000",1,1,0,0,0,0,0,3160.398132,16,"100000",1.91872710622711,0
59301,6390025,"$200,000 or more",4,2,0,0,2,0,0,251817.906528,8,"202000",415.741056043956,4488.39666666667
59301,6390059,"$75,000 to $99,999",1,1,0,0,0,0,0,80602.417818,6,"100000",219.456035164835,1453.395
59301,6390198,"$25,000 to $34,999",5,2,1,1,2,0,0,29501.478423,42,"202110",5.84415064102564,0
59301,6390239,"$100,000 to $149,999",1,1,0,0,0,0,0,126435.345579,21,"100000",353.324835164835,2722.23
59301,6390314,"$50,000 to $74,999",2,2,0,0,0,0,0,70276.951476,12,"200000",436.835064835165,899.320833333333
59301,6390326,"$200,000 or more",3,2,0,1,0,0,0,287641.203336,28,"200010",304.194312087912,5479.47416666667
59301,6390417,"$50,000 to $74,999",2,2,0,0,0,0,0,63218.18385,38,"200000",208.349464835165,791.68
59301,6390473,"$200,000 or more",2,2,0,0,0,0,0,389000.854422,6,"200000",1446.56837912088,8220.68083333333
59301,6394866,"$35,000 to $49,999",2,2,0,0,0,0,0,42999.608349,31,"200000",436.680504395604,591.32
59301,6394901,"$100,000 to $149,999",5,3,0,0,0,2,0,109697.092083,8,"320000",699.719486970173,1135.31166666667
59301,6394997,"$150,000 to $199,999",2,2,0,0,0,0,0,184208.690862,16,"200000",265.672779120879,4148.2925
59301,6395141,"$75,000 to $99,999",3,3,0,0,0,0,0,83100.481542,17,"300000",428.567512087912,1132.89333333333
59301,6395143,"$35,000 to $49,999",1,1,0,0,0,0,0,36945.585666,12,"100000",23.0948351648352,470.423333333333
59301,6395286,"$100,000 to $149,999",2,2,0,0,0,0,0,144883.607508,25,"200000",369.569579120879,2521.45166666667
59301,6395332,"$100,000 to $149,999",3,3,0,0,0,0,0,116631.160947,16,"300000",338.605394557791,1790.1225
59301,6395366,"$150,000 to $199,999",4,2,1,0,1,0,0,190418.075937,8,"201100",415.741056043956,3120.68583333333
59301,6395396,"$50,000 to $74,999",1,1,0,0,0,0,0,62092.828629,11,"100000",219.704606593407,974.0825
59301,6395497,"$50,000 to $74,999",1,1,0,0,0,0,0,70372.008729,21,"100000",219.704606593407,1219.64166666667
59301,6395563,"$15,000 to $24,999",1,1,0,0,0,0,0,18628.155225,15,"100000",1.91872710622711,179.235833333333
59301,6395606,"$200,000 or more",4,2,0,0,0,2,0,226855.667466,6,"220000",586.779056043956,3923.1175
59301,6395622,"$200,000 or more",2,2,0,0,0,0,0,248371.314516,5,"200000",218.571179120879,4742.4125
59301,6395700,"Less than $15,000",4,1,1,0,0,2,0,12263.407758,14,"120100",5.97427884615385,0
59301,6395739,"$35,000 to $49,999",1,1,0,0,0,0,0,47604.263454,27,"100000",219.704606593407,670.344166666667
59301,6395760,"$100,000 to $149,999",5,2,1,1,1,0,0,139708.608885,12,"201110",453.501486970173,1662.47083333333
59301,6395969,"$75,000 to $99,999",1,1,0,0,0,0,0,99348.116958,13,"100000",219.456035164835,1939.48083333333
59301,6396138,"$100,000 to $149,999",4,2,0,0,2,0,0,147987.788985,19,"202000",415.741056043956,2106.265
59301,6396144,"$50,000 to $74,999",4,2,0,1,1,0,0,62920.746639,18,"201010",71.6913461538462,286.575
59301,6396286,"$25,000 to $34,999",1,1,0,0,0,0,0,31046.925375,11,"100000",219.385925274725,386.1925
59301,6396307,"$50,000 to $74,999",2,2,0,0,0,0,0,51743.853504,25,"200000",218.695464835165,594.760833333333
59301,6396313,"$200,000 or more",2,2,0,0,0,0,0,352294.44507,6,"200000",228.917179120879,7155.48
59301,6396403,"$100,000 to $149,999",5,4,0,1,1,0,0,105143.543028,23,"401010",102.529886970173,1267.39666666667
59301,6396445,"$15,000 to $24,999",4,1,1,0,0,1,1,24329.546163,36,"110101",5.97427884615385,0
59301,6396446,"$100,000 to $149,999",2,2,0,0,0,0,0,134534.632383,36,"200000",436.710779120879,2253.7375
59301,6396474,"$200,000 or more",2,2,0,0,0,0,0,601679.703618,7,"200000",265.672779120879,15069.0475
59301,6396490,"$100,000 to $149,999",5,3,0,0,0,2,0,120667.516776,25,"320000",475.224522710873,1419.39333333333
59301,6396654,"$15,000 to $24,999",1,1,0,0,0,0,0,20697.95025,48,"100000",1.91872710622711,211.140833333333
59301,6396776,"$150,000 to $199,999",2,2,0,0,0,0,0,187312.872339,15,"200000",316.173579120879,4238.9775
59301,6396780,"$100,000 to $149,999",1,1,0,0,0,0,0,144883.607508,10,"100000",115.559235164835,3207.15
59301,6396967,"$150,000 to $199,999",2,2,0,0,0,0,0,151196.226804,16,"200000",725.909721342429,2625.9875
59301,6397017,"$75,000 to $99,999",5,2,0,1,2,0,0,84860.573904,52,"202010",115.51335015922,413.1
59301,6397140,"$50,000 to $74,999",1,1,0,0,0,0,0,62092.828629,18,"100000",115.807806593407,1005.24916666667
59301,6397147,"$200,000 or more",3,2,0,0,0,1,0,579947.366916,8,"210000",522.697912087912,14360.1325
59301,6397296,"$150,000 to $199,999",2,2,0,0,0,0,0,194557.665987,20,"200000",228.917179120879,3538.80083333333
59301,6397297,"Less than $15,000",2,2,0,0,0,0,0,13557.412944,55,"200000",2.89302884615385,43.9141666666667
59301,6397307,"$100,000 to $149,999",3,3,0,0,0,0,0,128325.247308,12,"300000",487.488147298095,2117.695
59301,6397326,"$35,000 to $49,999",5,3,1,1,0,3,0,36220.901877,9,"330110",5.84415064102564,0
59301,6397409,"$35,000 to $49,999",1,1,0,0,0,0,0,36220.901877,14,"100000",23.0948351648352,331.26
59301,6397425,"$75,000 to $99,999",4,3,0,0,1,0,0,97092.295911,7,"301000",120.767237776668,1109.51583333333
59301,6397495,"$100,000 to $149,999",1,1,0,0,0,0,0,141778.40391,16,"100000",353.324835164835,3138.12916666667
59301,6397692,"$75,000 to $99,999",2,2,0,0,0,0,0,76581.393804,14,"200000",228.917179120879,1021.01583333333
59301,6397731,"$50,000 to $74,999",1,1,0,0,0,0,0,72027.844749,14,"100000",219.456035164835,1262.51916666667
59301,6397783,"$100,000 to $149,999",5,4,1,0,2,0,0,113836.682133,54,"402100",120.387637328022,1492.50666666667
59301,6397864,"$150,000 to $199,999",3,2,0,0,0,1,0,188865.474138,9,"210000",455.556712087912,3255.55416666667
59301,6397885,"$100,000 to $149,999",1,1,0,0,0,0,0,143641.730493,19,"100000",219.456035164835,3179.5475
59301,6397887,"$200,000 or more",4,3,0,0,0,1,0,407691.359028,4,"310000",608.199056043956,8764.38833333333
59301,6397906,"$15,000 to $24,999",4,2,0,0,0,2,0,20697.95025,26,"220000",5.97427884615385,0
59301,6398049,"$75,000 to $99,999",2,2,0,0,0,0,0,93139.754004,20,"200000",228.917179120879,1305.18416666667
59301,6398098,"$200,000 or more",5,2,0,0,0,3,0,253545.291018,14,"230000",537.722686970173,4361.48166666667
59301,6398146,"$50,000 to $74,999",1,1,0,0,0,0,0,68302.213704,13,"100000",219.704606593407,1134.87666666667
59301,6398266,"$75,000 to $99,999",1,1,0,0,0,0,0,78029.739261,7,"100000",382.271304612223,1386.775
59301,6398307,"$200,000 or more",2,2,0,0,0,0,0,248371.314516,11,"200000",302.428379120879,4742.4125
59301,6398340,"$35,000 to $49,999",1,1,0,0,0,0,0,42947.480178,75,"100000",219.456035164835,590.425833333333
59301,6398354,"$100,000 to $149,999",2,2,0,0,0,0,0,122633.055459,17,"200000",195.636379120879,2617.125
59301,6398355,"$100,000 to $149,999",2,2,0,0,0,0,0,101417.911983,8,"200000",201.930779120879,2030.69583333333
59301,6398363,"$150,000 to $199,999",3,2,0,1,0,0,0,181114.730595,7,"200010",304.194312087912,3096.815
59301,6398437,"$25,000 to $34,999",3,1,1,0,1,0,0,26907.335325,35,"101100",3.41188186813187,0
59301,6398456,"$100,000 to $149,999",1,1,0,0,0,0,0,119011.680756,23,"100000",115.559235164835,2517.02416666667
59301,6398488,"$200,000 or more",2,2,0,0,0,0,0,914524.366572,6,"200000",1446.56837912088,25707.0191666667
59301,6398512,"$150,000 to $199,999",5,5,1,0,1,2,0,192798.595746,8,"521100",994.982286970173,3311.35666666667
59301,6398537,"$200,000 or more",4,2,0,0,1,1,0,393254.922024,12,"211000",415.741056043956,8101.58333333333
59301,6398546,"$150,000 to $199,999",2,2,0,0,0,0,0,173445.756732,14,"200000",892.585424659529,3081.66833333333
59301,6398607,"$200,000 or more",3,3,0,0,0,0,0,225500.33502,19,"300000",532.464312087912,4226.3275
59301,6398842,"$75,000 to $99,999",2,2,0,0,0,0,0,81755.370306,29,"200000",282.774299991954,1483.25083333333
59301,6398864,"$150,000 to $199,999",1,1,0,0,0,0,0,164442.914964,19,"100000",219.456035164835,3641.89916666667
59301,6398923,"$100,000 to $149,999",1,1,0,0,0,0,0,132671.3058,13,"100000",152.314835164835,2894.60333333333
59301,6398976,"$200,000 or more",3,3,0,0,0,0,0,322013.088324,22,"300000",481.963512087912,6437.1475
59301,6399146,"$75,000 to $99,999",1,1,0,0,0,0,0,94174.140456,7,"100000",152.314835164835,1836.00666666667
59301,6399240,"$15,000 to $24,999",1,1,0,0,0,0,0,18628.155225,12,"100000",1.91872710622711,179.235833333333
59301,6399271,"$150,000 to $199,999",2,2,0,0,0,0,0,195592.052439,11,"200000",195.636379120879,4484.5875
59301,6399329,"$150,000 to $199,999",4,2,1,0,0,0,1,158336.76411,21,"200101",378.985456043956,2363.41083333333
59301,6399341,"$75,000 to $99,999",1,1,0,0,0,0,0,76581.393804,9,"100000",219.456035164835,1380.43583333333
59301,6399451,"$200,000 or more",2,2,0,0,0,0,0,230467.84308,20,"200000",436.710779120879,4309.74
59301,6399510,"$150,000 to $199,999",4,4,0,0,0,0,0,171479.195928,23,"400000",634.026256043956,3066.1425
59301,6399533,"$200,000 or more",2,2,0,0,0,0,0,399547.0989,39,"200000",436.710779120879,8537.07
59301,6399607,"$35,000 to $49,999",1,1,0,0,0,0,0,41394.878379,16,"100000",191.449130733477,563.78
59301,6399739,"$25,000 to $34,999",4,2,0,0,0,2,0,34979.024862,40,"220000",459.900158241758,0
59301,6399772,"$100,000 to $149,999",1,1,0,0,0,0,0,113836.682133,24,"100000",650.508314838456,2339.97416666667
59301,6399777,"$100,000 to $149,999",3,2,0,0,0,0,1,103487.707008,9,"200001",304.194312087912,1232.7725
59301,6399873,"$150,000 to $199,999",2,2,0,0,0,0,0,177999.305787,7,"200000",436.710779120879,3966.88916666667
59301,6399881,"$50,000 to $74,999",1,1,0,0,0,0,0,62092.828629,32,"100000",152.563406593407,1005.24916666667
59301,6400018,"$75,000 to $99,999",4,2,1,0,0,0,1,94856.917284,39,"200101",378.985456043956,834.654166666667
59301,6400144,"$150,000 to $199,999",3,2,0,1,0,0,0,165580.535637,18,"200010",293.848312087912,2778.66666666667
59301,6400227,"$200,000 or more",2,2,0,0,0,0,0,203457.273534,6,"200000",218.571179120879,4720.54583333333
59301,6400288,"$100,000 to $149,999",2,1,0,1,0,0,0,124185.657258,18,"100010",228.555979120879,2493.37583333333
59301,6400497,"$150,000 to $199,999",2,2,0,0,0,0,0,175929.510762,8,"200000",704.448379120879,3906.42333333333
59301,6400582,"$50,000 to $74,999",5,2,0,0,2,1,0,65197.010106,21,"212000",524.998207692308,75.64
59301,6400688,"$200,000 or more",2,2,0,0,0,0,0,246301.519491,7,"200000",228.917179120879,4694.78
59301,6400764,"Less than $15,000",1,1,0,0,0,0,0,13660.647165,13,"100000",1.91872710622711,91.27
59301,6400847,"$25,000 to $34,999",2,2,0,0,0,0,0,30011.516802,33,"200000",34.7163461538462,246.7925
59301,6400884,"$100,000 to $149,999",2,2,0,0,0,0,0,117976.272183,9,"200000",436.710779120879,1824.95416666667
59301,6400991,"$100,000 to $149,999",1,1,0,0,0,0,0,144883.607508,11,"100000",152.314835164835,3207.15
59301,6401150,"$50,000 to $74,999",3,2,0,0,1,0,0,67266.805131,16,"201000",179.421426244225,611.161666666667
59301,6401163,"$35,000 to $49,999",3,3,0,0,0,0,0,43464.673404,20,"300000",630.026182417583,442.9225
59301,6401169,"$200,000 or more",4,3,0,0,0,1,0,353100.898539,17,"310000",738.502656043956,7013.0075
59301,6401239,"$200,000 or more",2,2,0,0,0,0,0,450172.75203,6,"200000",436.710779120879,10087.4708333333
59301,6401278,"$150,000 to $199,999",2,2,0,0,0,0,0,170755.53426,11,"200000",436.710779120879,3051.32
59301,6401353,"$200,000 or more",3,2,0,1,0,0,0,204078.723102,19,"200010",304.194312087912,4630.36833333333
59301,6401354,"$50,000 to $74,999",1,1,0,0,0,0,0,63179.343252,11,"100000",152.563406593407,1033.38416666667
59301,6401380,"$150,000 to $199,999",2,2,0,0,0,0,0,170755.53426,9,"200000",369.569579120879,3051.32
59301,6401460,"$75,000 to $99,999",2,2,0,0,0,0,0,89723.825622,14,"200000",436.710779120879,1233.06083333333
59301,6401555,"$200,000 or more",2,2,0,0,0,0,0,280452.626343,15,"200000",436.710779120879,5453.70666666667
59301,6401560,"$200,000 or more",2,2,0,0,0,0,0,237226.107132,8,"200000",436.710779120879,4486.95833333333
59301,6401578,"$50,000 to $74,999",3,2,0,0,0,1,0,70372.008729,11,"210000",189.681094625165,664.451666666667
59301,6401580,"$100,000 to $149,999",1,1,0,0,0,0,0,125427.534273,10,"100000",219.456035164835,2660.37
59301,6401621,"$200,000 or more",4,2,1,0,0,0,1,243197.338014,22,"200101",452.496656043956,4290.0075
59301,6401737,"$50,000 to $74,999",1,1,0,0,0,0,0,53865.7767,20,"100000",115.807806593407,792.206666666667
59301,6401800,"$75,000 to $99,999",3,3,0,0,0,0,0,90189.912798,8,"300000",585.860312087912,1254.56
59301,6401957,"$100,000 to $149,999",3,2,0,0,0,1,0,140639.761116,6,"210000",522.697912087912,2184.53666666667
59301,6401981,"$200,000 or more",3,2,0,0,0,1,0,238022.339391,7,"210000",1409.80112538984,4337.98833333333
59301,6402071,"$75,000 to $99,999",2,2,0,0,0,0,0,82686.522537,9,"200000",208.225179120879,1125.78916666667
59301,6402090,"$100,000 to $149,999",4,4,0,0,0,0,0,145917.99396,18,"400000",526.730256043956,3230.14166666667
59301,6402372,"$100,000 to $149,999",2,2,0,0,0,0,0,142503.087699,17,"200000",436.710779120879,2447.94666666667
59301,6402419,"$50,000 to $74,999",5,5,0,0,0,0,0,66129.184458,6,"500000",70.1298076923077,841.6375
59301,6402529,"$150,000 to $199,999",3,3,0,0,0,0,0,195488.818218,6,"300000",532.464312087912,3559.25583333333
59301,6402543,"$75,000 to $99,999",2,2,0,0,0,0,0,97899.771501,15,"200000",436.710779120879,1373.37416666667
59301,6402654,"$200,000 or more",3,2,0,0,1,0,0,337577.946912,6,"201000",1184.58791208791,6628.67833333333
59301,6402794,"$15,000 to $24,999",5,2,0,1,1,1,0,22767.745275,56,"211010",5.84415064102564,0
59301,6402843,"$15,000 to $24,999",1,1,0,0,0,0,0,18006.705657,12,"100000",1.91872710622711,155.489166666667
59301,6402856,"$50,000 to $74,999",1,1,0,0,0,0,0,50709.467052,19,"100000",177.85822251439,706.634166666667
59301,6402874,"$50,000 to $74,999",2,2,0,0,0,0,0,60333.758388,20,"200000",265.797064835165,742.178333333333
59301,6402914,"$200,000 or more",4,4,0,0,0,0,0,370487.176749,12,"400000",2086.97145604396,7665.2675
59301,6402954,"$100,000 to $149,999",2,2,0,0,0,0,0,140744.017458,23,"200000",201.930779120879,3115.1375
59301,6403079,"$200,000 or more",5,2,0,0,2,1,0,310464.143145,11,"212000",1858.32988697017,5671.36833333333
59301,6403087,"$25,000 to $34,999",3,3,0,0,0,0,0,32701.739274,27,"300000",3.41188186813187,288.2625
59301,6403158,"$150,000 to $199,999",4,4,0,0,0,0,0,187312.872339,7,"400000",650.666656043956,3390.4225
59301,6403266,"$35,000 to $49,999",4,3,0,0,0,1,0,44189.357193,28,"310000",477.341358241758,215.343333333333
59301,6403387,"Less than $15,000",2,2,0,0,0,0,0,8796.373326,16,"200000",2.89302884615385,14.8391666666667
59301,6403417,"$75,000 to $99,999",1,1,0,0,0,0,0,95208.526908,20,"100000",510.961057720019,1831.625
59301,6403429,"$200,000 or more",5,3,0,0,1,1,0,216290.002689,8,"311000",668.026286970173,3688.27416666667
59301,6403469,"Less than $15,000",1,1,0,0,0,0,0,6415.853517,86,"100000",1.91872710622711,0
59301,6403583,"$200,000 or more",2,2,0,0,0,0,0,377213.75505,16,"200000",436.710779120879,7903.065
59301,6403749,"$50,000 to $74,999",4,4,0,0,0,0,0,63645.430428,55,"400000",629.230146153846,1045.45416666667
59301,6403767,"$200,000 or more",2,2,0,0,0,0,0,257375.178405,10,"200000",436.710779120879,6390.61
59301,6403870,"$100,000 to $149,999",2,2,0,0,0,0,0,132257.346795,27,"200000",369.569579120879,2883.1625
59301,6403884,"$100,000 to $149,999",5,5,0,0,0,0,0,142813.812483,39,"500000",183.916877716919,3161.14416666667
59301,6403943,"$50,000 to $74,999",1,1,0,0,0,0,0,71406.395181,10,"100000",332.654502081223,1215.26083333333
59301,6404010,"$50,000 to $74,999",2,2,0,0,0,0,0,58677.922368,12,"200000",436.835064835165,916.818333333333
59301,6404145,"$100,000 to $149,999",5,6,0,0,0,1,0,113525.957349,7,"610000",776.775486970173,1734.46166666667
59301,6404194,"$200,000 or more",2,2,0,0,0,0,0,209046.231162,14,"200000",1016.07837912088,4888.21666666667
59301,6404226,"$200,000 or more",4,2,0,1,1,0,0,313568.324622,7,"201010",378.985456043956,5909.47166666667
59301,6404256,"$100,000 to $149,999",2,2,0,0,0,0,0,149023.197558,13,"200000",195.636379120879,3299.1625
59301,6404257,"$200,000 or more",3,3,0,0,0,0,0,229847.415633,11,"300000",1248.01112745112,4322.95
59301,6404279,"$50,000 to $74,999",1,1,0,0,0,0,0,50512.197699,9,"100000",219.704606593407,703.248333333333
59301,6404495,"$200,000 or more",2,2,0,0,0,0,0,410744.434455,9,"200000",436.710779120879,8872.99
59301,6404515,"$150,000 to $199,999",1,1,0,0,0,0,0,172825.329285,18,"100000",219.456035164835,3794.21666666667
59301,6404661,"$100,000 to $149,999",1,1,0,0,0,0,0,103487.707008,21,"100000",219.456035164835,2087.90833333333
59301,6404715,"$200,000 or more",2,2,0,0,0,0,0,241541.501994,8,"200000",312.701579120879,5874.1125
59301,6404741,"$200,000 or more",2,2,0,0,0,0,0,269897.182776,8,"200000",436.710779120879,5210.7925
59301,6404744,"$100,000 to $149,999",4,4,0,0,0,0,0,124599.616263,15,"400000",392.002239830452,2021.21666666667
59301,6404845,"$25,000 to $34,999",1,1,0,0,0,0,0,27941.721777,7,"100000",219.385925274725,315.901666666667
59301,6404929,"$35,000 to $49,999",2,2,0,0,0,0,0,41394.878379,10,"200000",43.9581043956044,411.015833333333
59301,6405020,"$50,000 to $74,999",1,1,0,0,0,0,0,52779.262077,15,"100000",219.704606593407,764.071666666667
59301,6405080,"$150,000 to $199,999",3,3,0,0,0,0,0,176975.140545,33,"300000",585.860312087912,3153.9525
59301,6405148,"$50,000 to $74,999",1,1,0,0,0,0,0,62092.828629,16,"100000",99.1674065934066,1005.24916666667
59301,6405158,"$75,000 to $99,999",1,1,0,0,0,0,0,98106.239943,12,"100000",219.456035164835,1939.15333333333
59301,6405220,"$100,000 to $149,999",5,5,1,0,1,0,0,119011.680756,45,"501100",872.994686970173,1376.51666666667
59301,6405284,"$100,000 to $149,999",5,6,0,1,1,0,1,124910.341047,7,"601011",1071.38308697017,1779.26416666667
59301,6405340,"$35,000 to $49,999",1,1,0,0,0,0,0,35289.749646,7,"100000",219.456035164835,442.005833333333
59301,6405539,"$35,000 to $49,999",2,2,0,0,0,0,0,37255.288329,12,"200000",43.9581043956044,347.205
59301,6405601,"$200,000 or more",4,2,1,0,1,0,0,1067996.856843,6,"201100",378.985456043956,31023.0433333333
59301,6405607,"$15,000 to $24,999",1,1,0,0,0,0,0,22767.745275,25,"100000",1.91872710622711,244.1075
59301,6405743,"$50,000 to $74,999",1,1,0,0,0,0,0,50709.467052,12,"100000",219.704606593407,563.509166666667
59301,6405866,"$150,000 to $199,999",4,4,0,0,0,0,0,157819.570884,11,"400000",644.849600796506,2786.38583333333
59301,6405928,"$200,000 or more",2,2,0,0,0,0,0,363760.598448,9,"200000",966.988379120879,7499.46666666667
59301,6405938,"$200,000 or more",2,2,0,0,0,0,0,423266.438826,18,"200000",1446.56837912088,9248.65333333333
59301,6406014,"$50,000 to $74,999",1,1,0,0,0,0,0,74200.873995,16,"100000",219.456035164835,1287.625
59301,6406048,"$200,000 or more",2,2,0,0,0,0,0,354033.072891,6,"200000",436.710779120879,7207.64083333333
59301,6406100,"Less than $15,000",1,1,0,0,0,0,0,12418.77015,9,"100000",1.91872710622711,63.7883333333333
59301,6406109,"$150,000 to $199,999",3,3,0,0,0,0,0,184725.884088,11,"300000",314.324712087912,3337.44166666667
59301,6406145,"$35,000 to $49,999",4,2,0,1,0,0,1,46569.877002,17,"200011",365.769758241758,0
59301,6406209,"$150,000 to $199,999",2,2,0,0,0,0,0,176964.919335,7,"200000",436.710779120879,3153.74083333333
59301,6406313,"$75,000 to $99,999",1,1,0,0,0,0,0,81755.370306,13,"100000",410.18075603591,1483.25083333333
59301,6406355,"Less than $15,000",1,1,0,0,0,0,0,11383.361577,23,"100000",1.91872710622711,76.055
59301,6406364,"Less than $15,000",2,2,0,0,0,0,0,1096.735833,13,"200000",2.89302884615385,0
59301,6406374,"$100,000 to $149,999",3,3,0,0,0,0,0,134534.632383,14,"300000",534.003899670908,2253.7375
59301,6406437,"$100,000 to $149,999",1,1,0,0,0,0,0,111766.887108,16,"100000",219.456035164835,2282.76166666667
59301,6406448,"$100,000 to $149,999",2,2,0,0,0,0,0,135569.018835,17,"200000",436.710779120879,2305.27416666667
59301,6406537,"$100,000 to $149,999",2,2,0,0,0,0,0,104523.115581,19,"200000",376.272058692267,2082.5275
59301,6406637,"$200,000 or more",2,2,0,0,0,0,0,203250.805092,19,"200000",436.710779120879,3704.78083333333
59301,6406683,"$100,000 to $149,999",2,2,0,0,0,0,0,109179.898857,12,"200000",436.710779120879,1621.9175
59301,6406849,"$150,000 to $199,999",2,2,0,0,0,0,0,174915.56673,7,"200000",265.672779120879,3136.51916666667
59301,6406893,"$100,000 to $149,999",3,3,0,0,0,0,0,112284.080334,7,"300000",465.323112087912,1702.30416666667
59301,6406993,"$35,000 to $49,999",1,1,0,0,0,0,0,42533.521173,17,"100000",68.7553498146845,428.568333333333
59301,6407043,"$150,000 to $199,999",4,4,0,0,0,0,0,155232.582633,21,"400000",620.787856043956,2733.40416666667
59301,6407144,"$200,000 or more",4,2,0,0,1,1,0,248371.314516,7,"211000",378.985456043956,4409.07916666667
59301,6407187,"$200,000 or more",2,2,0,0,0,0,0,304254.75807,9,"200000",436.710779120879,6028.47
59301,6407191,"$50,000 to $74,999",1,1,0,0,0,0,0,71406.395181,14,"100000",219.456035164835,1246.4275
59301,6407269,"$100,000 to $149,999",5,4,1,0,0,1,0,100280.29131,11,"410100",763.889886970173,927.728333333333
59301,6407367,"Less than $15,000",1,1,0,0,0,0,0,7968.455316,20,"100000",1.91872710622711,6.5725
59301,6407473,"$25,000 to $34,999",1,1,0,0,0,0,0,25044.008742,54,"100000",23.0247252747253,266.1725
59301,6407478,"$200,000 or more",4,2,0,0,2,0,0,276313.036293,9,"202000",452.496656043956,5052.10916666667
59301,6407583,"$200,000 or more",2,2,0,0,0,0,0,544346.892486,12,"200000",436.710779120879,13198.8333333333
59301,6407614,"$75,000 to $99,999",2,2,0,0,0,0,0,88586.204949,28,"200000",228.917179120879,1691.30416666667
59301,6407627,"Less than $15,000",1,1,0,0,0,0,0,13877.336817,15,"100000",1.91872710622711,92.7183333333333
59301,6407726,"$75,000 to $99,999",2,2,0,0,0,0,0,89010.385164,11,"200000",260.063075356929,1220.8175
59301,6407729,"Less than $15,000",2,2,0,0,0,0,0,8899.607547,18,"200000",2.89302884615385,12.7941666666667
59301,6407736,"$150,000 to $199,999",3,2,0,0,1,0,0,165580.535637,7,"201000",340.949912087912,2778.66666666667
59301,6407815,"$150,000 to $199,999",3,2,0,1,0,0,0,175929.510762,11,"200010",304.194312087912,2990.62
59301,6407870,"$50,000 to $74,999",2,2,0,0,0,0,0,54330.841755,10,"200000",436.835064835165,639.158333333333
59301,6407933,"$100,000 to $149,999",4,2,0,0,1,1,0,134534.632383,15,"211000",590.467443626952,1778.4875
59301,6407960,"$100,000 to $149,999",1,1,0,0,0,0,0,119011.680756,12,"100000",152.314835164835,2517.02416666667
59301,6407983,"$150,000 to $199,999",1,1,0,0,0,0,0,198697.256037,11,"100000",152.314835164835,4577.745
59301,6408074,"$200,000 or more",5,5,0,1,0,0,0,228708.772839,10,"500010",898.943300169868,5505.08583333333
59301,6408142,"$200,000 or more",4,2,1,1,0,0,0,400084.734546,7,"200110",452.496656043956,8336.3025
59301,6408183,"$25,000 to $34,999",1,1,0,0,0,0,0,27217.037988,32,"100000",23.0247252747253,303.465
59301,6408278,"$75,000 to $99,999",1,1,0,0,0,0,0,81962.860869,69,"100000",411.735109571989,1488.62416666667
59301,6408319,"$25,000 to $34,999",3,3,0,0,0,0,0,28977.13035,40,"300000",3.41188186813187,350.671666666667
59301,6408320,"$100,000 to $149,999",3,2,0,0,1,0,0,140744.017458,16,"201000",377.705512087912,2186.67
59301,6408354,"$100,000 to $149,999",1,1,0,0,0,0,0,124506.603252,24,"100000",115.559235164835,2668.915
59301,6408362,"$200,000 or more",3,2,0,1,0,0,0,248371.314516,13,"200010",304.194312087912,4575.74583333333
59301,6408430,"$150,000 to $199,999",3,3,0,0,0,0,0,172245.786678,11,"300000",549.104712087912,3057.09166666667
59301,6408441,"$35,000 to $49,999",5,4,0,0,0,2,0,45017.275203,51,"420000",5.84415064102564,0
59301,6408451,"$100,000 to $149,999",1,1,0,0,0,0,0,126255.452283,21,"100000",219.456035164835,2717.25583333333
59301,6408524,"$100,000 to $149,999",1,1,0,0,0,0,0,116217.201942,15,"100000",219.456035164835,2439.7775
59301,6408529,"$150,000 to $199,999",2,2,0,0,0,0,0,154528.341264,14,"200000",195.636379120879,2718.98083333333
59301,6408724,"$35,000 to $49,999",5,4,0,0,0,1,0,40360.491927,38,"410000",5.84415064102564,58.83
59301,6408849,"$50,000 to $74,999",1,1,0,0,0,0,0,62454.659463,14,"100000",99.1674065934066,1014.61833333333
59301,6408871,"$150,000 to $199,999",1,1,0,0,0,0,0,165580.535637,31,"100000",219.456035164835,3667.18416666667
59301,6408978,"$100,000 to $149,999",3,2,0,0,1,0,0,122115.862233,5,"201000",583.702394925283,1706.90083333333
59301,6408996,"$35,000 to $49,999",3,2,0,0,0,0,1,45534.468429,24,"200001",254.232582417582,212.916666666667
59301,6409023,"$200,000 or more",2,2,0,0,0,0,0,239833.537803,8,"200000",1389.90964397912,4518.92916666667
59301,6409025,"$15,000 to $24,999",1,1,0,0,0,0,0,24123.077721,11,"100000",23.0247252747253,250.3675
59301,6409089,"$15,000 to $24,999",2,2,0,0,0,0,0,23802.131727,45,"200000",34.7163461538462,261.859166666667
59301,6409125,"$75,000 to $99,999",2,2,0,0,0,0,0,78546.932487,15,"200000",181.679247037508,1431.33333333333
59301,6409240,"$150,000 to $199,999",2,2,0,0,0,0,0,165788.0262,7,"200000",835.219825190046,2924.83333333333
59301,6409248,"$75,000 to $99,999",5,1,0,1,2,1,0,79685.575281,54,"112010",102.515773940345,746.293333333333
