"geoid","income_recode","size_recode","ipf"
"51059482506",4,3,28
"51059482506",5,3,16
"51059482506",6,3,33
"51059482506",7,3,86
"51059482506",8,3,30
"51059482506",9,3,122
"51059482506",1,4,4
"51059482506",2,4,4
"51059482506",3,4,3
"51059482506",4,4,11
"51059482506",5,4,11
"51059482506",6,4,17
"51059482506",7,4,55
"51059482506",8,4,26
"51059482506",9,4,103
"51059482506",1,5,0
"51059482506",2,5,1
"51059482506",3,5,0
"51059482506",4,5,2
"51059482506",5,5,4
"51059482506",6,5,5
"51059482506",7,5,13
"51059482506",8,5,7
"51059482506",9,5,20
"51059482505",1,1,0
"51059482505",2,1,71
"51059482505",3,1,10
"51059482505",4,1,13
"51059482505",5,1,54
"51059482505",6,1,35
"51059482505",7,1,76
"51059482505",8,1,90
"51059482505",9,1,30
"51059482505",1,2,0
"51059482505",2,2,14
"51059482505",3,2,4
"51059482505",4,2,7
"51059482505",5,2,18
"51059482505",6,2,13
"51059482505",7,2,21
"51059482505",8,2,40
"51059482505",9,2,14
"51059482505",1,3,0
"51059482505",2,3,1
"51059482505",3,3,1
"51059482505",4,3,9
"51059482505",5,3,12
"51059482505",6,3,19
"51059482505",7,3,63
"51059482505",8,3,60
"51059482505",9,3,117
"51059482505",1,4,0
"51059482505",2,4,5
"51059482505",3,4,5
"51059482505",4,4,5
"51059482505",5,4,10
"51059482505",6,4,12
"51059482505",7,4,55
"51059482505",8,4,66
"51059482505",9,4,151
"51059482505",1,5,0
"51059482505",2,5,2
"51059482505",3,5,1
"51059482505",4,5,2
"51059482505",5,5,4
"51059482505",6,5,4
"51059482505",7,5,5
"51059482505",8,5,5
"51059482505",9,5,4
"51059482504",1,1,7
"51059482504",2,1,5
"51059482504",3,1,3
"51059482504",4,1,8
"51059482504",5,1,11
"51059482504",6,1,12
"51059482504",7,1,29
"51059482504",8,1,20
"51059482504",9,1,19
"51059482504",1,2,6
"51059482504",2,2,8
"51059482504",3,2,2
"51059482504",4,2,12
"51059482504",5,2,14
"51059482504",6,2,15
"51059482504",7,2,78
"51059482504",8,2,145
"51059482504",9,2,351
"51059482504",1,3,3
"51059482504",2,3,1
"51059482504",3,3,0
"51059482504",4,3,7
"51059482504",5,3,5
"51059482504",6,3,7
"51059482504",7,3,42
"51059482504",8,3,47
"51059482504",9,3,196
"51059482504",1,4,2
"51059482504",2,4,3
"51059482504",3,4,2
"51059482504",4,4,4
"51059482504",5,4,4
"51059482504",6,4,5
"51059482504",7,4,37
"51059482504",8,4,52
"51059482504",9,4,236
"51059482504",1,5,0
"51059482504",2,5,2
"51059482504",3,5,0
"51059482504",4,5,3
"51059482504",5,5,4
"51059482504",6,5,4
"51059482504",7,5,28
"51059482504",8,5,42
"51059482504",9,5,158
"51059482503",1,1,21
"51059482503",2,1,7
"51059482503",3,1,4
"51059482503",4,1,21
"51059482503",5,1,17
"51059482503",6,1,18
"51059482503",7,1,45
"51059482503",8,1,34
"51059482503",9,1,32
"51059482503",1,2,12
"51059482503",2,2,5
"51059482503",3,2,2
"51059482503",4,2,23
"51059482503",5,2,15
"51059482503",6,2,17
"51059482503",7,2,58
"51059482503",8,2,83
"51059482503",9,2,157
"51059482503",1,3,23
"51059482503",2,3,1
"51059482503",3,3,0
"51059482503",4,3,38
"51059482503",5,3,6
"51059482503",6,3,10
"51059482503",7,3,52
"51059482503",8,3,64
"51059482503",9,3,249
"51059482503",1,4,17
"51059482503",2,4,3
"51059482503",3,4,2
"51059482503",4,4,18
"51059482503",5,4,5
"51059482503",6,4,6
"51059482503",7,4,42
"51059482503",8,4,59
"51059482503",9,4,234
"51059482503",1,5,0
"51059482503",2,5,2
"51059482503",3,5,0
"51059482503",4,5,8
"51059482503",5,5,5
"51059482503",6,5,5
"51059482503",7,5,25
"51059482503",8,5,31
"51059482503",9,5,87
"51059482502",1,1,10
"51059482502",2,1,0
"51059482502",3,1,21
"51059482502",4,1,0
"51059482502",5,1,23
"51059482502",6,1,11
"51059482502",7,1,54
"51059482502",8,1,43
"51059482502",9,1,28
"51059482502",1,2,4
"51059482502",2,2,0
"51059482502",3,2,10
"51059482502",4,2,0
"51059482502",5,2,18
"51059482502",6,2,9
"51059482502",7,2,55
"51059482502",8,2,75
"51059482502",9,2,96
"51059482502",1,3,2
"51059482502",2,3,0
"51059482502",3,3,1
"51059482502",4,3,0
"51059482502",5,3,6
"51059482502",6,3,4
"51059482502",7,3,29
"51059482502",8,3,25
"51059482502",9,3,63
"51059482502",1,4,2
"51059482502",2,4,0
"51059482502",3,4,24
"51059482502",4,4,0
"51059482502",5,4,8
"51059482502",6,4,3
"51059482502",7,4,48
"51059482502",8,4,77
"51059482502",9,4,129
"51059482502",1,5,0
"51059482502",2,5,0
"51059482502",3,5,1
"51059482502",4,5,0
"51059482502",5,5,4
"51059482502",6,5,2
"51059482502",7,5,15
"51059482502",8,5,13
"51059482502",9,5,25
"51059482400",1,1,4
"51059482400",2,1,0
"51059482400",3,1,0
"51059482400",4,1,9
"51059482400",5,1,19
"51059482400",6,1,7
"51059482400",7,1,14
"51059482400",8,1,12
"51059482400",9,1,21
"51059482400",1,2,2
"51059482400",2,2,0
"51059482400",3,2,0
"51059482400",4,2,9
"51059482400",5,2,28
"51059482400",6,2,7
"51059482400",7,2,17
"51059482400",8,2,29
"51059482400",9,2,174
"51059482400",1,3,1
"51059482400",2,3,0
"51059482400",3,3,0
"51059482400",4,3,7
"51059482400",5,3,11
"51059482400",6,3,4
"51059482400",7,3,11
"51059482400",8,3,12
"51059482400",9,3,167
"51059482400",1,4,1
"51059482400",2,4,0
"51059482400",3,4,0
"51059482400",4,4,3
"51059482400",5,4,6
"51059482400",6,4,2
"51059482400",7,4,8
"51059482400",8,4,10
"51059482400",9,4,85
"51059482400",1,5,0
"51059482400",2,5,0
"51059482400",3,5,0
"51059482400",4,5,2
"51059482400",5,5,9
"51059482400",6,5,2
"51059482400",7,5,6
"51059482400",8,5,7
"51059482400",9,5,73
"51059482303",1,1,70
"51059482303",2,1,41
"51059482303",3,1,23
"51059482303",4,1,44
"51059482303",5,1,146
"51059482303",6,1,41
"51059482303",7,1,151
"51059482303",8,1,74
"51059482303",9,1,72
"51059482303",1,2,13
"51059482303",2,2,14
"51059482303",3,2,7
"51059482303",4,2,22
"51059482303",5,2,67
"51059482303",6,2,29
"51059482303",7,2,106
"51059482303",8,2,92
"51059482303",9,2,172
"51059482303",1,3,5
"51059482303",2,3,1
"51059482303",3,3,1
"51059482303",4,3,12
"51059482303",5,3,17
"51059482303",6,3,13
"51059482303",7,3,53
"51059482303",8,3,30
"51059482303",9,3,105
"51059482303",1,4,3
"51059482303",2,4,3
"51059482303",3,4,4
"51059482303",4,4,4
"51059482303",5,4,8
"51059482303",6,4,6
"51059482303",7,4,28
"51059482303",8,4,20
"51059482303",9,4,71
"51059482303",1,5,0
"51059482303",2,5,1
"51059482303",3,5,0
"51059482303",4,5,1
"51059482303",5,5,2
"51059482303",6,5,2
"51059482303",7,5,6
"51059482303",8,5,4
"51059482303",9,5,11
"51059482302",1,1,43
"51059482302",2,1,28
"51059482302",3,1,50
"51059482302",4,1,60
"51059482302",5,1,77
"51059482302",6,1,88
"51059482302",7,1,75
"51059482302",8,1,44
"51059482302",9,1,14
"51059482302",1,2,17
"51059482302",2,2,19
"51059482302",3,2,29
"51059482302",4,2,56
"51059482302",5,2,74
"51059482302",6,2,87
"51059482302",7,2,80
"51059482302",8,2,81
"51059482302",9,2,49
"51059482302",1,3,18
"51059482302",2,3,5
"51059482302",3,3,55
"51059482302",4,3,117
"51059482302",5,3,45
"51059482302",6,3,74
"51059482302",7,3,61
"51059482302",8,3,41
"51059482302",9,3,38
"51059482302",1,4,9
"51059482302",2,4,9
"51059482302",3,4,33
"51059482302",4,4,24
"51059482302",5,4,23
"51059482302",6,4,30
"51059482302",7,4,42
"51059482302",8,4,34
"51059482302",9,4,37
"51059482302",1,5,0
"51059482302",2,5,6
"51059482302",3,5,8
"51059482302",4,5,14
"51059482302",5,5,23
"51059482302",6,5,25
"51059482302",7,5,28
"51059482302",8,5,20
"51059482302",9,5,16
"51059482301",1,1,87
"51059482301",2,1,15
"51059482301",3,1,28
"51059482301",4,1,28
"51059482301",5,1,89
"51059482301",6,1,81
"51059482301",7,1,282
"51059482301",8,1,131
"51059482301",9,1,86
"51059482301",1,2,28
"51059482301",2,2,8
"51059482301",3,2,11
"51059482301",4,2,19
"51059482301",5,2,69
"51059482301",6,2,65
"51059482301",7,2,281
"51059482301",8,2,222
"51059482301",9,2,286
"51059482301",1,3,9
"51059482301",2,3,1
"51059482301",3,3,2
"51059482301",4,3,11
"51059482301",5,3,18
"51059482301",6,3,26
"51059482301",7,3,109
"51059482301",8,3,60
"51059482301",9,3,157
"51059482301",1,4,4
"51059482301",2,4,2
"51059482301",3,4,5
"51059482301",4,4,4
"51059482301",5,4,9
"51059482301",6,4,11
"51059482301",7,4,46
"51059482301",8,4,33
"51059482301",9,4,96
"51059482301",1,5,0
"51059482301",2,5,1
"51059482301",3,5,0
"51059482301",4,5,1
"51059482301",5,5,3
"51059482301",6,5,4
"51059482301",7,5,10
"51059482301",8,5,6
"51059482301",9,5,15
"51059482206",1,1,93
"51059482206",2,1,35
"51059482206",3,1,19
"51059482206",4,1,0
"51059482206",5,1,26
"51059482206",6,1,11
"51059482206",7,1,40
"51059482206",8,1,12
"51059482206",9,1,13
"51059482206",1,2,38
"51059482206",2,2,25
"51059482206",3,2,8
"51059482206",4,2,0
"51059482206",5,2,20
"51059482206",6,2,9
"51059482206",7,2,40
"51059482206",8,2,20
"51059482206",9,2,43
"51059482206",1,3,4
"51059482206",2,3,1
"51059482206",3,3,1
"51059482206",4,3,0
"51059482206",5,3,5
"51059482206",6,3,4
"51059482206",7,3,19
"51059482206",8,3,7
"51059482206",9,3,27
"51059482206",1,4,0
"51059482206",2,4,0
"51059482206",3,4,1
"51059482206",4,4,0
"51059482206",5,4,1
"51059482206",6,4,1
"51059482206",7,4,3
"51059482206",8,4,2
"51059482206",9,4,7
"51059482206",1,5,0
"51059482206",2,5,0
"51059482206",3,5,0
"51059482206",4,5,0
"51059482206",5,5,1
"51059482206",6,5,1
"51059482206",7,5,2
"51059482206",8,5,1
"51059482206",9,5,3
"51059482205",1,1,1
"51059482205",2,1,43
"51059482205",3,1,33
"51059482205",4,1,8
"51059482205",5,1,63
"51059482205",6,1,97
"51059482205",7,1,45
"51059482205",8,1,128
"51059482205",9,1,42
"51059482205",1,2,0
"51059482205",2,2,14
"51059482205",3,2,9
"51059482205",4,2,5
"51059482205",5,2,37
"51059482205",6,2,54
"51059482205",7,2,38
"51059482205",8,2,128
"51059482205",9,2,110
"51059482205",1,3,0
"51059482205",2,3,0
"51059482205",3,3,1
"51059482205",4,3,2
"51059482205",5,3,4
"51059482205",6,3,7
"51059482205",7,3,12
"51059482205",8,3,12
"51059482205",9,3,30
"51059482205",1,4,0
"51059482205",2,4,2
"51059482205",3,4,3
"51059482205",4,4,1
"51059482205",5,4,4
"51059482205",6,4,6
"51059482205",7,4,11
"51059482205",8,4,15
"51059482205",9,4,38
"51059482205",1,5,0
"51059482205",2,5,6
"51059482205",3,5,3
"51059482205",4,5,1
"51059482205",5,5,13
"51059482205",6,5,20
"51059482205",7,5,14
"51059482205",8,5,50
"51059482205",9,5,44
"51059482204",1,1,83
"51059482204",2,1,0
"51059482204",3,1,4
"51059482204",4,1,29
"51059482204",5,1,106
"51059482204",6,1,57
"51059482204",7,1,284
"51059482204",8,1,104
"51059482204",9,1,79
"51059482204",1,2,10
"51059482204",2,2,0
"51059482204",3,2,3
"51059482204",4,2,14
"51059482204",5,2,40
"51059482204",6,2,20
"51059482204",7,2,99
"51059482204",8,2,89
"51059482204",9,2,171
"51059482204",1,3,4
"51059482204",2,3,0
"51059482204",3,3,1
"51059482204",4,3,7
"51059482204",5,3,8
"51059482204",6,3,9
"51059482204",7,3,17
"51059482204",8,3,14
"51059482204",9,3,20
"51059482204",1,4,3
"51059482204",2,4,0
"51059482204",3,4,2
"51059482204",4,4,4
"51059482204",5,4,6
"51059482204",6,4,6
"51059482204",7,4,9
"51059482204",8,4,9
"51059482204",9,4,10
"51059482204",1,5,0
"51059482204",2,5,0
"51059482204",3,5,0
"51059482204",4,5,0
"51059482204",5,5,0
"51059482204",6,5,0
"51059482204",7,5,0
"51059482204",8,5,0
"51059482204",9,5,0
"51059482203",1,1,117
"51059482203",2,1,31
"51059482203",3,1,67
"51059482203",4,1,105
"51059482203",5,1,78
"51059482203",6,1,197
"51059482203",7,1,302
"51059482203",8,1,253
"51059482203",9,1,246
"51059482203",1,2,18
"51059482203",2,2,14
"51059482203",3,2,16
"51059482203",4,2,40
"51059482203",5,2,28
"51059482203",6,2,61
"51059482203",7,2,81
"51059482203",8,2,178
"51059482203",9,2,505
"51059482203",1,3,7
"51059482203",2,3,2
"51059482203",3,3,3
"51059482203",4,3,19
"51059482203",5,3,14
"51059482203",6,3,23
"51059482203",7,3,24
"51059482203",8,3,35
"51059482203",9,3,67
"51059482203",1,4,6
"51059482203",2,4,5
"51059482203",3,4,11
"51059482203",4,4,11
"51059482203",5,4,12
"51059482203",6,4,17
"51059482203",7,4,23
"51059482203",8,4,31
"51059482203",9,4,54
"51059482203",1,5,0
"51059482203",2,5,0
"51059482203",3,5,0
"51059482203",4,5,0
"51059482203",5,5,0
"51059482203",6,5,0
"51059482203",7,5,0
"51059482203",8,5,0
"51059482203",9,5,0
"51059482201",1,1,20
"51059482201",2,1,14
"51059482201",3,1,17
"51059482201",4,1,18
"51059482201",5,1,30
"51059482201",6,1,37
"51059482201",7,1,41
"51059482201",8,1,18
"51059482201",9,1,13
"51059482201",1,2,16
"51059482201",2,2,22
"51059482201",3,2,20
"51059482201",4,2,23
"51059482201",5,2,42
"51059482201",6,2,54
"51059482201",7,2,60
"51059482201",8,2,40
"51059482201",9,2,56
"51059482201",1,3,14
"51059482201",2,3,7
"51059482201",3,3,11
"51059482201",4,3,21
"51059482201",5,3,19
"51059482201",6,3,35
"51059482201",7,3,43
"51059482201",8,3,17
"51059482201",9,3,44
"51059482201",1,4,7
"51059482201",2,4,9
"51059482201",3,4,16
"51059482201",4,4,8
"51059482201",5,4,11
"51059482201",6,4,16
"51059482201",7,4,30
"51059482201",8,4,15
"51059482201",9,4,41
"51059482201",1,5,0
"51059482201",2,5,4
"51059482201",3,5,3
"51059482201",4,5,4
"51059482201",5,5,9
"51059482201",6,5,11
"51059482201",7,5,17
"51059482201",8,5,8
"51059482201",9,5,17
"51059482100",1,1,103
"51059482100",2,1,40
"51059482100",3,1,93
"51059482100",4,1,120
"51059482100",5,1,69
"51059482100",6,1,167
"51059482100",7,1,82
"51059482100",8,1,67
"51059482100",9,1,24
"51059482100",1,2,23
"51059482100",2,2,17
"51059482100",3,2,25
"51059482100",4,2,58
"51059482100",5,2,46
"51059482100",6,2,105
"51059482100",7,2,73
"51059482100",8,2,98
"51059482100",9,2,75
"51059482100",1,3,5
"51059482100",2,3,1
"51059482100",3,3,2
"51059482100",4,3,16
"51059482100",5,3,10
"51059482100",6,3,25
"51059482100",7,3,31
"51059482100",8,3,25
"51059482100",9,3,44
"51059482100",1,4,5
"51059482100",2,4,4
"51059482100",3,4,11
"51059482100",4,4,11
"51059482100",5,4,9
"51059482100",6,4,19
"51059482100",7,4,29
"51059482100",8,4,28
"51059482100",9,4,48
"51059482100",1,5,0
"51059482100",2,5,1
"51059482100",3,5,1
"51059482100",4,5,2
"51059482100",5,5,5
"51059482100",6,5,7
"51059482100",7,5,12
"51059482100",8,5,9
"51059482100",9,5,15
"51059482002",1,1,31
"51059482002",2,1,3
"51059482002",3,1,38
"51059482002",4,1,19
"51059482002",5,1,77
"51059482002",6,1,172
"51059482002",7,1,258
"51059482002",8,1,66
"51059482002",9,1,82
"51059482002",1,2,8
"51059482002",2,2,2
"51059482002",3,2,12
"51059482002",4,2,12
"51059482002",5,2,49
"51059482002",6,2,100
"51059482002",7,2,180
"51059482002",8,2,92
"51059482002",9,2,214
"51059482002",1,3,3
"51059482002",2,3,0
"51059482002",3,3,2
"51059482002",4,3,7
"51059482002",5,3,12
"51059482002",6,3,31
"51059482002",7,3,69
"51059482002",8,3,28
"51059482002",9,3,112
"51059482002",1,4,1
"51059482002",2,4,1
"51059482002",3,4,3
"51059482002",4,4,2
"51059482002",5,4,5
"51059482002",6,4,8
"51059482002",7,4,22
"51059482002",8,4,14
"51059482002",9,4,51
"51059482002",1,5,0
"51059482002",2,5,0
"51059482002",3,5,0
"51059482002",4,5,1
"51059482002",5,5,2
"51059482002",6,5,3
"51059482002",7,5,7
"51059482002",8,5,4
"51059482002",9,5,11
"51059482001",1,1,18
"51059482001",2,1,11
"51059482001",3,1,11
"51059482001",4,1,2
"51059482001",5,1,14
"51059482001",6,1,33
"51059482001",7,1,53
"51059482001",8,1,34
"51059482001",9,1,39
"51059482001",1,2,16
"51059482001",2,2,14
"51059482001",3,2,8
"51059482001",4,2,2
"51059482001",5,2,15
"51059482001",6,2,52
"51059482001",7,2,103
"51059482001",8,2,126
"51059482001",9,2,518
"51059482001",1,3,6
"51059482001",2,3,1
"51059482001",3,3,2
"51059482001",4,3,1
"51059482001",5,3,5
"51059482001",6,3,22
"51059482001",7,3,52
"51059482001",8,3,40
"51059482001",9,3,249
"51059482001",1,4,3
"51059482001",2,4,3
"51059482001",3,4,4
"51059482001",4,4,1
"51059482001",5,4,3
"51059482001",6,4,9
"51059482001",7,4,28
"51059482001",8,4,24
"51059482001",9,4,113
"51059482001",1,5,0
"51059482001",2,5,2
"51059482001",3,5,1
"51059482001",4,5,0
"51059482001",5,5,3
"51059482001",6,5,9
"51059482001",7,5,23
"51059482001",8,5,19
"51059482001",9,5,73
"51059481900",1,1,29
"51059481900",2,1,6
"51059481900",3,1,20
"51059481900",4,1,46
"51059481900",5,1,53
"51059481900",6,1,51
"51059481900",7,1,90
"51059481900",8,1,57
"51059481900",9,1,42
"51059481900",1,2,18
"51059481900",2,2,4
"51059481900",3,2,14
"51059481900",4,2,115
"51059481900",5,2,78
"51059481900",6,2,66
"51059481900",7,2,155
"51059481900",8,2,185
"51059481900",9,2,232
"51059481900",1,3,7
"51059481900",2,3,1
"51059481900",3,3,2
"51059481900",4,3,39
"51059481900",5,3,19
"51059481900",6,3,26
"51059481900",7,3,71
"51059481900",8,3,53
"51059481900",9,3,134
"51059481900",1,4,9
"51059481900",2,4,2
"51059481900",3,4,12
"51059481900",4,4,45
"51059481900",5,4,22
"51059481900",6,4,20
"51059481900",7,4,79
"51059481900",8,4,74
"51059481900",9,4,176
"51059481900",1,5,0
"51059481900",2,5,1
"51059481900",3,5,2
"51059481900",4,5,17
"51059481900",5,5,18
"51059481900",6,5,15
"51059481900",7,5,45
"51059481900",8,5,37
"51059481900",9,5,68
"51059481702",1,1,62
"51059481702",2,1,20
"51059481702",3,1,72
"51059481702",4,1,39
"51059481702",5,1,124
"51059481702",6,1,100
"51059481702",7,1,181
"51059481702",8,1,75
"51059481702",9,1,49
"51059481702",1,2,19
"51059481702",2,2,6
"51059481702",3,2,28
"51059481702",4,2,11
"51059481702",5,2,52
"51059481702",6,2,46
"51059481702",7,2,179
"51059481702",8,2,129
"51059481702",9,2,144
"51059481702",1,3,2
"51059481702",2,3,2
"51059481702",3,3,8
"51059481702",4,3,4
"51059481702",5,3,19
"51059481702",6,3,15
"51059481702",7,3,41
"51059481702",8,3,41
"51059481702",9,3,86
"51059481702",1,4,0
"51059481702",2,4,0
"51059481702",3,4,14
"51059481702",4,4,6
"51059481702",5,4,20
"51059481702",6,4,18
"51059481702",7,4,48
"51059481702",8,4,66
"51059481702",9,4,145
"51059481702",1,5,1
"51059481702",2,5,1
"51059481702",3,5,4
"51059481702",4,5,3
"51059481702",5,5,19
"51059481702",6,5,5
"51059481702",7,5,28
"51059481702",8,5,22
"51059481702",9,5,59
"51059481701",1,1,5
"51059481701",2,1,0
"51059481701",3,1,4
"51059481701",4,1,7
"51059481701",5,1,10
"51059481701",6,1,15
"51059481701",7,1,18
"51059481701",8,1,9
"51059481701",9,1,14
"51059481701",1,2,3
"51059481701",2,2,0
"51059481701",3,2,16
"51059481701",4,2,7
"51059481701",5,2,19
"51059481701",6,2,31
"51059481701",7,2,148
"51059481701",8,2,89
"51059481701",9,2,318
"51059481701",1,3,1
"51059481701",2,3,0
"51059481701",3,3,8
"51059481701",4,3,3
"51059481701",5,3,10
"51059481701",6,3,14
"51059481701",7,3,63
"51059481701",8,3,44
"51059481701",9,3,329
"51059481701",1,4,0
"51059481701",2,4,0
"51059481701",3,4,5
"51059481701",4,4,4
"51059481701",5,4,6
"51059481701",6,4,10
"51059481701",7,4,35
"51059481701",8,4,41
"51059481701",9,4,338
"51059481701",1,5,0
"51059481701",2,5,0
"51059481701",3,5,2
"51059481701",4,5,2
"51059481701",5,5,7
"51059481701",6,5,4
"51059481701",7,5,27
"51059481701",8,5,16
"51059481701",9,5,173
"51059481600",1,1,7
"51059481600",2,1,4
"51059481600",3,1,2
"51059481600",4,1,0
"51059481600",5,1,6
"51059481600",6,1,8
"51059481600",7,1,12
"51059481600",8,1,7
"51059481600",9,1,10
"51059481600",1,2,15
"51059481600",2,2,6
"51059481600",3,2,3
"51059481600",4,2,0
"51059481600",5,2,7
"51059481600",6,2,9
"51059481600",7,2,77
"51059481600",8,2,78
"51059481600",9,2,224
"51059481600",1,3,1
"51059481600",2,3,3
"51059481600",3,3,2
"51059481600",4,3,0
"51059481600",5,3,4
"51059481600",6,3,4
"51059481600",7,3,29
"51059481600",8,3,39
"51059481600",9,3,215
"51059481600",1,4,0
"51059481600",2,4,0
"51059481600",3,4,1
"51059481600",4,4,0
"51059481600",5,4,2
"51059481600",6,4,3
"51059481600",7,4,16
"51059481600",8,4,34
"51059481600",9,4,218
"51059481600",1,5,1
"51059481600",2,5,1
"51059481600",3,5,1
"51059481600",4,5,0
"51059481600",5,5,2
"51059481600",6,5,1
"51059481600",7,5,10
"51059481600",8,5,12
"51059481600",9,5,84
"51059481500",1,1,0
"51059481500",2,1,5
"51059481500",3,1,7
"51059481500",4,1,3
"51059481500",5,1,16
"51059481500",6,1,12
"51059481500",7,1,9
"51059481500",8,1,8
"51059481500",9,1,9
"51059481500",1,2,0
"51059481500",2,2,4
"51059481500",3,2,8
"51059481500",4,2,3
"51059481500",5,2,32
"51059481500",6,2,30
"51059481500",7,2,65
"51059481500",8,2,64
"51059481500",9,2,152
"51059481500",1,3,0
"51059481500",2,3,2
"51059481500",3,3,3
"51059481500",4,3,2
"51059481500",5,3,10
"51059481500",6,3,9
"51059481500",7,3,15
"51059481500",8,3,17
"51059481500",9,3,49
"51059481500",1,4,0
"51059481500",2,4,0
"51059481500",3,4,2
"51059481500",4,4,2
"51059481500",5,4,5
"51059481500",6,4,7
"51059481500",7,4,11
"51059481500",8,4,21
"51059481500",9,4,106
"51059481500",1,5,0
"51059481500",2,5,0
"51059481500",3,5,1
"51059481500",4,5,1
"51059481500",5,5,7
"51059481500",6,5,2
"51059481500",7,5,8
"51059481500",8,5,8
"51059481500",9,5,67
"51059481400",1,1,77
"51059481400",2,1,36
"51059481400",3,1,22
"51059481400",4,1,39
"51059481400",5,1,71
"51059481400",6,1,100
"51059481400",7,1,160
"51059481400",8,1,86
"51059481400",9,1,62
"51059481400",1,2,59
"51059481400",2,2,34
"51059481400",3,2,11
"51059481400",4,2,36
"51059481400",5,2,74
"51059481400",6,2,117
"51059481400",7,2,233
"51059481400",8,2,208
"51059481400",9,2,274
"51059481400",1,3,11
"51059481400",2,3,2
"51059481400",3,3,2
"51059481400",4,3,16
"51059481400",5,3,17
"51059481400",6,3,35
"51059481400",7,3,84
"51059481400",8,3,51
"51059481400",9,3,138
"51059481400",1,4,12
"51059481400",2,4,9
"51059481400",3,4,7
"51059481400",4,4,10
"51059481400",5,4,16
"51059481400",6,4,26
"51059481400",7,4,82
"51059481400",8,4,59
"51059481400",9,4,158
"51059481400",1,5,0
"51059481400",2,5,6
"51059481400",3,5,2
"51059481400",4,5,6
"51059481400",5,5,17
"51059481400",6,5,25
"51059481400",7,5,62
"51059481400",8,5,40
"51059481400",9,5,76
"51059481202",1,1,34
"51059481202",2,1,28
"51059481202",3,1,31
"51059481202",4,1,41
"51059481202",5,1,71
"51059481202",6,1,55
"51059481202",7,1,79
"51059481202",8,1,37
"51059481202",9,1,25
"51059481202",1,2,21
"51059481202",2,2,37
"51059481202",3,2,26
"51059481202",4,2,55
"51059481202",5,2,109
"51059481202",6,2,64
"51059481202",7,2,109
"51059481202",8,2,81
"51059481202",9,2,102
"51059481202",1,3,19
"51059481202",2,3,18
"51059481202",3,3,14
"51059481202",4,3,72
"51059481202",5,3,71
"51059481202",6,3,40
"51059481202",7,3,82
"51059481202",8,3,38
"51059481202",9,3,84
"51059481202",1,4,9
"51059481202",2,4,15
"51059481202",3,4,23
"51059481202",4,4,20
"51059481202",5,4,31
"51059481202",6,4,20
"51059481202",7,4,54
"51059481202",8,4,32
"51059481202",9,4,76
"51059481202",1,5,0
"51059481202",2,5,91
"51059481202",3,5,18
"51059481202",4,5,27
"51059481202",5,5,72
"51059481202",6,5,22
"51059481202",7,5,47
"51059481202",8,5,23
"51059481202",9,5,38
"51059481201",1,1,3
"51059481201",2,1,0
"51059481201",3,1,3
"51059481201",4,1,2
"51059481201",5,1,7
"51059481201",6,1,7
"51059481201",7,1,10
"51059481201",8,1,10
"51059481201",9,1,7
"51059481201",1,2,1
"51059481201",2,2,0
"51059481201",3,2,3
"51059481201",4,2,2
"51059481201",5,2,9
"51059481201",6,2,8
"51059481201",7,2,15
"51059481201",8,2,36
"51059481201",9,2,46
"51059481201",1,3,1
"51059481201",2,3,0
"51059481201",3,3,1
"51059481201",4,3,1
"51059481201",5,3,4
"51059481201",6,3,5
"51059481201",7,3,10
"51059481201",8,3,20
"51059481201",9,3,43
"51059481201",1,4,1
"51059481201",2,4,0
"51059481201",3,4,3
"51059481201",4,4,1
"51059481201",5,4,3
"51059481201",6,4,3
"51059481201",7,4,8
"51059481201",8,4,19
"51059481201",9,4,43
"51059481201",1,5,0
"51059481201",2,5,0
"51059481201",3,5,0
"51059481201",4,5,0
"51059481201",5,5,3
"51059481201",6,5,2
"51059481201",7,5,5
"51059481201",8,5,10
"51059481201",9,5,17
"51059481106",1,1,9
"51059481106",2,1,0
"51059481106",3,1,6
"51059481106",4,1,7
"51059481106",5,1,13
"51059481106",6,1,19
"51059481106",7,1,25
"51059481106",8,1,16
"51059481106",9,1,15
"51059481106",1,2,23
"51059481106",2,2,0
"51059481106",3,2,7
"51059481106",4,2,14
"51059481106",5,2,28
"51059481106",6,2,69
"51059481106",7,2,71
"51059481106",8,2,112
"51059481106",9,2,283
"51059481106",1,3,11
"51059481106",2,3,0
"51059481106",3,3,2
"51059481106",4,3,10
"51059481106",5,3,10
"51059481106",6,3,36
"51059481106",7,3,44
"51059481106",8,3,47
"51059481106",9,3,227
"51059481106",1,4,11
"51059481106",2,4,0
"51059481106",3,4,7
"51059481106",4,4,6
"51059481106",5,4,9
"51059481106",6,4,28
"51059481106",7,4,41
"51059481106",8,4,56
"51059481106",9,4,310
"51059481106",1,5,0
"51059481106",2,5,0
"51059481106",3,5,2
"51059481106",4,5,4
"51059481106",5,5,9
"51059481106",6,5,26
"51059481106",7,5,28
"51059481106",8,5,37
"51059481106",9,5,159
"51059481105",1,1,3
"51059481105",2,1,0
"51059481105",3,1,7
"51059481105",4,1,17
"51059481105",5,1,13
"51059481105",6,1,19
"51059481105",7,1,43
"51059481105",8,1,25
"51059481105",9,1,29
"51059481105",1,2,1
"51059481105",2,2,0
"51059481105",3,2,4
"51059481105",4,2,25
"51059481105",5,2,13
"51059481105",6,2,22
"51059481105",7,2,73
