"geoid","income_recode","size_recode","ipf"
"51600300100",3,3,13
"51600300100",4,3,35
"51600300100",5,3,28
"51600300100",6,3,39
"51600300100",7,3,60
"51600300100",8,3,64
"51600300100",9,3,133
"51600300100",1,4,1
"51600300100",2,4,28
"51600300100",3,4,14
"51600300100",4,4,17
"51600300100",5,4,29
"51600300100",6,4,32
"51600300100",7,4,48
"51600300100",8,4,75
"51600300100",9,4,129
"51600300100",1,5,5
"51600300100",2,5,2
"51600300100",3,5,8
"51600300100",4,5,10
"51600300100",5,5,7
"51600300100",6,5,12
"51600300100",7,5,28
"51600300100",8,5,38
"51600300100",9,5,67
"51610500300",1,1,7
"51610500300",2,1,54
"51610500300",3,1,25
"51610500300",4,1,37
"51610500300",5,1,125
"51610500300",6,1,73
"51610500300",7,1,93
"51610500300",8,1,33
"51610500300",9,1,41
"51610500300",1,2,2
"51610500300",2,2,18
"51610500300",3,2,26
"51610500300",4,2,20
"51610500300",5,2,70
"51610500300",6,2,36
"51610500300",7,2,102
"51610500300",8,2,63
"51610500300",9,2,192
"51610500300",1,3,1
"51610500300",2,3,3
"51610500300",3,3,3
"51610500300",4,3,11
"51610500300",5,3,17
"51610500300",6,3,12
"51610500300",7,3,47
"51610500300",8,3,36
"51610500300",9,3,114
"51610500300",1,4,0
"51610500300",2,4,6
"51610500300",3,4,0
"51610500300",4,4,7
"51610500300",5,4,39
"51610500300",6,4,13
"51610500300",7,4,37
"51610500300",8,4,32
"51610500300",9,4,143
"51610500300",1,5,0
"51610500300",2,5,3
"51610500300",3,5,0
"51610500300",4,5,3
"51610500300",5,5,7
"51610500300",6,5,8
"51610500300",7,5,30
"51610500300",8,5,20
"51610500300",9,5,94
"51610500200",1,1,76
"51610500200",2,1,12
"51610500200",3,1,51
"51610500200",4,1,63
"51610500200",5,1,118
"51610500200",6,1,164
"51610500200",7,1,133
"51610500200",8,1,106
"51610500200",9,1,64
"51610500200",1,2,15
"51610500200",2,2,3
"51610500200",3,2,35
"51610500200",4,2,24
"51610500200",5,2,43
"51610500200",6,2,61
"51610500200",7,2,109
"51610500200",8,2,137
"51610500200",9,2,245
"51610500200",1,3,10
"51610500200",2,3,1
"51610500200",3,3,7
"51610500200",4,3,18
"51610500200",5,3,15
"51610500200",6,3,25
"51610500200",7,3,65
"51610500200",8,3,113
"51610500200",9,3,175
"51610500200",1,4,6
"51610500200",2,4,1
"51610500200",3,4,0
"51610500200",4,4,9
"51610500200",5,4,21
"51610500200",6,4,29
"51610500200",7,4,44
"51610500200",8,4,108
"51610500200",9,4,203
"51610500200",1,5,3
"51610500200",2,5,0
"51610500200",3,5,0
"51610500200",4,5,3
"51610500200",5,5,2
"51610500200",6,5,15
"51610500200",7,5,29
"51610500200",8,5,59
"51610500200",9,5,120
"51610500100",1,1,6
"51610500100",2,1,47
"51610500100",3,1,0
"51610500100",4,1,2
"51610500100",5,1,48
"51610500100",6,1,75
"51610500100",7,1,115
"51610500100",8,1,47
"51610500100",9,1,53
"51610500100",1,2,4
"51610500100",2,2,8
"51610500100",3,2,0
"51610500100",4,2,2
"51610500100",5,2,21
"51610500100",6,2,30
"51610500100",7,2,90
"51610500100",8,2,84
"51610500100",9,2,160
"51610500100",1,3,2
"51610500100",2,3,1
"51610500100",3,3,0
"51610500100",4,3,2
"51610500100",5,3,7
"51610500100",6,3,12
"51610500100",7,3,44
"51610500100",8,3,49
"51610500100",9,3,140
"51610500100",1,4,1
"51610500100",2,4,2
"51610500100",3,4,0
"51610500100",4,4,2
"51610500100",5,4,8
"51610500100",6,4,11
"51610500100",7,4,23
"51610500100",8,4,30
"51610500100",9,4,136
"51610500100",1,5,1
"51610500100",2,5,1
"51610500100",3,5,0
"51610500100",4,5,1
"51610500100",5,5,1
"51610500100",6,5,6
"51610500100",7,5,15
"51610500100",8,5,16
"51610500100",9,5,88
"51059980300",1,1,0
"51059980300",2,1,0
"51059980300",3,1,0
"51059980300",4,1,0
"51059980300",5,1,0
"51059980300",6,1,0
"51059980300",7,1,0
"51059980300",8,1,0
"51059980300",9,1,0
"51059980300",1,2,0
"51059980300",2,2,0
"51059980300",3,2,0
"51059980300",4,2,0
"51059980300",5,2,0
"51059980300",6,2,0
"51059980300",7,2,0
"51059980300",8,2,0
"51059980300",9,2,0
"51059980300",1,3,0
"51059980300",2,3,0
"51059980300",3,3,0
"51059980300",4,3,0
"51059980300",5,3,0
"51059980300",6,3,0
"51059980300",7,3,0
"51059980300",8,3,0
"51059980300",9,3,0
"51059980300",1,4,0
"51059980300",2,4,0
"51059980300",3,4,0
"51059980300",4,4,0
"51059980300",5,4,0
"51059980300",6,4,0
"51059980300",7,4,0
"51059980300",8,4,0
"51059980300",9,4,0
"51059980300",1,5,0
"51059980300",2,5,0
"51059980300",3,5,0
"51059980300",4,5,0
"51059980300",5,5,0
"51059980300",6,5,0
"51059980300",7,5,0
"51059980300",8,5,0
"51059980300",9,5,0
"51059980200",1,1,0
"51059980200",2,1,0
"51059980200",3,1,0
"51059980200",4,1,0
"51059980200",5,1,0
"51059980200",6,1,0
"51059980200",7,1,0
"51059980200",8,1,0
"51059980200",9,1,0
"51059980200",1,2,0
"51059980200",2,2,0
"51059980200",3,2,0
"51059980200",4,2,0
"51059980200",5,2,0
"51059980200",6,2,0
"51059980200",7,2,0
"51059980200",8,2,0
"51059980200",9,2,0
"51059980200",1,3,0
"51059980200",2,3,0
"51059980200",3,3,0
"51059980200",4,3,0
"51059980200",5,3,0
"51059980200",6,3,0
"51059980200",7,3,0
"51059980200",8,3,0
"51059980200",9,3,0
"51059980200",1,4,0
"51059980200",2,4,0
"51059980200",3,4,0
"51059980200",4,4,0
"51059980200",5,4,0
"51059980200",6,4,0
"51059980200",7,4,0
"51059980200",8,4,0
"51059980200",9,4,0
"51059980200",1,5,0
"51059980200",2,5,0
"51059980200",3,5,0
"51059980200",4,5,0
"51059980200",5,5,0
"51059980200",6,5,0
"51059980200",7,5,0
"51059980200",8,5,0
"51059980200",9,5,0
"51059980100",1,1,0
"51059980100",2,1,0
"51059980100",3,1,0
"51059980100",4,1,0
"51059980100",5,1,5
"51059980100",6,1,0
"51059980100",7,1,0
"51059980100",8,1,0
"51059980100",9,1,0
"51059980100",1,2,0
"51059980100",2,2,0
"51059980100",3,2,0
"51059980100",4,2,0
"51059980100",5,2,0
"51059980100",6,2,0
"51059980100",7,2,0
"51059980100",8,2,0
"51059980100",9,2,0
"51059980100",1,3,0
"51059980100",2,3,0
"51059980100",3,3,0
"51059980100",4,3,0
"51059980100",5,3,0
"51059980100",6,3,0
"51059980100",7,3,0
"51059980100",8,3,0
"51059980100",9,3,0
"51059980100",1,4,0
"51059980100",2,4,0
"51059980100",3,4,0
"51059980100",4,4,0
"51059980100",5,4,0
"51059980100",6,4,0
"51059980100",7,4,0
"51059980100",8,4,0
"51059980100",9,4,0
"51059980100",1,5,0
"51059980100",2,5,0
"51059980100",3,5,0
"51059980100",4,5,0
"51059980100",5,5,0
"51059980100",6,5,0
"51059980100",7,5,0
"51059980100",8,5,0
"51059980100",9,5,0
"51059492500",1,1,0
"51059492500",2,1,19
"51059492500",3,1,10
"51059492500",4,1,11
"51059492500",5,1,17
"51059492500",6,1,19
"51059492500",7,1,73
"51059492500",8,1,41
"51059492500",9,1,68
"51059492500",1,2,0
"51059492500",2,2,12
"51059492500",3,2,4
"51059492500",4,2,7
"51059492500",5,2,12
"51059492500",6,2,23
"51059492500",7,2,92
"51059492500",8,2,117
"51059492500",9,2,391
"51059492500",1,3,0
"51059492500",2,3,1
"51059492500",3,3,3
"51059492500",4,3,3
"51059492500",5,3,6
"51059492500",6,3,11
"51059492500",7,3,22
"51059492500",8,3,23
"51059492500",9,3,78
"51059492500",1,4,0
"51059492500",2,4,2
"51059492500",3,4,2
"51059492500",4,4,3
"51059492500",5,4,4
"51059492500",6,4,12
"51059492500",7,4,33
"51059492500",8,4,24
"51059492500",9,4,90
"51059492500",1,5,0
"51059492500",2,5,2
"51059492500",3,5,4
"51059492500",4,5,6
"51059492500",5,5,4
"51059492500",6,5,12
"51059492500",7,5,32
"51059492500",8,5,38
"51059492500",9,5,92
"51059492400",1,1,28
"51059492400",2,1,30
"51059492400",3,1,17
"51059492400",4,1,11
"51059492400",5,1,78
"51059492400",6,1,59
"51059492400",7,1,88
"51059492400",8,1,43
"51059492400",9,1,19
"51059492400",1,2,34
"51059492400",2,2,19
"51059492400",3,2,5
"51059492400",4,2,6
"51059492400",5,2,52
"51059492400",6,2,74
"51059492400",7,2,114
"51059492400",8,2,113
"51059492400",9,2,86
"51059492400",1,3,20
"51059492400",2,3,5
"51059492400",3,3,9
"51059492400",4,3,4
"51059492400",5,3,44
"51059492400",6,3,72
"51059492400",7,3,75
"51059492400",8,3,69
"51059492400",9,3,65
"51059492400",1,4,2
"51059492400",2,4,4
"51059492400",3,4,3
"51059492400",4,4,3
"51059492400",5,4,23
"51059492400",6,4,57
"51059492400",7,4,87
"51059492400",8,4,53
"51059492400",9,4,66
"51059492400",1,5,1
"51059492400",2,5,4
"51059492400",3,5,7
"51059492400",4,5,5
"51059492400",5,5,14
"51059492400",6,5,36
"51059492400",7,5,46
"51059492400",8,5,47
"51059492400",9,5,35
"51059492300",1,1,5
"51059492300",2,1,0
"51059492300",3,1,44
"51059492300",4,1,12
"51059492300",5,1,30
"51059492300",6,1,63
"51059492300",7,1,79
"51059492300",8,1,23
"51059492300",9,1,21
"51059492300",1,2,6
"51059492300",2,2,0
"51059492300",3,2,9
"51059492300",4,2,7
"51059492300",5,2,18
"51059492300",6,2,61
"51059492300",7,2,85
"51059492300",8,2,55
"51059492300",9,2,91
"51059492300",1,3,2
"51059492300",2,3,0
"51059492300",3,3,7
"51059492300",4,3,3
"51059492300",5,3,8
"51059492300",6,3,22
"51059492300",7,3,26
"51059492300",8,3,18
"51059492300",9,3,46
"51059492300",1,4,0
"51059492300",2,4,0
"51059492300",3,4,4
"51059492300",4,4,4
"51059492300",5,4,10
"51059492300",6,4,90
"51059492300",7,4,100
"51059492300",8,4,34
"51059492300",9,4,84
"51059492300",1,5,0
"51059492300",2,5,0
"51059492300",3,5,7
"51059492300",4,5,5
"51059492300",5,5,4
"51059492300",6,5,17
"51059492300",7,5,22
"51059492300",8,5,17
"51059492300",9,5,28
"51059492203",1,1,6
"51059492203",2,1,6
"51059492203",3,1,3
"51059492203",4,1,8
"51059492203",5,1,6
"51059492203",6,1,4
"51059492203",7,1,35
"51059492203",8,1,18
"51059492203",9,1,28
"51059492203",1,2,11
"51059492203",2,2,4
"51059492203",3,2,1
"51059492203",4,2,6
"51059492203",5,2,4
"51059492203",6,2,5
"51059492203",7,2,61
"51059492203",8,2,68
"51059492203",9,2,212
"51059492203",1,3,4
"51059492203",2,3,1
"51059492203",3,3,2
"51059492203",4,3,3
"51059492203",5,3,3
"51059492203",6,3,4
"51059492203",7,3,32
"51059492203",8,3,33
"51059492203",9,3,146
"51059492203",1,4,1
"51059492203",2,4,1
"51059492203",3,4,1
"51059492203",4,4,3
"51059492203",5,4,2
"51059492203",6,4,4
"51059492203",7,4,51
"51059492203",8,4,34
"51059492203",9,4,174
"51059492203",1,5,0
"51059492203",2,5,1
"51059492203",3,5,2
"51059492203",4,5,4
"51059492203",5,5,1
"51059492203",6,5,3
"51059492203",7,5,24
"51059492203",8,5,27
"51059492203",9,5,67
"51059492202",1,1,2
"51059492202",2,1,0
"51059492202",3,1,3
"51059492202",4,1,2
"51059492202",5,1,38
"51059492202",6,1,21
"51059492202",7,1,50
"51059492202",8,1,23
"51059492202",9,1,33
"51059492202",1,2,2
"51059492202",2,2,0
"51059492202",3,2,1
"51059492202",4,2,1
"51059492202",5,2,62
"51059492202",6,2,51
"51059492202",7,2,160
"51059492202",8,2,143
"51059492202",9,2,492
"51059492202",1,3,1
"51059492202",2,3,0
"51059492202",3,3,2
"51059492202",4,3,1
"51059492202",5,3,29
"51059492202",6,3,30
"51059492202",7,3,60
"51059492202",8,3,51
"51059492202",9,3,216
"51059492202",1,4,0
"51059492202",2,4,0
"51059492202",3,4,1
"51059492202",4,4,1
"51059492202",5,4,23
"51059492202",6,4,36
"51059492202",7,4,101
"51059492202",8,4,56
"51059492202",9,4,278
"51059492202",1,5,0
"51059492202",2,5,0
"51059492202",3,5,2
"51059492202",4,5,1
"51059492202",5,5,11
"51059492202",6,5,19
"51059492202",7,5,39
"51059492202",8,5,38
"51059492202",9,5,91
"51059492201",1,1,9
"51059492201",2,1,2
"51059492201",3,1,2
"51059492201",4,1,11
"51059492201",5,1,15
"51059492201",6,1,6
"51059492201",7,1,25
"51059492201",8,1,11
"51059492201",9,1,27
"51059492201",1,2,27
"51059492201",2,2,2
"51059492201",3,2,1
"51059492201",4,2,9
"51059492201",5,2,13
"51059492201",6,2,9
"51059492201",7,2,43
"51059492201",8,2,39
"51059492201",9,2,226
"51059492201",1,3,15
"51059492201",2,3,0
"51059492201",3,3,1
"51059492201",4,3,6
"51059492201",5,3,9
"51059492201",6,3,7
"51059492201",7,3,25
"51059492201",8,3,21
"51059492201",9,3,199
"51059492201",1,4,0
"51059492201",2,4,0
"51059492201",3,4,0
"51059492201",4,4,3
"51059492201",5,4,4
"51059492201",6,4,6
"51059492201",7,4,23
"51059492201",8,4,13
"51059492201",9,4,78
"51059492201",1,5,1
"51059492201",2,5,0
"51059492201",3,5,1
"51059492201",4,5,7
"51059492201",5,5,4
"51059492201",6,5,5
"51059492201",7,5,17
"51059492201",8,5,16
"51059492201",9,5,66
"51059492100",1,1,5
"51059492100",2,1,9
"51059492100",3,1,7
"51059492100",4,1,12
"51059492100",5,1,15
"51059492100",6,1,12
"51059492100",7,1,35
"51059492100",8,1,24
"51059492100",9,1,29
"51059492100",1,2,10
"51059492100",2,2,14
"51059492100",3,2,3
"51059492100",4,2,11
"51059492100",5,2,13
"51059492100",6,2,23
"51059492100",7,2,91
"51059492100",8,2,209
"51059492100",9,2,460
"51059492100",1,3,3
"51059492100",2,3,2
"51059492100",3,3,4
"51059492100",4,3,6
"51059492100",5,3,8
"51059492100",6,3,15
"51059492100",7,3,40
"51059492100",8,3,68
"51059492100",9,3,213
"51059492100",1,4,1
"51059492100",2,4,3
"51059492100",3,4,1
"51059492100",4,4,5
"51059492100",5,4,6
"51059492100",6,4,17
"51059492100",7,4,65
"51059492100",8,4,77
"51059492100",9,4,271
"51059492100",1,5,0
"51059492100",2,5,2
"51059492100",3,5,4
"51059492100",4,5,8
"51059492100",5,5,4
"51059492100",6,5,12
"51059492100",7,5,33
"51059492100",8,5,61
"51059492100",9,5,116
"51059492000",1,1,0
"51059492000",2,1,0
"51059492000",3,1,0
"51059492000",4,1,14
"51059492000",5,1,13
"51059492000",6,1,26
"51059492000",7,1,47
"51059492000",8,1,48
"51059492000",9,1,79
"51059492000",1,2,0
"51059492000",2,2,0
"51059492000",3,2,0
"51059492000",4,2,9
"51059492000",5,2,9
"51059492000",6,2,38
"51059492000",7,2,70
"51059492000",8,2,186
"51059492000",9,2,654
"51059492000",1,3,0
"51059492000",2,3,0
"51059492000",3,3,0
"51059492000",4,3,5
"51059492000",5,3,6
"51059492000",6,3,24
"51059492000",7,3,32
"51059492000",8,3,64
"51059492000",9,3,266
"51059492000",1,4,0
"51059492000",2,4,0
"51059492000",3,4,0
"51059492000",4,4,4
"51059492000",5,4,4
"51059492000",6,4,25
"51059492000",7,4,45
"51059492000",8,4,55
"51059492000",9,4,246
"51059492000",1,5,0
"51059492000",2,5,0
"51059492000",3,5,0
"51059492000",4,5,7
"51059492000",5,5,3
"51059492000",6,5,18
"51059492000",7,5,27
"51059492000",8,5,56
"51059492000",9,5,133
"51059491803",1,1,20
"51059491803",2,1,54
"51059491803",3,1,23
"51059491803",4,1,23
"51059491803",5,1,110
"51059491803",6,1,178
"51059491803",7,1,162
"51059491803",8,1,47
"51059491803",9,1,54
"51059491803",1,2,13
"51059491803",2,2,20
"51059491803",3,2,43
"51059491803",4,2,10
"51059491803",5,2,62
"51059491803",6,2,149
"51059491803",7,2,185
"51059491803",8,2,125
"51059491803",9,2,169
"51059491803",1,3,15
"51059491803",2,3,11
"51059491803",3,3,13
"51059491803",4,3,9
"51059491803",5,3,28
"51059491803",6,3,64
"51059491803",7,3,87
"51059491803",8,3,75
"51059491803",9,3,158
"51059491803",1,4,2
"51059491803",2,4,27
"51059491803",3,4,9
"51059491803",4,4,8
"51059491803",5,4,33
"51059491803",6,4,73
"51059491803",7,4,79
"51059491803",8,4,66
"51059491803",9,4,158
"51059491803",1,5,3
"51059491803",2,5,8
"51059491803",3,5,4
"51059491803",4,5,2
"51059491803",5,5,7
"51059491803",6,5,22
"51059491803",7,5,44
"51059491803",8,5,29
"51059491803",9,5,56
"51059491802",1,1,0
"51059491802",2,1,0
"51059491802",3,1,9
"51059491802",4,1,15
"51059491802",5,1,58
"51059491802",6,1,50
"51059491802",7,1,90
"51059491802",8,1,27
"51059491802",9,1,23
"51059491802",1,2,0
"51059491802",2,2,0
"51059491802",3,2,14
"51059491802",4,2,6
"51059491802",5,2,28
"51059491802",6,2,35
"51059491802",7,2,82
"51059491802",8,2,60
"51059491802",9,2,61
"51059491802",1,3,0
"51059491802",2,3,0
"51059491802",3,3,6
"51059491802",4,3,6
"51059491802",5,3,17
"51059491802",6,3,22
"51059491802",7,3,62
"51059491802",8,3,52
"51059491802",9,3,77
"51059491802",1,4,0
"51059491802",2,4,0
"51059491802",3,4,3
"51059491802",4,4,5
"51059491802",5,4,18
"51059491802",6,4,21
"51059491802",7,4,48
"51059491802",8,4,40
"51059491802",9,4,68
"51059491802",1,5,0
"51059491802",2,5,0
"51059491802",3,5,2
"51059491802",4,5,2
"51059491802",5,5,5
"51059491802",6,5,11
"51059491802",7,5,35
"51059491802",8,5,22
"51059491802",9,5,34
"51059491801",1,1,81
"51059491801",2,1,32
"51059491801",3,1,0
"51059491801",4,1,73
"51059491801",5,1,72
"51059491801",6,1,80
"51059491801",7,1,79
"51059491801",8,1,26
"51059491801",9,1,7
"51059491801",1,2,82
"51059491801",2,2,11
"51059491801",3,2,0
"51059491801",4,2,38
"51059491801",5,2,45
"51059491801",6,2,78
"51059491801",7,2,98
"51059491801",8,2,74
"51059491801",9,2,24
"51059491801",1,3,9
"51059491801",2,3,2
"51059491801",3,3,0
"51059491801",4,3,8
"51059491801",5,3,8
"51059491801",6,3,10
"51059491801",7,3,19
"51059491801",8,3,21
"51059491801",9,3,16
"51059491801",1,4,1
"51059491801",2,4,5
"51059491801",3,4,0
"51059491801",4,4,8
"51059491801",5,4,10
"51059491801",6,4,12
"51059491801",7,4,17
"51059491801",8,4,19
"51059491801",9,4,16
"51059491801",1,5,6
"51059491801",2,5,7
"51059491801",3,5,0
"51059491801",4,5,6
"51059491801",5,5,6
"51059491801",6,5,16
"51059491801",7,5,31
"51059491801",8,5,21
"51059491801",9,5,11
"51059491707",1,1,8
"51059491707",2,1,0
"51059491707",3,1,12
"51059491707",4,1,23
"51059491707",5,1,67
"51059491707",6,1,66
"51059491707",7,1,67
"51059491707",8,1,30
"51059491707",9,1,20
"51059491707",1,2,7
"51059491707",2,2,0
"51059491707",3,2,51
"51059491707",4,2,16
"51059491707",5,2,84
"51059491707",6,2,174
"51059491707",7,2,154
"51059491707",8,2,168
"51059491707",9,2,105
"51059491707",1,3,7
"51059491707",2,3,0
"51059491707",3,3,10
"51059491707",4,3,11
"51059491707",5,3,24
"51059491707",6,3,35
"51059491707",7,3,47
"51059491707",8,3,64
"51059491707",9,3,73
"51059491707",1,4,1
"51059491707",2,4,0
"51059491707",3,4,8
"51059491707",4,4,13
"51059491707",5,4,42
"51059491707",6,4,76
"51059491707",7,4,60
"51059491707",8,4,84
"51059491707",9,4,92
"51059491707",1,5,1
"51059491707",2,5,0
"51059491707",3,5,2
"51059491707",4,5,2
"51059491707",5,5,3
"51059491707",6,5,7
"51059491707",7,5,15
"51059491707",8,5,13
"51059491707",9,5,18
"51059491706",1,1,72
"51059491706",2,1,9
"51059491706",3,1,25
"51059491706",4,1,79
"51059491706",5,1,197
"51059491706",6,1,108
"51059491706",7,1,88
"51059491706",8,1,21
"51059491706",9,1,16
"51059491706",1,2,34
"51059491706",2,2,4
"51059491706",3,2,46
"51059491706",4,2,28
"51059491706",5,2,98
"51059491706",6,2,78
"51059491706",7,2,92
"51059491706",8,2,54
"51059491706",9,2,51
"51059491706",1,3,8
"51059491706",2,3,1
"51059491706",3,3,4
"51059491706",4,3,7
"51059491706",5,3,10
"51059491706",6,3,10
"51059491706",7,3,17
"51059491706",8,3,18
"51059491706",9,3,27
"51059491706",1,4,1
"51059491706",2,4,3
"51059491706",3,4,3
"51059491706",4,4,8
"51059491706",5,4,13
"51059491706",6,4,12
"51059491706",7,4,17
"51059491706",8,4,16
"51059491706",9,4,28
"51059491706",1,5,0
"51059491706",2,5,0
"51059491706",3,5,0
"51059491706",4,5,0
"51059491706",5,5,0
"51059491706",6,5,0
"51059491706",7,5,0
"51059491706",8,5,0
"51059491706",9,5,0
"51059491705",1,1,2
"51059491705",2,1,2
"51059491705",3,1,1
"51059491705",4,1,5
"51059491705",5,1,7
"51059491705",6,1,8
"51059491705",7,1,10
"51059491705",8,1,4
"51059491705",9,1,4
"51059491705",1,2,8
"51059491705",2,2,2
"51059491705",3,2,2
"51059491705",4,2,10
"51059491705",5,2,11
"51059491705",6,2,60
"51059491705",7,2,56
"51059491705",8,2,58
"51059491705",9,2,125
"51059491705",1,3,9
"51059491705",2,3,1
"51059491705",3,3,1
"51059491705",4,3,9
"51059491705",5,3,5
"51059491705",6,3,24
"51059491705",7,3,25
"51059491705",8,3,34
"51059491705",9,3,110
"51059491705",1,4,1
"51059491705",2,4,3
"51059491705",3,4,0
"51059491705",4,4,9
"51059491705",5,4,6
"51059491705",6,4,28
"51059491705",7,4,23
"51059491705",8,4,31
"51059491705",9,4,119
"51059491705",1,5,2
"51059491705",2,5,2
"51059491705",3,5,0
"51059491705",4,5,3
"51059491705",5,5,2
"51059491705",6,5,20
"51059491705",7,5,22
"51059491705",8,5,20
"51059491705",9,5,75
"51059491704",1,1,42
"51059491704",2,1,29
"51059491704",3,1,9
"51059491704",4,1,83
"51059491704",5,1,136
"51059491704",6,1,104
"51059491704",7,1,235
"51059491704",8,1,84
"51059491704",9,1,28
"51059491704",1,2,20
"51059491704",2,2,8
"51059491704",3,2,16
"51059491704",4,2,27
"51059491704",5,2,61
"51059491704",6,2,69
"51059491704",7,2,187
"51059491704",8,2,163
"51059491704",9,2,77
"51059491704",1,3,37
"51059491704",2,3,7
"51059491704",3,3,6
"51059491704",4,3,37
"51059491704",5,3,39
"51059491704",6,3,41
"51059491704",7,3,152
"51059491704",8,3,159
"51059491704",9,3,86
"51059491704",1,4,2
"51059491704",2,4,8
"51059491704",3,4,3
"51059491704",4,4,16
"51059491704",5,4,24
"51059491704",6,4,24
"51059491704",7,4,53
"51059491704",8,4,60
"51059491704",9,4,58
"51059491704",1,5,5
"51059491704",2,5,6
