puma,SERIAL,adult,infant,preschooler,schooler,teenager,toddler,hhincome,hh_num,per1,per2,per3,per4,per5,per6,per7,per8,per9,per10,per11,per12,per13,per14,per15,per16,per17,per18,per19,per20,marst1,marst2,marst3,marst4,marst5,marst6,marst7,marst8,marst9,marst10,marst11,marst12,marst13,marst14,marst15,marst16,marst17,marst18,marst19,marst20,HINSEMP,char,puma_text,STATEFP,COUNTYFP,fips,hh_size,no_children,hh_size_recode,hh_income_2021,hh_income_cat,index
59301,6382225,2,0,0,0,0,0,72880.79,25,60,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,76284,"$75,000 to $99,999",27
59301,6382290,2,0,0,0,0,0,322219.1,11,51,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,337265,"$200,000 or more",42
59301,6382329,2,0,0,0,0,0,226371.3,8,51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,236942,"$200,000 or more",42
59301,6382349,1,0,0,0,0,0,56316.44,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,58946,"$50,000 to $74,999",21
59301,6382384,2,0,0,1,1,0,143773.4,15,44,41,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,150487,"$150,000 to $199,999",38
59301,6382579,1,0,0,0,0,0,5101.173,74,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,5339,"Less than $15,000",1
59301,6382587,3,0,0,0,0,0,134497.7,9,78,71,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,0,3,140778,"$100,000 to $149,999",33
59301,6382598,2,0,0,0,0,1,221953.5,18,42,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,232318,"$200,000 or more",43
59301,6382768,1,0,0,0,0,0,154594.9,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,161814,"$150,000 to $199,999",36
59301,6382788,2,0,1,2,0,0,552124.4,12,32,32,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,577906,"$200,000 or more",43
59301,6382888,1,0,0,0,0,0,168950.4,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,176839,"$150,000 to $199,999",36
59301,6382915,2,0,0,0,0,0,198875.1,6,81,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,208162,"$200,000 or more",42
59301,6382958,2,0,0,0,0,0,160116,9,82,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,167593,"$150,000 to $199,999",37
59301,6383073,2,0,0,0,0,0,117933.3,12,74,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,123440,"$100,000 to $149,999",32
59301,6383121,2,0,0,0,0,0,118375.7,11,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,123903,"$100,000 to $149,999",32
59301,6383138,2,0,0,0,0,0,165637.1,6,32,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,173371,"$150,000 to $199,999",37
59301,6383234,2,0,0,0,0,0,66255.27,11,57,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,69349,"$50,000 to $74,999",22
59301,6383337,1,0,0,0,0,0,102695.1,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,107490,"$100,000 to $149,999",31
59301,6383379,2,0,0,0,0,0,867055.9,9,66,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,907543,"$200,000 or more",42
59301,6383406,2,0,0,0,0,0,86683.53,23,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,90731,"$75,000 to $99,999",27
59301,6383559,2,0,0,0,0,0,221953.5,11,86,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,232318,"$200,000 or more",42
59301,6383682,1,0,0,0,0,0,96510.95,11,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,101017,"$100,000 to $149,999",31
59301,6383725,3,1,2,0,0,0,185293,17,38,35,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,6,3,5,193945,"$150,000 to $199,999",40
59301,6383743,1,0,0,0,0,0,17888.39,11,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,18724,"$15,000 to $24,999",6
59301,6383876,2,0,0,0,0,0,272528.2,8,62,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,285254,"$200,000 or more",42
59301,6383922,5,0,0,0,0,1,84033.32,38,55,58,38,19,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,6,1,5,87957,"$75,000 to $99,999",30
59301,6384001,2,0,0,0,0,0,192139.2,13,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,201111,"$200,000 or more",42
59301,6384083,2,0,0,0,0,0,237413.5,13,65,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,248499,"$200,000 or more",42
59301,6384099,2,0,0,1,2,0,276062.2,17,41,39,14,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,2,4,288953,"$200,000 or more",44
59301,6384210,1,0,0,0,0,0,98168.13,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,102752,"$100,000 to $149,999",31
59301,6384238,1,0,0,0,0,0,26523.53,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,27762,"$25,000 to $34,999",11
59301,6384263,1,0,0,1,1,0,33127.63,16,35,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,1,2,34675,"$25,000 to $34,999",12
59301,6384267,2,0,0,0,0,0,153821.5,7,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,161004,"$150,000 to $199,999",37
59301,6384279,2,0,0,0,0,0,170771.5,14,71,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,178746,"$150,000 to $199,999",37
59301,6384290,2,0,0,0,0,0,167846,20,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,175684,"$150,000 to $199,999",37
59301,6384336,1,0,0,0,0,0,38538.39,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,40338,"$35,000 to $49,999",16
59301,6384395,1,0,0,0,0,0,224052.1,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,234514,"$200,000 or more",41
59301,6384402,2,0,0,0,1,0,119258.4,13,39,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,124827,"$100,000 to $149,999",33
59301,6384418,2,0,0,0,0,0,346181.4,13,69,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,362346,"$200,000 or more",42
59301,6384478,2,0,0,0,0,0,56206.1,20,60,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,58831,"$50,000 to $74,999",22
59301,6384533,2,0,0,0,0,0,133636.4,15,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,139877,"$100,000 to $149,999",32
59301,6384631,1,0,0,0,0,0,178943.9,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,187300,"$150,000 to $199,999",36
59301,6384676,3,0,0,0,0,0,77297.45,27,57,60,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,0,3,80907,"$75,000 to $99,999",28
59301,6384677,4,0,0,0,0,0,189875.7,11,61,57,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,0,4,198742,"$150,000 to $199,999",39
59301,6384690,1,0,0,0,0,0,38648.73,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,40453,"$35,000 to $49,999",16
59301,6384757,2,0,1,0,1,0,33127.63,20,43,43,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,4,2,4,34675,"$25,000 to $34,999",14
59301,6384763,4,0,0,0,0,0,150398.9,28,68,63,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,4,0,4,157422,"$150,000 to $199,999",39
59301,6384789,2,0,0,0,0,0,215880.8,10,52,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,225961,"$200,000 or more",42
59301,6384817,3,0,0,0,0,0,131637.5,15,61,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,0,3,137784,"$100,000 to $149,999",33
59301,6384846,2,0,0,0,0,0,139135,11,82,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,145632,"$100,000 to $149,999",32
59301,6384888,2,0,0,0,0,0,90846.31,19,78,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,95088,"$75,000 to $99,999",27
59301,6384892,2,0,0,0,0,0,165637.1,13,60,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,173371,"$150,000 to $199,999",37
59301,6384898,2,0,1,0,0,0,45274.25,18,33,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,1,3,47388,"$35,000 to $49,999",18
59301,6384936,2,0,0,0,2,0,110976.8,11,48,47,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,4,2,4,116159,"$100,000 to $149,999",34
59301,6385013,4,0,0,1,0,0,115946.2,62,25,28,35,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,4,0,4,121360,"$100,000 to $149,999",34
59301,6385132,3,0,0,1,1,0,39753.16,42,48,22,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,4,1,4,41609,"$35,000 to $49,999",19
59301,6385232,1,0,0,0,0,0,45715.6,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,47850,"$35,000 to $49,999",16
59301,6385270,4,0,0,0,0,0,161220.4,14,62,57,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,4,0,4,168749,"$150,000 to $199,999",39
59301,6385281,2,0,0,0,2,0,772973.5,8,48,51,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,2,4,809067,"$200,000 or more",44
59301,6385374,2,0,0,0,0,0,152386,12,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,159502,"$150,000 to $199,999",37
59301,6385502,3,0,0,0,0,0,288098.5,12,62,59,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,0,3,301551,"$200,000 or more",43
59301,6385561,2,0,0,0,0,0,37102.95,8,69,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,38835,"$35,000 to $49,999",17
59301,6385584,2,0,0,1,0,0,196842.9,12,37,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,206034,"$200,000 or more",42
59301,6385621,4,0,0,0,0,0,204285.8,26,66,67,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,0,4,213825,"$200,000 or more",44
59301,6385647,1,0,0,0,0,0,31471.52,18,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,32941,"$25,000 to $34,999",11
59301,6385654,1,0,0,0,0,0,5190.085,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,5432,"Less than $15,000",1
59301,6385657,1,0,0,0,0,2,497.0484,33,35,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,2,3,520,"Less than $15,000",3
59301,6385694,2,0,0,1,1,0,325753.1,12,48,44,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,340964,"$200,000 or more",43
59301,6385758,2,1,1,1,0,0,160116,7,40,37,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,2,4,167593,"$150,000 to $199,999",39
59301,6385824,1,0,0,0,0,0,83922.98,16,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,87842,"$75,000 to $99,999",26
59301,6385911,3,0,0,0,0,0,20648.93,38,66,61,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,0,3,21613,"$15,000 to $24,999",8
59301,6385921,5,0,0,0,1,0,143232.4,7,54,55,28,25,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,6,1,5,149921,"$100,000 to $149,999",35
59301,6385958,2,0,0,0,0,0,92094.28,12,54,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,96395,"$75,000 to $99,999",27
59301,6385965,2,0,0,0,0,0,212015.8,16,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,221916,"$200,000 or more",42
59301,6385971,2,0,0,0,0,0,394989.6,10,80,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,413434,"$200,000 or more",42
59301,6386105,2,0,0,0,0,0,64267.07,57,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,67268,"$50,000 to $74,999",22
59301,6386154,1,0,0,0,0,0,132509.5,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,138697,"$100,000 to $149,999",31
59301,6386245,1,0,0,0,0,0,121467.3,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,127139,"$100,000 to $149,999",31
59301,6386360,2,0,0,0,0,0,33899.99,9,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,35483,"$35,000 to $49,999",17
59301,6386373,4,0,0,0,0,0,87235.21,13,54,51,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,0,4,91309,"$75,000 to $99,999",29
59301,6386377,1,0,0,0,0,0,40857.59,15,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,42765,"$35,000 to $49,999",16
59301,6386396,1,0,0,0,0,0,178446.8,7,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,186779,"$150,000 to $199,999",36
59301,6386475,2,0,0,1,1,0,253976.7,10,45,50,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,265836,"$200,000 or more",43
59301,6386645,2,0,0,0,2,0,228137.7,8,45,47,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,2,4,238791,"$200,000 or more",44
59301,6386660,2,0,0,0,0,0,102143.4,7,67,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,106913,"$100,000 to $149,999",32
59301,6386668,5,0,0,0,0,0,286773.4,9,51,52,22,80,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,5,0,5,300164,"$200,000 or more",45
59301,6386694,1,0,0,0,0,0,552124.4,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,577906,"$200,000 or more",41
59301,6386771,3,0,0,0,1,0,44169.82,13,58,58,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,1,4,46232,"$35,000 to $49,999",19
59301,6386850,5,0,1,0,0,0,86131.85,19,27,28,66,58,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,6,1,5,90154,"$75,000 to $99,999",30
59301,6386927,2,0,0,0,0,0,38648.73,11,84,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,40453,"$35,000 to $49,999",17
59301,6386939,1,0,0,0,0,0,168950.4,29,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,176839,"$150,000 to $199,999",36
59301,6386953,4,0,0,0,0,0,88670.65,20,68,75,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,4,0,4,92811,"$75,000 to $99,999",29
59301,6386992,2,0,0,0,0,0,66917.28,43,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,70042,"$50,000 to $74,999",22
59301,6387024,3,0,0,0,2,0,192470.2,12,55,44,17,15,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,5,2,5,201458,"$200,000 or more",45
59301,6387057,2,0,0,0,0,0,209475.9,10,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,219257,"$200,000 or more",42
59301,6387099,2,0,0,0,0,1,325753.1,16,59,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,1,3,340964,"$200,000 or more",43
