puma,SERIAL,adult,infant,preschooler,schooler,teenager,toddler,hhincome,hh_num,per1,per2,per3,per4,per5,per6,per7,per8,per9,per10,per11,per12,per13,per14,per15,per16,per17,per18,per19,per20,marst1,marst2,marst3,marst4,marst5,marst6,marst7,marst8,marst9,marst10,marst11,marst12,marst13,marst14,marst15,marst16,marst17,marst18,marst19,marst20,HINSEMP,char,puma_text,STATEFP,COUNTYFP,fips,hh_size,no_children,hh_size_recode,hh_income_2021,hh_income_cat,index
59301,6279805,2,0,0,0,0,1,56619.6,43,44,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,1,3,59263,"$50,000 to $74,999",23
59301,6279886,1,0,0,0,0,0,61240.86,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,64100,"$50,000 to $74,999",21
59301,6279895,2,0,0,1,1,0,54307.89,14,48,42,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,56844,"$50,000 to $74,999",23
59301,6280073,1,0,0,0,0,0,584678.9,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,611980,"$200,000 or more",41
59301,6280097,1,0,0,0,0,0,30042.51,13,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,31445,"$25,000 to $34,999",11
59301,6280341,2,1,0,0,0,0,220699.1,13,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,231005,"$200,000 or more",43
59301,6280378,1,0,0,0,0,0,1617.55,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,1693,"Less than $15,000",1
59301,6280517,2,0,0,0,0,0,206601.8,7,58,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,216249,"$200,000 or more",42
59301,6280562,2,0,0,0,0,0,194816.2,7,68,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,203913,"$200,000 or more",42
59301,6280608,2,0,1,0,0,1,150213.6,14,33,39,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,2,4,157228,"$150,000 to $199,999",39
59301,6280717,2,0,0,0,0,0,105149.3,12,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,110059,"$100,000 to $149,999",32
59301,6280775,1,0,0,0,0,0,157146.6,14,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,164485,"$150,000 to $199,999",36
59301,6280892,2,1,0,2,0,0,677118.1,7,42,35,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,708736,"$200,000 or more",43
59301,6280915,2,0,0,0,1,0,100528,11,45,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,105222,"$100,000 to $149,999",33
59301,6280958,2,0,0,1,0,0,309671.9,15,45,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,324132,"$200,000 or more",42
59301,6280974,3,0,0,1,0,0,49108.17,12,52,52,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,0,3,51401,"$50,000 to $74,999",23
59301,6280976,3,0,1,2,0,0,231098.6,95,53,33,8,7,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,1,4,241890,"$200,000 or more",44
59301,6280995,2,1,0,2,1,0,132881.2,43,42,35,0,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,2,4,139086,"$100,000 to $149,999",34
59301,6281054,2,0,0,0,0,0,161768.9,25,52,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,169323,"$150,000 to $199,999",37
59301,6281140,2,0,0,1,0,0,161768.9,15,44,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,169323,"$150,000 to $199,999",37
59301,6281148,1,0,0,0,0,0,28887.72,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,30237,"$25,000 to $34,999",11
59301,6281214,3,0,0,0,0,0,88511.04,9,63,52,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,0,3,92644,"$75,000 to $99,999",28
59301,6281228,4,0,0,0,2,0,421985.5,12,44,47,15,12,73,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,6,2,5,441690,"$200,000 or more",45
59301,6281247,2,0,0,0,0,0,288873,12,41,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,302362,"$200,000 or more",42
59301,6281255,2,0,0,0,0,0,227632.1,8,39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,238261,"$200,000 or more",42
59301,6281363,2,0,1,0,0,0,292050.2,8,49,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,305687,"$200,000 or more",43
59301,6281408,2,0,0,0,0,0,319089,12,38,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,333989,"$200,000 or more",42
59301,6281423,2,0,0,0,0,0,115548.8,9,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,120944,"$100,000 to $149,999",32
59301,6281463,2,0,0,0,0,0,168296.9,16,71,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,176155,"$150,000 to $199,999",37
59301,6281485,1,0,0,0,0,0,124793.4,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,130621,"$100,000 to $149,999",31
59301,6281624,2,0,0,0,2,0,44372.28,8,72,47,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,4,2,4,46444,"$35,000 to $49,999",19
59301,6281626,2,0,0,0,0,0,317529.3,15,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,332356,"$200,000 or more",42
59301,6281696,2,0,0,0,0,0,39287.18,13,57,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,41122,"$35,000 to $49,999",17
59301,6281730,2,0,0,0,0,0,182106.1,14,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,190609,"$150,000 to $199,999",37
59301,6281835,1,0,0,0,0,0,590918.8,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,618512,"$200,000 or more",41
59301,6281924,4,0,0,0,0,0,393560.6,22,55,18,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,0,4,411938,"$200,000 or more",44
59301,6281949,3,0,0,0,0,1,164079.5,45,34,40,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,1,4,171741,"$150,000 to $199,999",39
59301,6282003,1,0,0,0,0,0,25421.24,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,26608,"$25,000 to $34,999",11
59301,6282042,2,0,0,0,2,0,221855,8,46,47,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,2,4,232214,"$200,000 or more",44
59301,6282153,2,0,0,0,0,0,132881.2,7,81,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,139086,"$100,000 to $149,999",32
59301,6282193,4,0,0,0,2,0,40811.53,7,51,50,25,17,15,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,6,2,5,42717,"$35,000 to $49,999",20
59301,6282275,1,0,0,0,0,0,61009.48,16,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,63858,"$50,000 to $74,999",21
59301,6282299,1,0,0,0,0,0,167546,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,175370,"$150,000 to $199,999",36
59301,6282343,1,0,0,0,0,0,121326.9,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,126992,"$100,000 to $149,999",31
59301,6282407,2,0,0,0,0,0,294650.1,7,51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,308409,"$200,000 or more",42
59301,6282457,1,0,0,0,0,0,14327.63,17,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,14997,"Less than $15,000",1
59301,6282513,2,0,0,0,0,0,288641.6,68,58,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,302120,"$200,000 or more",42
59301,6282524,1,0,0,2,0,0,18488.27,32,42,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,19352,"$15,000 to $24,999",6
59301,6282609,2,0,0,0,0,0,146747.1,22,68,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,153599,"$150,000 to $199,999",37
59301,6282708,2,0,0,0,1,0,46334.77,18,26,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,1,3,48498,"$35,000 to $49,999",18
59301,6282751,1,0,0,0,0,0,80884.99,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,84662,"$75,000 to $99,999",26
59301,6282762,2,0,0,0,0,1,240342.2,15,40,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,251565,"$200,000 or more",43
59301,6282886,2,0,0,1,0,1,57774.38,32,30,29,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,1,3,60472,"$50,000 to $74,999",23
59301,6282920,2,0,0,0,0,0,264585.1,7,62,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,276940,"$200,000 or more",42
59301,6282924,3,0,0,1,1,0,89088.43,20,44,11,10,68,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,1,4,93248,"$75,000 to $99,999",29
59301,6282977,2,0,0,0,0,0,87123.8,8,87,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,91192,"$75,000 to $99,999",27
59301,6283128,2,0,0,0,0,0,22069.38,20,69,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,23100,"$15,000 to $24,999",7
59301,6283161,1,0,0,0,0,0,121326.9,70,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,126992,"$100,000 to $149,999",31
59301,6283174,2,0,0,0,0,0,84351.47,22,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,88290,"$75,000 to $99,999",27
59301,6283182,2,0,0,1,0,0,171706.7,21,34,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,179724,"$150,000 to $199,999",37
59301,6283189,2,0,0,0,0,0,75222.49,14,84,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,2,0,2,78735,"$75,000 to $99,999",27
59301,6283241,3,0,0,0,1,0,325848.4,7,55,51,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,4,1,4,341064,"$200,000 or more",44
59301,6283302,2,0,0,0,0,0,173324.2,6,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,181418,"$150,000 to $199,999",37
59301,6283354,6,0,0,0,0,0,149174.5,26,89,80,49,24,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,6,0,5,156140,"$150,000 to $199,999",40
59301,6283533,1,0,0,0,0,0,122713.1,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,128443,"$100,000 to $149,999",31
59301,6283648,2,1,0,0,0,0,103994.5,78,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,3,1,3,108850,"$100,000 to $149,999",33
59301,6283714,2,0,0,1,1,0,185525.5,13,46,29,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,194189,"$150,000 to $199,999",38
59301,6283735,1,0,0,2,0,0,6932.968,48,35,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,7257,"Less than $15,000",1
59301,6283954,1,0,0,0,0,0,110580.4,11,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,115744,"$100,000 to $149,999",31
59301,6283958,3,0,0,1,1,0,76146.96,85,49,49,12,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,4,1,4,79703,"$75,000 to $99,999",29
59301,6283982,1,0,0,0,0,0,5546.803,45,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,5806,"Less than $15,000",1
59301,6284026,6,0,0,0,0,0,117860.5,7,31,31,21,21,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,6,0,5,123364,"$100,000 to $149,999",35
59301,6284116,2,0,0,0,0,1,133575.3,13,33,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,139813,"$100,000 to $149,999",33
59301,6284120,1,0,0,0,0,0,67019.05,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,70148,"$50,000 to $74,999",21
59301,6284288,2,0,0,0,3,0,254208.1,12,48,48,16,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,5,3,5,266078,"$200,000 or more",45
59301,6284295,1,0,0,0,0,0,259985.2,13,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,272125,"$200,000 or more",41
59301,6284442,2,0,1,1,0,0,387090.4,24,44,40,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,3,1,3,405165,"$200,000 or more",43
59301,6284505,1,0,0,0,0,0,293957,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,307683,"$200,000 or more",41
59301,6284533,2,0,0,0,0,0,136347.7,31,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,0,2,142714,"$100,000 to $149,999",32
59301,6284609,1,0,0,0,0,1,65863.2,20,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,2,1,2,68939,"$50,000 to $74,999",22
59301,6284737,1,0,0,0,0,0,86662.1,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,59301,51,59,51059,1,0,1,90709,"$75,000 to $99,999",26
59301,6284767,1,0,0,0,0,0,33752.16,11,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,59301,51,59,51059,1,0,1,35328,"$35,000 to $49,999",16
