"","puma","serialno","hh_comb","index","hh_size_recode","hh_income_cat","hh_income"
"10151","59304","2018HU0413481","3:102000",18,3,"$35,000 to $49,999",40000
"10152","59304","2018HU0415987","2:200000",42,2,"$200,000 or more",596400
"10153","59304","2018HU0419497","2:200000",42,2,"$200,000 or more",224000
"10154","59304","2018HU0420056","3:300000",33,3,"$100,000 to $149,999",133900
"10155","59304","2018HU0423601","4:200101",14,4,"$25,000 to $34,999",27000
"10156","59304","2018HU0429468","3:300000",43,3,"$200,000 or more",307800
"10157","59304","2018HU0430142","4:201010",34,4,"$100,000 to $149,999",124000
"10158","59304","2018HU0438166","3:300000",23,3,"$50,000 to $74,999",64700
"10159","59304","2018HU0441878","2:200000",27,2,"$75,000 to $99,999",79000
"10160","59304","2018HU0471823","2:200000",12,2,"$25,000 to $34,999",26000
"10161","59304","2018HU0476605","2:200000",32,2,"$100,000 to $149,999",114000
"10162","59304","2018HU0477483","2:200000",37,2,"$150,000 to $199,999",194300
"10163","59304","2018HU0477709","7:610000",45,5,"$200,000 or more",412000
"10164","59304","2018HU0481488","2:200000",37,2,"$150,000 to $199,999",150000
"10165","59304","2018HU0483386","5:300011",30,5,"$75,000 to $99,999",80000
"10166","59304","2018HU0485327","3:201000",13,3,"$25,000 to $34,999",30400
"10167","59304","2018HU0485681","1:100000",21,1,"$50,000 to $74,999",56000
"10168","59304","2018HU0486299","2:200000",27,2,"$75,000 to $99,999",95300
"10169","59304","2018HU0487461","4:400000",44,4,"$200,000 or more",425100
"10170","59304","2018HU0493419","4:201100",34,4,"$100,000 to $149,999",140000
"10171","59304","2018HU0494638","2:200000",42,2,"$200,000 or more",215300
"10172","59304","2018HU0497600","4:200020",39,4,"$150,000 to $199,999",181000
"10173","59304","2018HU0500444","2:200000",37,2,"$150,000 to $199,999",196200
"10174","59304","2018HU0502850","6:401100",30,5,"$75,000 to $99,999",85200
"10175","59304","2018HU0503740","2:200000",37,2,"$150,000 to $199,999",193900
"10176","59304","2018HU0504781","1:100000",41,1,"$200,000 or more",2e+05
"10177","59304","2018HU0510107","3:300000",43,3,"$200,000 or more",260400
"10178","59304","2018HU0515787","8:222110",40,5,"$150,000 to $199,999",150000
"10179","59304","2018HU0522054","1:100000",36,1,"$150,000 to $199,999",196900
"10180","59304","2018HU0531455","3:300000",38,3,"$150,000 to $199,999",163000
"10181","59304","2018HU0535118","2:200000",42,2,"$200,000 or more",507880
"10182","59304","2018HU0538715","4:200110",44,4,"$200,000 or more",395800
"10183","59304","2018HU0540437","4:310000",44,4,"$200,000 or more",219000
"10184","59304","2018HU0544366","5:212000",40,5,"$150,000 to $199,999",167000
"10185","59304","2018HU0545776","3:101100",28,3,"$75,000 to $99,999",75000
"10186","59304","2018HU0546672","3:300000",43,3,"$200,000 or more",268100
"10187","59304","2018HU0550676","6:202110",40,5,"$150,000 to $199,999",152000
"10188","59304","2018HU0552508","5:202100",30,5,"$75,000 to $99,999",90000
"10189","59304","2018HU0556685","3:300000",33,3,"$100,000 to $149,999",134000
"10190","59304","2018HU0558297","2:200000",27,2,"$75,000 to $99,999",93300
"10191","59304","2018HU0561146","4:200020",44,4,"$200,000 or more",244600
"10192","59304","2018HU0562573","4:202000",24,4,"$50,000 to $74,999",68000
"10193","59304","2018HU0567050","1:100000",1,1,"Less than $15,000",150
"10194","59304","2018HU0570954","2:200000",37,2,"$150,000 to $199,999",170000
"10195","59304","2018HU0575929","4:300001",29,4,"$75,000 to $99,999",87500
"10196","59304","2018HU0577881","1:100000",31,1,"$100,000 to $149,999",110000
"10197","59304","2018HU0583099","1:100000",26,1,"$75,000 to $99,999",98000
"10198","59304","2018HU0584379","1:100000",36,1,"$150,000 to $199,999",166000
"10199","59304","2018HU0605466","2:200000",32,2,"$100,000 to $149,999",129000
"10200","59304","2018HU0605757","6:202110",40,5,"$150,000 to $199,999",157870
"10201","59304","2018HU0614645","2:200000",27,2,"$75,000 to $99,999",83200
"10202","59304","2018HU0618517","2:200000",32,2,"$100,000 to $149,999",122700
"10203","59304","2018HU0620666","2:200000",42,2,"$200,000 or more",201000
"10204","59304","2018HU0622724","6:302100",40,5,"$150,000 to $199,999",159100
"10205","59304","2018HU0623942","3:210000",43,3,"$200,000 or more",710000
"10206","59304","2018HU0630562","3:300000",38,3,"$150,000 to $199,999",150000
"10207","59304","2018HU0636058","2:200000",42,2,"$200,000 or more",206400
"10208","59304","2018HU0640741","5:202010",35,5,"$100,000 to $149,999",134000
"10209","59304","2018HU0640918","2:200000",27,2,"$75,000 to $99,999",81600
"10210","59304","2018HU0645063","2:200000",32,2,"$100,000 to $149,999",145000
"10211","59304","2018HU0647510","2:200000",42,2,"$200,000 or more",3e+05
"10212","59304","2018HU0650297","5:202100",20,5,"$35,000 to $49,999",46000
"10213","59304","2018HU0655745","6:321000",30,5,"$75,000 to $99,999",89000
"10214","59304","2018HU0658577","3:200010",23,3,"$50,000 to $74,999",65800
"10215","59304","2018HU0673786","4:200011",44,4,"$200,000 or more",420000
"10216","59304","2018HU0678663","3:300000",23,3,"$50,000 to $74,999",61940
"10217","59304","2018HU0678748","3:300000",43,3,"$200,000 or more",293500
"10218","59304","2018HU0685027","3:300000",43,3,"$200,000 or more",565000
"10219","59304","2018HU0685463","3:300000",43,3,"$200,000 or more",596000
"10220","59304","2018HU0685518","3:210000",43,3,"$200,000 or more",654600
"10221","59304","2018HU0688279","4:400000",39,4,"$150,000 to $199,999",167000
"10222","59304","2018HU0689718","3:200001",38,3,"$150,000 to $199,999",191600
"10223","59304","2018HU0690480","4:200011",24,4,"$50,000 to $74,999",70000
"10224","59304","2018HU0694219","1:100000",41,1,"$200,000 or more",293000
"10225","59304","2018HU0696135","1:100000",26,1,"$75,000 to $99,999",98100
"10226","59304","2018HU0696143","2:200000",32,2,"$100,000 to $149,999",129160
"10227","59304","2018HU0698256","4:300100",19,4,"$35,000 to $49,999",45000
"10228","59304","2018HU0699693","2:101000",2,2,"Less than $15,000",10000
"10229","59304","2018HU0700777","4:400000",44,4,"$200,000 or more",384000
"10230","59304","2018HU0709298","3:300000",43,3,"$200,000 or more",523000
"10231","59304","2018HU0709465","2:200000",42,2,"$200,000 or more",233200
"10232","59304","2018HU0710904","3:201000",43,3,"$200,000 or more",388000
"10233","59304","2018HU0711203","2:200000",22,2,"$50,000 to $74,999",61300
"10234","59304","2018HU0712025","1:100000",21,1,"$50,000 to $74,999",54650
"10235","59304","2018HU0712103","2:200000",42,2,"$200,000 or more",371000
"10236","59304","2018HU0716138","4:400000",44,4,"$200,000 or more",276000
"10237","59304","2018HU0717664","2:200000",32,2,"$100,000 to $149,999",120600
"10238","59304","2018HU0717780","3:300000",38,3,"$150,000 to $199,999",193300
"10239","59304","2018HU0718396","4:202000",39,4,"$150,000 to $199,999",150000
"10240","59304","2018HU0720906","2:200000",37,2,"$150,000 to $199,999",182300
"10241","59304","2018HU0724300","3:200010",23,3,"$50,000 to $74,999",73600
"10242","59304","2018HU0728186","1:100000",26,1,"$75,000 to $99,999",79000
"10243","59304","2018HU0742788","1:100000",21,1,"$50,000 to $74,999",72500
"10244","59304","2018HU0763072","4:310000",29,4,"$75,000 to $99,999",81600
"10245","59304","2018HU0767356","4:200011",29,4,"$75,000 to $99,999",94000
"10246","59304","2018HU0768979","2:200000",22,2,"$50,000 to $74,999",63800
"10247","59304","2018HU0769453","1:100000",1,1,"Less than $15,000",4300
"10248","59304","2018HU0771373","2:110000",17,2,"$35,000 to $49,999",45000
"10249","59304","2018HU0776040","2:200000",22,2,"$50,000 to $74,999",64700
"10250","59304","2018HU0779055","5:400010",45,5,"$200,000 or more",214900
"10251","59304","2018HU0780072","2:200000",22,2,"$50,000 to $74,999",69000
"10252","59304","2018HU0784192","1:100000",1,1,"Less than $15,000",10000
"10253","59304","2018HU0785118","3:210000",43,3,"$200,000 or more",364200
"10254","59304","2018HU0787176","3:210000",43,3,"$200,000 or more",502120
"10255","59304","2018HU0800175","4:201100",34,4,"$100,000 to $149,999",1e+05
"10256","59304","2018HU0801191","3:200010",38,3,"$150,000 to $199,999",186000
"10257","59304","2018HU0810462","4:202000",39,4,"$150,000 to $199,999",173000
"10258","59304","2018HU0813557","4:201100",39,4,"$150,000 to $199,999",170000
"10259","59304","2018HU0815030","4:202000",34,4,"$100,000 to $149,999",125000
"10260","59304","2018HU0815540","1:100000",31,1,"$100,000 to $149,999",112000
"10261","59304","2018HU0816403","2:200000",32,2,"$100,000 to $149,999",147000
"10262","59304","2018HU0816668","4:220000",39,4,"$150,000 to $199,999",183200
"10263","59304","2018HU0820901","2:200000",42,2,"$200,000 or more",431020
"10264","59304","2018HU0826695","6:411000",45,5,"$200,000 or more",250070
"10265","59304","2018HU0828666","2:200000",42,2,"$200,000 or more",277000
"10266","59304","2018HU0829163","4:310000",44,4,"$200,000 or more",540540
"10267","59304","2018HU0835674","2:200000",32,2,"$100,000 to $149,999",103400
"10268","59304","2018HU0837500","2:200000",37,2,"$150,000 to $199,999",182800
"10269","59304","2018HU0839202","2:200000",42,2,"$200,000 or more",240000
"10270","59304","2018HU0842007","2:200000",37,2,"$150,000 to $199,999",150400
"10271","59304","2018HU0842447","5:201110",45,5,"$200,000 or more",530000
"10272","59304","2018HU0845867","5:230000",45,5,"$200,000 or more",215000
"10273","59304","2018HU0847662","3:300000",43,3,"$200,000 or more",245000
"10274","59304","2018HU0852594","3:210000",23,3,"$50,000 to $74,999",64000
"10275","59304","2018HU0853947","2:200000",27,2,"$75,000 to $99,999",86400
"10276","59304","2018HU0857836","3:300000",23,3,"$50,000 to $74,999",67400
"10277","59304","2018HU0859778","2:200000",32,2,"$100,000 to $149,999",121500
"10278","59304","2018HU0863777","4:400000",29,4,"$75,000 to $99,999",92600
"10279","59304","2018HU0868523","4:220000",44,4,"$200,000 or more",332000
"10280","59304","2018HU0873906","3:201000",33,3,"$100,000 to $149,999",148000
"10281","59304","2018HU0880254","3:200001",43,3,"$200,000 or more",299010
"10282","59304","2018HU0890266","2:200000",22,2,"$50,000 to $74,999",73700
"10283","59304","2018HU0899622","3:300000",43,3,"$200,000 or more",440600
"10284","59304","2018HU0900713","1:100000",21,1,"$50,000 to $74,999",65000
"10285","59304","2018HU0907468","4:101020",19,4,"$35,000 to $49,999",42000
"10286","59304","2018HU0908409","2:200000",32,2,"$100,000 to $149,999",121000
"10287","59304","2018HU0908573","2:200000",37,2,"$150,000 to $199,999",154200
"10288","59304","2018HU0908615","1:100000",31,1,"$100,000 to $149,999",103000
"10289","59304","2018HU0908783","3:200010",38,3,"$150,000 to $199,999",156000
"10290","59304","2018HU0909211","1:100000",26,1,"$75,000 to $99,999",90000
"10291","59304","2018HU0911233","1:100000",31,1,"$100,000 to $149,999",105000
"10292","59304","2018HU0914782","3:300000",33,3,"$100,000 to $149,999",1e+05
"10293","59304","2018HU0917191","2:200000",22,2,"$50,000 to $74,999",50290
"10294","59304","2018HU0918059","1:100000",26,1,"$75,000 to $99,999",98000
"10295","59304","2018HU0920400","4:400000",39,4,"$150,000 to $199,999",150600
"10296","59304","2018HU0924211","7:202201",20,5,"$35,000 to $49,999",35800
"10297","59304","2018HU0924526","4:310000",44,4,"$200,000 or more",520400
"10298","59304","2018HU0932063","1:100000",16,1,"$35,000 to $49,999",39500
"10299","59304","2018HU0932387","2:200000",32,2,"$100,000 to $149,999",137100
"10300","59304","2018HU0932774","2:100010",27,2,"$75,000 to $99,999",95000
"10301","59304","2018HU0935257","5:230000",45,5,"$200,000 or more",325000
"10302","59304","2018HU0937159","1:100000",41,1,"$200,000 or more",378500
"10303","59304","2018HU0940170","4:211000",44,4,"$200,000 or more",277100
"10304","59304","2018HU0944475","3:300000",8,3,"$15,000 to $24,999",19100
"10305","59304","2018HU0950398","4:202000",44,4,"$200,000 or more",215000
"10306","59304","2018HU0952563","2:200000",42,2,"$200,000 or more",267400
"10307","59304","2018HU0954828","2:200000",32,2,"$100,000 to $149,999",111000
"10308","59304","2018HU0958942","4:202000",44,4,"$200,000 or more",615000
"10309","59304","2018HU0963836","1:100000",21,1,"$50,000 to $74,999",63000
"10310","59304","2018HU0966130","4:400000",44,4,"$200,000 or more",262800
"10311","59304","2018HU0968959","1:100000",31,1,"$100,000 to $149,999",102600
"10312","59304","2018HU0973078","3:300000",43,3,"$200,000 or more",547200
"10313","59304","2018HU0974893","3:200010",33,3,"$100,000 to $149,999",1e+05
"10314","59304","2018HU0979156","3:201000",28,3,"$75,000 to $99,999",81000
"10315","59304","2018HU0980417","1:100000",21,1,"$50,000 to $74,999",74500
"10316","59304","2018HU0984855","3:200010",33,3,"$100,000 to $149,999",116000
"10317","59304","2018HU0986081","4:202000",29,4,"$75,000 to $99,999",96000
"10318","59304","2018HU0987636","1:100000",21,1,"$50,000 to $74,999",65000
"10319","59304","2018HU0988765","4:200011",39,4,"$150,000 to $199,999",175000
"10320","59304","2018HU0992574","4:400000",34,4,"$100,000 to $149,999",120700
"10321","59304","2018HU1003385","3:300000",18,3,"$35,000 to $49,999",45800
"10322","59304","2018HU1005229","5:220010",40,5,"$150,000 to $199,999",198800
"10323","59304","2018HU1009947","2:200000",17,2,"$35,000 to $49,999",40000
"10324","59304","2018HU1013033","3:200001",28,3,"$75,000 to $99,999",92300
"10325","59304","2018HU1015162","2:200000",32,2,"$100,000 to $149,999",110000
"10326","59304","2018HU1027375","2:200000",22,2,"$50,000 to $74,999",72000
"10327","59304","2018HU1033699","2:200000",7,2,"$15,000 to $24,999",20000
"10328","59304","2018HU1034084","3:300000",43,3,"$200,000 or more",245000
"10329","59304","2018HU1035420","3:120000",28,3,"$75,000 to $99,999",75000
"10330","59304","2018HU1036444","2:200000",22,2,"$50,000 to $74,999",60000
"10331","59304","2018HU1037892","2:200000",42,2,"$200,000 or more",882400
"10332","59304","2018HU1038474","2:200000",27,2,"$75,000 to $99,999",88900
"10333","59304","2018HU1040821","4:220000",44,4,"$200,000 or more",277480
"10334","59304","2018HU1044194","2:200000",27,2,"$75,000 to $99,999",96300
"10335","59304","2018HU1044802","2:200000",42,2,"$200,000 or more",1280500
"10336","59304","2018HU1048851","3:300000",43,3,"$200,000 or more",355000
"10337","59304","2018HU1050425","1:100000",21,1,"$50,000 to $74,999",62100
"10338","59304","2018HU1050648","3:300000",33,3,"$100,000 to $149,999",105000
"10339","59304","2018HU1054916","2:200000",42,2,"$200,000 or more",283160
"10340","59304","2018HU1056583","2:200000",42,2,"$200,000 or more",211000
"10341","59304","2018HU1057151","2:101000",7,2,"$15,000 to $24,999",19000
"10342","59304","2018HU1062825","3:210000",33,3,"$100,000 to $149,999",107200
"10343","59304","2018HU1068747","3:210000",43,3,"$200,000 or more",749500
"10344","59304","2018HU1079884","3:210000",18,3,"$35,000 to $49,999",45000
"10345","59304","2018HU1082756","4:400000",39,4,"$150,000 to $199,999",185100
"10346","59304","2018HU1084910","1:100000",26,1,"$75,000 to $99,999",90000
"10347","59304","2018HU1085430","4:400000",39,4,"$150,000 to $199,999",168000
"10348","59304","2018HU1097295","2:200000",42,2,"$200,000 or more",225200
"10349","59304","2018HU1098135","2:200000",42,2,"$200,000 or more",303900
"10350","59304","2018HU1122927","2:200000",42,2,"$200,000 or more",262620
"10351","59304","2018HU1127346","4:200020",34,4,"$100,000 to $149,999",140000
"10352","59304","2018HU1132550","2:200000",27,2,"$75,000 to $99,999",95400
"10353","59304","2018HU1133159","1:100000",41,1,"$200,000 or more",283000
"10354","59304","2018HU1138493","1:100000",21,1,"$50,000 to $74,999",72000
"10355","59304","2018HU1138516","1:100000",41,1,"$200,000 or more",220000
"10356","59304","2018HU1145753","2:200000",7,2,"$15,000 to $24,999",20900
"10357","59304","2018HU1146179","2:200000",37,2,"$150,000 to $199,999",161000
"10358","59304","2018HU1147036","2:200000",27,2,"$75,000 to $99,999",88000
"10359","59304","2018HU1148101","5:200111",45,5,"$200,000 or more",519000
"10360","59304","2018HU1149770","1:100000",21,1,"$50,000 to $74,999",50100
"10361","59304","2018HU1161446","2:200000",42,2,"$200,000 or more",240000
"10362","59304","2018HU1166659","4:202000",24,4,"$50,000 to $74,999",70000
"10363","59304","2018HU1166948","2:200000",22,2,"$50,000 to $74,999",58750
"10364","59304","2018HU1168940","2:200000",7,2,"$15,000 to $24,999",17500
"10365","59304","2018HU1173756","2:200000",37,2,"$150,000 to $199,999",189000
"10366","59304","2018HU1177288","1:100000",21,1,"$50,000 to $74,999",50000
"10367","59304","2018HU1181102","4:210010",34,4,"$100,000 to $149,999",104100
"10368","59304","2018HU1186977","5:221000",45,5,"$200,000 or more",298100
"10369","59304","2018HU1187355","4:220000",39,4,"$150,000 to $199,999",178500
"10370","59304","2018HU1188471","3:300000",33,3,"$100,000 to $149,999",125000
"10371","59304","2018HU1190708","2:200000",42,2,"$200,000 or more",230700
