"puma","serialno","hh_wt","hh_comb","no_adult","no_teenager","no_schooler","no_preschooler","no_toddler","no_infant","index","hh_size_recode","hh_income_cat","hh_income","food_cost_month","childcare_cost_month"
59301,"2017000052081",14,03:20:10,2,0,0,0,1,0,38,3,"$150,000 to $199,999",190000,939.866530663331,980.08
59301,"2017000059301",11,01:10:00,1,0,0,0,0,0,16,1,"$35,000 to $49,999",42500,414.536734364608,0
59301,"2017000062476",12,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",278000,759.984013001781,0
59301,"2017000062865",12,04:31:00,3,1,0,0,0,0,29,4,"$75,000 to $99,999",77800,1379.43422035693,0
59301,"2017000066117",13,02:20:00,2,0,0,0,0,0,22,2,"$50,000 to $74,999",67600,759.984013001781,0
59301,"2017000066351",52,04:20:20,2,0,0,0,2,0,29,4,"$75,000 to $99,999",77000,1099.3274058939,1960.16
59301,"2017000069093",15,01:10:00,1,0,0,0,0,0,1,1,"Less than $15,000",8600,414.536734364608,0
59301,"2017000073234",81,03:30:00,3,0,0,0,0,0,3,3,"Less than $15,000",0,1088.1589277071,0
59301,"2017000073506",13,01:10:00,1,0,0,0,0,0,41,1,"$200,000 or more",362650,414.536734364608,0
59301,"2017000075713",11,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",67000,414.536734364608,0
59301,"2017000077036",12,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",275000,759.984013001781,0
59301,"2017000077512",14,02:20:00,2,0,0,0,0,0,22,2,"$50,000 to $74,999",53900,759.984013001781,0
59301,"2017000079791",12,03:20:10,2,0,0,0,1,0,38,3,"$150,000 to $199,999",182830,939.866530663331,980.08
59301,"2017000080149",14,NA,5,1,1,0,0,0,30,5,"$75,000 to $99,999",89600,2258.11902998877,891
59301,"2017000082371",14,NA,2,0,3,1,0,0,20,5,"$35,000 to $49,999",42000,1729.52535034026,3653.08
59301,"2017000085670",43,NA,3,1,3,1,0,0,35,5,"$100,000 to $149,999",128000,2383.63803026871,3653.08
59301,"2017000086537",23,01:10:00,1,0,0,0,0,0,31,1,"$100,000 to $149,999",147000,414.536734364608,0
59301,"2017000087857",31,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",50000,414.536734364608,0
59301,"2017000089561",21,01:10:00,1,0,0,0,0,0,26,1,"$75,000 to $99,999",75680,414.536734364608,0
59301,"2017000096095",12,01:10:00,1,0,0,0,0,0,31,1,"$100,000 to $149,999",143000,414.536734364608,0
59301,"2017000098490",11,03:30:00,3,0,0,0,0,0,43,3,"$200,000 or more",546000,1088.1589277071,0
59301,"2017000105846",18,01:10:00,1,0,0,0,0,0,11,1,"$25,000 to $34,999",27700,414.536734364608,0
59301,"2017000105996",14,01:10:00,1,0,0,0,0,0,6,1,"$15,000 to $24,999",20000,414.536734364608,0
59301,"2017000106787",8,NA,2,0,3,0,0,0,40,5,"$150,000 to $199,999",162000,1530.2699031278,2673
59301,"2017000107554",19,02:20:00,2,0,0,0,0,0,17,2,"$35,000 to $49,999",38000,759.984013001781,0
59301,"2017000110978",9,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",291300,759.984013001781,0
59301,"2017000112246",12,01:10:00,1,0,0,0,0,0,31,1,"$100,000 to $149,999",110000,414.536734364608,0
59301,"2017000115262",13,03:21:00,2,1,0,0,0,0,18,3,"$35,000 to $49,999",49600,1085.68628880574,0
59301,"2017000116257",7,02:20:00,2,0,0,0,0,0,17,2,"$35,000 to $49,999",41000,759.984013001781,0
59301,"2017000116769",21,03:30:00,3,0,0,0,0,0,43,3,"$200,000 or more",200670,1088.1589277071,0
59301,"2017000117167",12,01:10:00,1,0,0,0,0,0,26,1,"$75,000 to $99,999",84000,414.536734364608,0
59301,"2017000119824",25,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",60000,414.536734364608,0
59301,"2017000126996",18,01:10:00,1,0,0,0,0,0,6,1,"$15,000 to $24,999",22100,414.536734364608,0
59301,"2017000128795",11,01:10:00,1,0,0,0,0,0,31,1,"$100,000 to $149,999",147000,414.536734364608,0
59301,"2017000130490",9,03:30:00,3,0,0,0,0,0,23,3,"$50,000 to $74,999",62800,1088.1589277071,0
59301,"2017000134451",18,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",187000,759.984013001781,0
59301,"2017000138239",9,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",305400,759.984013001781,0
59301,"2017000138408",26,04:40:00,4,0,0,0,0,0,29,4,"$75,000 to $99,999",99600,1381.78911454869,0
59301,"2017000142651",52,NA,2,0,1,0,0,0,18,3,"$35,000 to $49,999",43500,1047.40983861281,891
59301,"2017000147417",13,01:10:00,1,0,0,0,0,0,16,1,"$35,000 to $49,999",36000,414.536734364608,0
59301,"2017000153343",11,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",203300,759.984013001781,0
59301,"2017000156019",14,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",106700,759.984013001781,0
59301,"2017000157240",17,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",133100,759.984013001781,0
59301,"2017000158005",22,02:11:00,1,1,0,0,0,0,7,2,"$15,000 to $24,999",20000,757.393629390841,0
59301,"2017000162021",14,NA,2,1,1,0,0,0,44,4,"$200,000 or more",239600,1340.62556407666,891
59301,"2017000162970",13,NA,2,0,3,0,0,0,15,5,"$25,000 to $34,999",30300,1530.2699031278,2673
59301,"2017000165360",12,01:10:00,1,0,0,0,0,0,11,1,"$25,000 to $34,999",30700,414.536734364608,0
59301,"2017000172555",14,NA,5,0,1,1,0,0,35,5,"$100,000 to $149,999",142100,2131.43671197809,1871.08
59301,"2017000173302",13,01:10:00,1,0,0,0,0,0,1,1,"Less than $15,000",11600,414.536734364608,0
59301,"2017000174878",17,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",189000,759.984013001781,0
59301,"2017000175540",37,01:10:00,1,0,0,0,0,0,1,1,"Less than $15,000",13200,414.536734364608,0
59301,"2017000177710",11,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",380000,759.984013001781,0
59301,"2017000179076",14,01:10:00,1,0,0,0,0,0,36,1,"$150,000 to $199,999",160000,414.536734364608,0
59301,"2017000179726",10,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",63000,414.536734364608,0
59301,"2017000189358",32,01:10:00,1,0,0,0,0,0,16,1,"$35,000 to $49,999",35000,414.536734364608,0
59301,"2017000190448",17,03:21:00,2,1,0,0,0,0,23,3,"$50,000 to $74,999",64050,1085.68628880574,0
59301,"2017000190618",7,NA,2,0,0,1,0,0,43,3,"$200,000 or more",253000,945.668989951837,980.08
59301,"2017000191573",15,02:20:00,2,0,0,0,0,0,17,2,"$35,000 to $49,999",36300,759.984013001781,0
59301,"2017000192373",24,01:10:00,1,0,0,0,0,0,26,1,"$75,000 to $99,999",81300,414.536734364608,0
59301,"2017000195336",9,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",262600,759.984013001781,0
59301,"2017000197179",8,NA,4,0,0,1,0,0,25,5,"$50,000 to $74,999",72300,1511.95510603372,980.08
59301,"2017000201908",7,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",190000,759.984013001781,0
59301,"2017000204284",13,03:20:10,2,0,0,0,1,0,33,3,"$100,000 to $149,999",107000,939.866530663331,980.08
59301,"2017000206687",7,04:40:00,4,0,0,0,0,0,39,4,"$150,000 to $199,999",155300,1381.78911454869,0
59301,"2017000214190",12,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",161000,759.984013001781,0
59301,"2017000219341",26,NA,12,1,0,0,0,0,45,5,"$200,000 or more",504700,4264.03674168691,0
59301,"2017000225389",13,02:20:00,2,0,0,0,0,0,22,2,"$50,000 to $74,999",63900,759.984013001781,0
59301,"2017000225541",7,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",224000,759.984013001781,0
59301,"2017000226773",35,NA,2,1,1,1,0,0,15,5,"$25,000 to $34,999",25010,1472.84973308529,1871.08
59301,"2017000228898",8,02:20:00,2,0,0,0,0,0,27,2,"$75,000 to $99,999",82300,759.984013001781,0
59301,"2017000231678",18,01:10:00,1,0,0,0,0,0,26,1,"$75,000 to $99,999",92070,414.536734364608,0
59301,"2017000233691",11,NA,3,1,1,0,0,0,15,5,"$25,000 to $34,999",26450,1601.76920057814,891
59301,"2017000234763",28,03:30:00,3,0,0,0,0,0,33,3,"$100,000 to $149,999",115000,1088.1589277071,0
59301,"2017000235540",9,01:10:00,1,0,0,0,0,0,1,1,"Less than $15,000",8500,414.536734364608,0
59301,"2017000236248",14,01:10:00,1,0,0,0,0,0,11,1,"$25,000 to $34,999",31400,414.536734364608,0
59301,"2017000236698",7,02:20:00,2,0,0,0,0,0,27,2,"$75,000 to $99,999",81500,759.984013001781,0
59301,"2017000238472",11,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",161000,759.984013001781,0
59301,"2017000238635",12,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",63800,414.536734364608,0
59301,"2017000242231",12,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",175000,759.984013001781,0
59301,"2017000242749",89,03:21:00,2,1,0,0,0,0,23,3,"$50,000 to $74,999",65000,1085.68628880574,0
59301,"2017000244639",11,NA,2,0,1,0,1,1,45,5,"$200,000 or more",290000,1324.92940932382,2984.84
59301,"2017000245391",16,03:30:00,3,0,0,0,0,0,33,3,"$100,000 to $149,999",109300,1088.1589277071,0
59301,"2017000245692",13,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",129700,759.984013001781,0
59301,"2017000247613",19,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",103150,759.984013001781,0
59301,"2017000249073",28,02:20:00,2,0,0,0,0,0,22,2,"$50,000 to $74,999",52000,759.984013001781,0
59301,"2017000251484",7,03:30:00,3,0,0,0,0,0,43,3,"$200,000 or more",229600,1088.1589277071,0
59301,"2017000252109",19,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",180800,759.984013001781,0
59301,"2017000261484",12,02:11:00,1,1,0,0,0,0,17,2,"$35,000 to $49,999",49700,757.393629390841,0
59301,"2017000264805",13,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",145000,759.984013001781,0
59301,"2017000270320",33,NA,1,1,1,0,1,0,9,4,"$15,000 to $24,999",24000,1199.39470974926,1871.08
59301,"2017000270618",15,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",50000,414.536734364608,0
59301,"2017000271643",12,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",175000,759.984013001781,0
59301,"2017000277036",7,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",187000,759.984013001781,0
59301,"2017000277211",12,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",55000,414.536734364608,0
59301,"2017000279865",33,03:20:10,2,0,0,0,1,0,18,3,"$35,000 to $49,999",35000,939.866530663331,980.08
59301,"2017000279899",13,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",107900,759.984013001781,0
59301,"2017000284512",13,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",179000,759.984013001781,0
59301,"2017000284739",57,NA,2,0,1,0,0,0,38,3,"$150,000 to $199,999",185000,1047.40983861281,891
59301,"2017000284752",14,06:50:10,5,0,0,0,1,0,30,5,"$75,000 to $99,999",91900,1834.88017662086,980.08
59301,"2017000285506",11,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",426500,759.984013001781,0
59301,"2017000285677",13,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",163000,759.984013001781,0
59301,"2017000286323",43,NA,2,0,1,1,0,0,14,4,"$25,000 to $34,999",27000,1207.27575564437,1871.08
59301,"2017000287728",7,03:30:00,3,0,0,0,0,0,23,3,"$50,000 to $74,999",50800,1088.1589277071,0
59301,"2017000287731",41,NA,3,0,3,0,0,0,25,5,"$50,000 to $74,999",50000,1858.44481783311,2673
59301,"2017000288246",19,02:20:00,2,0,0,0,0,0,17,2,"$35,000 to $49,999",44000,759.984013001781,0
59301,"2017000291308",12,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",68800,414.536734364608,0
59301,"2017000294379",10,04:20:20,2,0,0,0,2,0,39,4,"$150,000 to $199,999",196200,1099.3274058939,1960.16
59301,"2017000294382",14,02:20:00,2,0,0,0,0,0,2,2,"Less than $15,000",0,759.984013001781,0
59301,"2017000295936",12,03:20:10,2,0,0,0,1,0,43,3,"$200,000 or more",229000,939.866530663331,980.08
59301,"2017000298275",12,01:10:00,1,0,0,0,0,0,6,1,"$15,000 to $24,999",20300,414.536734364608,0
59301,"2017000302529",14,01:10:00,1,0,0,0,0,0,36,1,"$150,000 to $199,999",175000,414.536734364608,0
59301,"2017000306994",10,03:30:00,3,0,0,0,0,0,33,3,"$100,000 to $149,999",107050,1088.1589277071,0
59301,"2017000310711",11,01:10:00,1,0,0,0,0,0,26,1,"$75,000 to $99,999",84400,414.536734364608,0
59301,"2017000312627",13,01:10:00,1,0,0,0,0,0,16,1,"$35,000 to $49,999",44800,414.536734364608,0
59301,"2017000317832",22,NA,2,0,1,1,1,0,25,5,"$50,000 to $74,999",56000,1340.91757095644,2851.16
59301,"2017000319236",20,NA,2,2,1,0,0,0,5,5,"Less than $15,000",0,1599.53205109596,891
59301,"2017000327430",35,02:10:10,1,0,0,0,1,0,2,2,"Less than $15,000",12000,604.630073241646,980.08
59301,"2017000328601",7,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",114830,759.984013001781,0
59301,"2017000329811",9,03:30:00,3,0,0,0,0,0,33,3,"$100,000 to $149,999",110500,1088.1589277071,0
59301,"2017000330441",14,NA,6,0,0,0,1,0,45,5,"$200,000 or more",216100,2163.05509132618,980.08
59301,"2017000332060",12,01:10:00,1,0,0,0,0,0,1,1,"Less than $15,000",5000,414.536734364608,0
59301,"2017000333664",7,01:10:00,1,0,0,0,0,0,26,1,"$75,000 to $99,999",82000,414.536734364608,0
59301,"2017000335449",9,03:21:00,2,1,0,0,0,0,43,3,"$200,000 or more",317000,1085.68628880574,0
59301,"2017000335674",8,NA,2,0,0,1,1,0,44,4,"$200,000 or more",522000,1104.85355759724,1960.16
59301,"2017000337392",14,01:10:00,1,0,0,0,0,0,11,1,"$25,000 to $34,999",26000,414.536734364608,0
59301,"2017000338736",24,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",138000,759.984013001781,0
59301,"2017000339413",12,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",65300,414.536734364608,0
59301,"2017000340759",10,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",62000,414.536734364608,0
59301,"2017000341925",27,03:30:00,3,0,0,0,0,0,33,3,"$100,000 to $149,999",123300,1088.1589277071,0
59301,"2017000344291",12,NA,1,0,0,1,1,0,3,3,"Less than $15,000",14000,797.376592908072,1960.16
59301,"2017000349125",8,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",720310,759.984013001781,0
59301,"2017000350498",6,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",228000,759.984013001781,0
59301,"2017000350977",15,04:20:20,2,0,0,0,2,0,44,4,"$200,000 or more",230000,1099.3274058939,1960.16
59301,"2017000352163",16,02:20:00,2,0,0,0,0,0,12,2,"$25,000 to $34,999",32100,759.984013001781,0
59301,"2017000355540",36,02:20:00,2,0,0,0,0,0,22,2,"$50,000 to $74,999",54800,759.984013001781,0
59301,"2017000356527",7,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",255000,759.984013001781,0
59301,"2017000358537",6,NA,2,0,1,1,1,0,35,5,"$100,000 to $149,999",140000,1340.91757095644,2851.16
59301,"2017000361114",17,01:10:00,1,0,0,0,0,0,11,1,"$25,000 to $34,999",29200,414.536734364608,0
59301,"2017000363841",22,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",140500,759.984013001781,0
59301,"2017000366988",11,NA,2,0,2,0,1,0,35,5,"$100,000 to $149,999",138000,1432.96881498303,2762.08
59301,"2017000367431",13,02:20:00,2,0,0,0,0,0,22,2,"$50,000 to $74,999",60000,759.984013001781,0
59301,"2017000369719",7,03:21:00,2,1,0,0,0,0,38,3,"$150,000 to $199,999",160300,1085.68628880574,0
59301,"2017000371343",12,NA,2,0,1,0,0,0,33,3,"$100,000 to $149,999",121600,1047.40983861281,891
59301,"2017000374044",11,02:20:00,2,0,0,0,0,0,27,2,"$75,000 to $99,999",87000,759.984013001781,0
59301,"2017000375505",14,04:30:01,3,0,0,0,0,1,34,4,"$100,000 to $149,999",147000,1229.25476810083,1113.76
59301,"2017000387636",10,NA,2,2,1,0,0,0,45,5,"$200,000 or more",802250,1599.53205109596,891
59301,"2017000388160",11,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",164000,759.984013001781,0
59301,"2017000389602",18,03:30:00,3,0,0,0,0,0,33,3,"$100,000 to $149,999",141500,1088.1589277071,0
59301,"2017000392385",21,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",153000,759.984013001781,0
59301,"2017000392512",12,01:10:00,1,0,0,0,0,0,6,1,"$15,000 to $24,999",22800,414.536734364608,0
59301,"2017000393652",45,06:42:00,4,2,0,0,0,0,45,5,"$200,000 or more",245300,1964.57518926754,0
59301,"2017000407330",33,NA,2,0,1,0,0,0,43,3,"$200,000 or more",321000,1047.40983861281,891
59301,"2017000408795",8,01:10:00,1,0,0,0,0,0,41,1,"$200,000 or more",250000,414.536734364608,0
59301,"2017000411476",14,03:30:00,3,0,0,0,0,0,23,3,"$50,000 to $74,999",67400,1088.1589277071,0
59301,"2017000412152",8,NA,6,0,0,0,0,0,45,5,"$200,000 or more",312000,1969.04948823189,0
59301,"2017000414124",27,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",147000,759.984013001781,0
59301,"2017000416258",73,02:20:00,2,0,0,0,0,0,12,2,"$25,000 to $34,999",30300,759.984013001781,0
59301,"2017000416357",19,03:30:00,3,0,0,0,0,0,38,3,"$150,000 to $199,999",172000,1088.1589277071,0
59301,"2017000417075",12,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",200200,759.984013001781,0
59301,"2017000418581",8,04:20:20,2,0,0,0,2,0,34,4,"$100,000 to $149,999",120000,1099.3274058939,1960.16
59301,"2017000419050",23,01:10:00,1,0,0,0,0,0,36,1,"$150,000 to $199,999",170000,414.536734364608,0
59301,"2017000420532",43,NA,4,0,0,1,0,1,20,5,"$35,000 to $49,999",48000,1695.22239161356,2093.84
59301,"2017000421553",44,03:12:00,1,2,0,0,0,0,33,3,"$100,000 to $149,999",103000,1083.21364990439,0
59301,"2017000422002",12,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",65000,414.536734364608,0
59301,"2017000427071",12,02:20:00,2,0,0,0,0,0,22,2,"$50,000 to $74,999",62000,759.984013001781,0
59301,"2017000433870",22,01:10:00,1,0,0,0,0,0,31,1,"$100,000 to $149,999",101000,414.536734364608,0
59301,"2017000443644",78,NA,2,0,2,0,0,0,9,4,"$15,000 to $24,999",23100,1304.17180198815,1782
59301,"2017000444574",12,NA,1,3,1,1,0,0,5,5,"Less than $15,000",14800,1796.55034882625,1871.08
59301,"2017000445236",6,NA,2,0,0,1,1,0,44,4,"$200,000 or more",337400,1104.85355759724,1960.16
59301,"2017000447625",15,03:21:00,2,1,0,0,0,0,33,3,"$100,000 to $149,999",130000,1085.68628880574,0
59301,"2017000453094",11,NA,2,0,0,1,1,0,39,4,"$150,000 to $199,999",161000,1104.85355759724,1960.16
59301,"2017000462649",12,01:10:00,1,0,0,0,0,0,6,1,"$15,000 to $24,999",24600,414.536734364608,0
59301,"2017000464585",23,01:10:00,1,0,0,0,0,0,26,1,"$75,000 to $99,999",81500,414.536734364608,0
59301,"2017000468438",8,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",359000,759.984013001781,0
59301,"2017000470914",7,01:10:00,1,0,0,0,0,0,11,1,"$25,000 to $34,999",25000,414.536734364608,0
59301,"2017000473565",11,05:41:00,4,1,0,0,0,0,45,5,"$200,000 or more",230000,1638.6374240444,0
59301,"2017000476694",14,02:20:00,2,0,0,0,0,0,7,2,"$15,000 to $24,999",15900,759.984013001781,0
59301,"2017000482568",7,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",269000,759.984013001781,0
59301,"2017000483327",8,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",212000,759.984013001781,0
59301,"2017000484669",11,NA,3,0,1,0,0,0,29,4,"$75,000 to $99,999",84000,1342.98045826842,891
59301,"2017000485125",41,01:10:00,1,0,0,0,0,0,16,1,"$35,000 to $49,999",48000,414.536734364608,0
59301,"2017000487225",38,NA,3,0,1,0,0,0,34,4,"$100,000 to $149,999",123230,1342.98045826842,891
59301,"2017000490459",18,03:20:10,2,0,0,0,1,0,43,3,"$200,000 or more",270300,939.866530663331,980.08
59301,"2017000492450",13,03:12:00,1,2,0,0,0,0,13,3,"$25,000 to $34,999",29800,1083.21364990439,0
59301,"2017000501449",49,01:10:00,1,0,0,0,0,0,1,1,"Less than $15,000",0,414.536734364608,0
59301,"2017000501746",16,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",117000,759.984013001781,0
59301,"2017000504782",7,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",116000,759.984013001781,0
59301,"2017000506181",12,01:10:00,1,0,0,0,0,0,31,1,"$100,000 to $149,999",136200,414.536734364608,0
59301,"2017000506226",11,01:10:00,1,0,0,0,0,0,1,1,"Less than $15,000",0,414.536734364608,0
59301,"2017000506243",9,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",425000,759.984013001781,0
59301,"2017000506504",15,01:10:00,1,0,0,0,0,0,16,1,"$35,000 to $49,999",45000,414.536734364608,0
59301,"2017000507552",21,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",139800,759.984013001781,0
59301,"2017000512374",22,01:10:00,1,0,0,0,0,0,36,1,"$150,000 to $199,999",156000,414.536734364608,0
59301,"2017000514961",12,NA,2,0,1,0,1,0,44,4,"$200,000 or more",201000,1201.74960394103,1871.08
59301,"2017000515393",77,02:20:00,2,0,0,0,0,0,2,2,"Less than $15,000",6000,759.984013001781,0
59301,"2017000517904",18,03:20:10,2,0,0,0,1,0,33,3,"$100,000 to $149,999",101000,939.866530663331,980.08
59301,"2017000521067",9,02:20:00,2,0,0,0,0,0,42,2,"$200,000 or more",267500,759.984013001781,0
59301,"2017000525897",40,02:20:00,2,0,0,0,0,0,22,2,"$50,000 to $74,999",56000,759.984013001781,0
59301,"2017000529599",12,02:20:00,2,0,0,0,0,0,27,2,"$75,000 to $99,999",90000,759.984013001781,0
59301,"2017000531690",11,01:10:00,1,0,0,0,0,0,31,1,"$100,000 to $149,999",109000,414.536734364608,0
59301,"2017000532134",53,03:30:00,3,0,0,0,0,0,18,3,"$35,000 to $49,999",49200,1088.1589277071,0
59301,"2017000532457",35,01:10:00,1,0,0,0,0,0,31,1,"$100,000 to $149,999",1e+05,414.536734364608,0
59301,"2017000535623",23,NA,3,0,0,1,0,0,4,4,"Less than $15,000",12850,1246.08441192464,980.08
59301,"2017000535865",11,01:10:00,1,0,0,0,0,0,21,1,"$50,000 to $74,999",66900,414.536734364608,0
59301,"2017000539233",24,01:10:00,1,0,0,0,0,0,1,1,"Less than $15,000",0,414.536734364608,0
59301,"2017000540265",12,02:20:00,2,0,0,0,0,0,2,2,"Less than $15,000",8000,759.984013001781,0
59301,"2017000543867",7,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",105100,759.984013001781,0
59301,"2017000544203",13,04:40:00,4,0,0,0,0,0,39,4,"$150,000 to $199,999",150000,1381.78911454869,0
59301,"2017000544332",12,02:20:00,2,0,0,0,0,0,27,2,"$75,000 to $99,999",99000,759.984013001781,0
59301,"2017000545305",10,NA,3,0,1,0,0,0,44,4,"$200,000 or more",660440,1342.98045826842,891
59301,"2017000551102",17,04:40:00,4,0,0,0,0,0,34,4,"$100,000 to $149,999",140000,1381.78911454869,0
59301,"2017000552876",22,03:30:00,3,0,0,0,0,0,38,3,"$150,000 to $199,999",170000,1088.1589277071,0
59301,"2017000554597",13,01:10:00,1,0,0,0,0,0,1,1,"Less than $15,000",13000,414.536734364608,0
59301,"2017000554972",13,04:13:00,1,3,0,0,0,0,29,4,"$75,000 to $99,999",78400,1374.7244319734,0
59301,"2017000557029",13,02:20:00,2,0,0,0,0,0,17,2,"$35,000 to $49,999",48000,759.984013001781,0
59301,"2017000557226",16,01:10:00,1,0,0,0,0,0,11,1,"$25,000 to $34,999",30000,414.536734364608,0
59301,"2017000562637",12,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",105250,759.984013001781,0
59301,"2017000563054",41,03:30:00,3,0,0,0,0,0,38,3,"$150,000 to $199,999",163000,1088.1589277071,0
59301,"2017000564095",8,05:22:10,2,2,0,0,1,0,45,5,"$200,000 or more",608400,1502.2309629512,980.08
59301,"2017000566128",13,02:20:00,2,0,0,0,0,0,37,2,"$150,000 to $199,999",160400,759.984013001781,0
59301,"2017000567184",69,04:22:00,2,2,0,0,0,0,14,4,"$25,000 to $34,999",33300,1377.07932616517,0
59301,"2017000574589",14,02:20:00,2,0,0,0,0,0,32,2,"$100,000 to $149,999",134200,759.984013001781,0
59301,"2017000576568",11,04:22:00,2,2,0,0,0,0,24,4,"$50,000 to $74,999",63000,1377.07932616517,0
